compound,negative,neutral,positive,text
-0.296,0.043,0.957,0.0,"This week, our music critics have picked everything from the the Emerald City Soul Club 14th Annual Rare Soul Weekender to Jesca Hoop to Young Thug. Follow the links below for ticket links and music clips for all of their picks, and find even more shows on ou… [+21210 chars]"
0.0772,0.096,0.824,0.08,"NOVEMBER 1
FILM<li>'Harriet' Opening</li>Aside from the assistance that the formerly enslaved Harriet Tubman got from the Underground Railroad­, its hard to imagine exactly how she pulled off all her heroics. With Harriet, audiences are given a live-action r… [+113333 chars]"
