compound,negative,neutral,positive,text
0.0772,0.055,0.842,0.103,"Last year, the debate over the tune reached a breaking point arguments erupted on social media, and Fox News and CNN held multiple panels while several radio stations pulled the song from the air. 
To defenders of the original lyrics, the debate was a prime … [+1081 chars]"
-0.3182,0.113,0.819,0.068,"PARIS No institution in the world owns more Leonardo da Vincis than the Louvre. There are five paintings in its collections including, most famously, the Mona Lisa, which the Renaissance artist had with him, along with two other masterpieces, when he died in … [+1376 chars]"
0.5106,0.0,0.903,0.097,"Drink
Games lend themselves surprisingly well to drinking, even though your hands are full most of the time. Drink while tweaking your settings. Drink during the opening cutscene (its always too long anyway.). Drink during load screens. Drink when characters… [+9101 chars]"
-0.8689,0.208,0.792,0.0,"When I asked recently about bad money habits you learned from your parents, you chimed in with stories of debt, despair, and the bumpy roads youve taken to financial stability. But just because you (eventually) learned not to make the same mistakes your paren… [+4269 chars]"
-0.6486,0.15,0.795,0.055,"The slow march to death for Libra, Facebooks forthcoming cryptocurrency, continues. Yesterday, a Group of Seven nations task force threw up another hurdle in a report, stating global stablecoins like Libra could potentially wreck the global monetary system an… [+2938 chars]"
0.0,0.0,1.0,0.0,"HTC has just announced a new, more affordable version of its Exodus 1 smartphone — a device that comes with a built-in hardware wallet for Bitcoin and other cryptocurrencies. The new HTC Exodus 1s costs 219 euros (around $244) and allows owners to buy, sell, … [+2622 chars]"
0.6808,0.0,0.859,0.141,"Many products featured on this site were editorially chosen. Popular Science may receive financial compensation for products purchased through this site.
Copyright © 2019 Popular Science. A Bonnier Corporation Company. All rights reserved. Reproduction in wh… [+47 chars]"
0.0,0.0,1.0,0.0,"Some of the most deadly skin cancers may start in stem cells that lend color to hair, and originate in hair follicles rather than in skin layers, a new study finds.Hair follicles are complex organs that reside within skin layers. It is there that immature pig… [+4349 chars]"
-0.2975,0.114,0.816,0.069,"Trimbandit's Scary Animated Zombie Groundbreaker Instructable uses two pneumatics to make a partially buried zombie jerk and pitch and seem to try to claw its way out of your lawn -- it's an incredibly effective illusion, one that capitalizes on the jerking, … [+2309 chars]"
0.0,0.0,1.0,0.0,"Every time I go to buy a new computer monitor, I ask myself the same thing: Why am I doing this? Why not just run everything through the gigantic monitor I already have, otherwise known as my big-ass television?
Blasting your computers picture through a tele… [+5903 chars]"
0.6908,0.045,0.789,0.166,"DUBAI (Reuters) - Kuwait’s central bank cut its benchmark interest rate on Wednesday, joining the Federal Reserve-led monetary easing cycle with its Gulf peers for the first time since July. 
Saudi Arabia, United Arab Emirates and Bahrain, whose currencies a… [+1947 chars]"
0.5859,0.047,0.81,0.142,"They say a bird in the hand is worth two in the bush. 
Not so for Steve Morrow, whose desired purchase of one bird accidentally resulted in ownership of 1,000 hens. 
Morrow told Insider that he was browsing Trademe.co.nz, New Zealand's largest auction websi… [+2160 chars]"
-0.5255,0.075,0.925,0.0,"Are you a sad enough dude to debase yourself for the president? Heres yet another reminder that for many of your fellow citizens, the answer is absolutely and how!
The #MAGACHALLENGE started in mid-September by a pro-Donald Trump YouTuber Bryson Gray, who ra… [+4695 chars]"
0.8658,0.0,0.792,0.208,"Oleg Dolya (last seen here for his amazing procedural medieval city-map generator) is back with a wonderful procedural one-page dungeon generator that produces detailed, surprisingly coherent quickie dungeons for your RPG runs (it's an entry in the monthly ch… [+1527 chars]"
-0.4019,0.089,0.863,0.048,"The Intercept's political editor Ryan Grim chaired a 10-minute, backstage conversation between Alexandria Ocasio-Cortez and Bernie Sanders at a rally in Queens last weekend, just before AOC endorsed Sanders' bid for the Democratic Party's nomination for the 2… [+1549 chars]"
-0.5994,0.089,0.911,0.0,"Everything you need to know about the year’s most anticipated game Hideo Kojima’s long-anticipated game, Death Stranding, is out the PlayStation 4 on November 8th. The star-studded action game utilizes actors such as Norman Reedus, Guillermo del Toro, Mads Mi… [+6048 chars]"
0.5719,0.081,0.787,0.132,"As the title suggests, Blurred Lines is all about blurry boundaries. Nia is struggling to set healthy limits with Brainys performative outpourings of love, Alex wants Kelly to be less open with strangers in a world where a shapeshifting alien is out to get he… [+8932 chars]"
0.6369,0.0,0.885,0.115,"Small business lender Kabbage is launching a payments service, marking its first step outside of the lending space.
The move is indicative of a larger trend of single-product fintechs exploring new offerings. It also makes good on ambitions to  expand into p… [+4039 chars]"
