compound,negative,neutral,positive,text
0.4588,0.0,0.915,0.085,"Revolution, the investment firm cofounded 14 years ago by entrepreneur-investor Steve Case, has closed its second Rise of the Rest seed fund with $150 million in capital commitments, just like the debut fund it announced two years ago.
Rise of the Rest — whi… [+1961 chars]"
0.4019,0.0,0.938,0.062,"Space is becoming a major area of startup and commercial investment, and so I’ve decided to start providing a weekly round-up of the biggest news in aerospace, space science and space-related technologies. Let me know if you appreciate this or have suggestion… [+4280 chars]"
0.0,0.0,1.0,0.0,"The founder of one of 2019s most buzzworthy startups is putting on his VC hat.
Rahul Vohra, the creator of the $30/month subscription emailing service Superhuman, and Todd Goldberg, the founder of the marketing business Mailjoy, are circulating a pitch deck … [+4646 chars]"
0.7717,0.0,0.824,0.176,"In niche markets like aerospace, where the traditional VC model might not yield an abundance of available funding, corporate venture funds can offer entrepreneurs an interesting alternative.
Unlike traditional VCs, firms like Lockheed Martin Ventures are in … [+2151 chars]"
0.0,0.0,1.0,0.0,"Bloomberg Beta, a San Francisco-based outfit that uses Bloomberg LP’s money to make bets on startups, has closed its third fund with $75 million, according to Roy Bahat, who’d previously run the online media company IGN and who operates the fund as an equal p… [+2461 chars]"
0.5574,0.032,0.85,0.119,"Eight years after raising a $1.5 million proof-of-concept fund, Boldstart Ventures, a New York-based venture firm whose portfolio companies have been enjoying some serious momentum lately, just closed two new funds with $157 million in capital commitments.
O… [+4524 chars]"
0.4678,0.036,0.846,0.118,"If saving up three to six months of expenses in an emergency fund feels like advice thats wise but nearly impossible to achieve, theres growing evidence that you dont need quite that much money stashed away to cushion you from financial emergencies. $2500 may… [+3709 chars]"
0.8176,0.089,0.683,0.228,"It is better to use the original NASA schedule of 2028
An influential member of Congress has expressed doubt over NASAs ambitious plans to put humans on the Moon by 2024, arguing that 2028 might be a safer time frame for the next lunar landing. The concern s… [+5146 chars]"
-0.7003,0.136,0.864,0.0,"No Universal Service Funds for Chinese providers
Photo by Chip Somodevilla/Getty Images
On Monday, Federal Communications Commission Chairman Ajit Pai announced that the agency will vote on an order to ban American telecommunications companies from using fe… [+1236 chars]"
0.8225,0.0,0.833,0.167,"Sharkkarah Harrison, a 32-year-old single mother with an easy smile, reunited with her children in 2015.
Her son and daughter had been in foster care for about four years while Ms. Harrison was living in shelters. By the time they came home, they were showin… [+1857 chars]"
-0.25,0.068,0.904,0.028,"But with Mr. Biden relatively low on funds and now trailing Ms. Warren in some polls in both of the first two voting states, Iowa and New Hampshire, his campaign faces the possibility of a serious pinch on his resources, long before the campaign expands to bi… [+1629 chars]"
0.0,0.0,1.0,0.0,"Georgetown officials described the decision as one step in an ongoing dialogue with the descendants, who are seeking $1 billion for a foundation that would finance educational, health, housing and other needs. Dr. DeGioia said the university would continue to… [+1456 chars]"
-0.6249,0.135,0.812,0.053,"Apple on Monday announced a $2.5 billion plan to help address the housing crisis in California, becoming the latest tech giant based in the state to address a problem it helped cause. 
The plan includes $1 billion for an affordable housing investment fund an… [+376 chars]"
0.6249,0.151,0.619,0.23,"Supporters say the candidates are reacting to voter frustration over sluggish wage growth and spiking costs across working families lives, including housing, child care, schools and health care, along with concerns about inaction toward climate change.
I thi… [+1873 chars]"
0.0,0.0,1.0,0.0,"The announcement comes after Ms. Harris had previously announced her campaign would shift resources to Iowa, after it began the race with a national strategy and an eye toward more diverse primaries in South Carolina, Nevada and California. This month, she ma… [+1321 chars]"
0.3612,0.104,0.745,0.151,"Congress has fallen badly behind schedule on appropriations, Mr. McConnell said. We need to get moving. The country is watching. Its time to make progress.
Lawmakers are eager to advance the bills.
Im hoping we can move forward, Senator Richard C. Shelby, R… [+1639 chars]"
0.1779,0.049,0.868,0.083,"Many believed the primary was rigged in favor of Hillary Clinton, Representative Darren Soto of Florida said. There is a feeling among many of us that we need to have a broad and diverse field, plenty of debates and let the primary voters decide on their own.… [+1274 chars]"
-0.2263,0.063,0.893,0.044,"The mysterious Malaysian financier at the center of an international money laundering scandal that toppled a prime minister and rocked Goldman Sachs is poised to give up his claim to hundreds of millions of dollars in luxury apartments, yachts, jets and artwo… [+893 chars]"
0.3818,0.0,0.94,0.06,"People debating this question have also focused on two other changes covered in the ballot issue. One would give the review boards executive director the power to authorize subpoenas. Currently, the board issues subpoenas through a vote of its board members, … [+1385 chars]"
-0.25,0.056,0.911,0.033,"My judgement in investment was not right in many ways.
An actual slide from SoftBanks earnings presentation.
Image: SoftBank
SoftBank leader Masayoshi Son admitted that it was a mistake to have invested in WeWork, the beleaguered office space rental compan… [+1718 chars]"
