compound,name,negative,neutral,positive,ticker
0.9934,REBGLO,0.029,0.831,0.14,PTC
0.996,REBGLO,0.027,0.834,0.139,PTC
0.9923,REBGLO,0.038,0.818,0.144,PTC
0.9919,REBGLO,0.028,0.842,0.13,PTC
0.994,REBGLO,0.04,0.805,0.155,PTC
0.9477,REBGLO,0.073,0.751,0.176,PTC
0.9997,REBGLO,0.042,0.865,0.093,PTC
0.9938,REBGLO,0.028,0.821,0.151,PTC
0.9894,REBGLO,0.017,0.868,0.116,PTC
0.9903,REBGLO,0.023,0.861,0.116,PTC
0.9998,REBGLO,0.021,0.79,0.189,PTC
0.9998,REBGLO,0.021,0.79,0.189,PTC
