compound,name,negative,neutral,positive,ticker
1.0,REBGLO,0.026,0.707,0.267,PRIX
0.7184,REBGLO,0.006,0.982,0.012,PRIX
-0.2263,REBGLO,0.015,0.974,0.011,PRIX
0.5803,REBGLO,0.024,0.941,0.035,PRIX
0.885,REBGLO,0.025,0.927,0.048,PRIX
0.9763,REBGLO,0.019,0.92,0.061,PRIX
