compound,name,negative,neutral,positive,ticker
0.9984,REBGLO,0.023,0.824,0.153,ESS
0.9985,REBGLO,0.023,0.823,0.154,ESS
0.9454,REBGLO,0.009,0.978,0.013,ESS
0.995,REBGLO,0.067,0.825,0.108,ESS
0.2023,REBGLO,0.01,0.976,0.014,ESS
0.7034,REBGLO,0.01,0.968,0.022,ESS
0.9962,REBGLO,0.037,0.861,0.102,ESS
0.7925,REBGLO,0.005,0.974,0.021,ESS
