rank_cnc,Name,Ticker,market_cap,price,volume24,pct1h,pct24h,pct7d,country,platform,pre_ico_end,pre_ico_start,rating,status,type,End,Start,Duration,pre_Duration,compound,negative,neutral,positive,no_of_posts,Longevity,custom_index,custom_index_scaled,success
1453, Chronologic,DAY,"115,443",0.125438,365,1.43,7.06,-19.71,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,ICO,2017-08-29 03:00:00,2017-08-28 03:00:00,1 days 00:00:00.000000000,0 days 00:00:00.000000000,0.48702,0.07236000000000001,0.03165,0.8960299999999999,100,809,101.479342,9.062161439184836e-05,0
1455, Elysian,ELY,"114,971",0.001174,"108,535",0.34,16.78,5.48,Belize,Ethereum,2018-06-17 00:00:00,2018-06-04 00:00:00,5.0,Closed,ICO,2018-06-25 00:00:00,2018-06-17 00:00:00,8 days 00:00:00.000000000,13 days 00:00:00.000000000,0.48246000000000006,0.059039999999999995,0.02371,0.91722,100,509,0.597566,5.336133221821982e-07,0
1458, Auctus,AUC,"114,514",0.003837,34,-0.05,-4.31,7.09,,,2017-09-28 03:00:00,2017-09-28 03:00:00,1.3,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.2124,0.0415,0.9245,0.03375,4,779,2.9890230000000004,2.669198056277885e-06,0
1470, Paymon,PMNT,"106,171",0.000174,34,-0.2,86.08,-6.05,Estonia,Ethereum,2018-03-30 18:00:00,2018-03-27 18:00:00,5.0,Closed,ICO,2018-06-13 18:00:00,2018-05-10 18:00:00,34 days 00:00:00.000000000,3 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,521,0.090654,8.093801640420887e-08,0
1472, Rentberry,BERRY,"104,776",0.000348,"1,348",-0.2,-11.73,-13.68,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2018-03-01 04:59:00,2017-12-05 00:00:00,86 days 04:59:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,625,0.2175,1.9421221752139453e-07,0
1474, Advanced Tech...,ARC,"104,745",0.003735,224,0.45,0.61,8.03,United States of America,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.4,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6997899999999999,0.10849,0.03885,0.85257,100,779,2.909565,2.5982416093077847e-06,0
1477, Coinlancer,CL,"103,448",0.001299,"5,430",-0.2,-1.54,-45.82,United Arab Emirates,Ethereum,2017-10-13 00:00:00,2017-10-04 00:00:00,4.8,Trading,ICO,2017-12-15 00:00:00,2017-10-14 00:00:00,62 days 00:00:00.000000000,9 days 00:00:00.000000000,0.260686667,0.0436,0.034133332999999995,0.9224,15,701,0.9105989999999999,8.131535757047055e-07,0
1478, BlueCoin,BLU,"101,497",0.000177,0,0.0,0.0,-4.57,United States of America,Ethereum,2018-05-15 00:00:00,2018-03-15 00:00:00,4.6,Closed,ICO,2018-10-15 00:00:00,2018-05-15 00:00:00,153 days 00:00:00.000000000,61 days 00:00:00.000000000,0.133266667,0.07933333299999999,0.06333333299999999,0.857666667,3,397,0.070269,6.273409519444405e-08,0
1480, Etheera,ETA,"100,589",0.000014,28,0.0,6.79,-34.76,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Closed,ICO,2018-06-03 10:00:00,2018-02-10 10:00:00,113 days 00:00:00.000000000,0 days 00:00:00.000000000,0.66075,0.069,0.8190000000000001,0.11199999999999999,2,531,0.0074340000000000005,6.622081987891523e-09,0
1489, MyBit,MYB,"95,994",0.000624,263,-0.18,3.03,-2.9,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-08-15 13:49:05,2017-07-17 23:40:00,28 days 14:09:05.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,823,0.513552,4.5858834123948623e-07,0
1490, Centauri,CTX,"95,841",0.002171,277,-0.2,-5.09,-6.39,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-10-29 00:00:00,2017-09-29 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.114465789,0.030710526000000002,0.037921052999999996,0.931368421,38,748,1.6239080000000001,1.4501425791001505e-06,0
1494, AVINOC,AVINOC,"94,259",0.000242,0,0.0,0.0,0.0,Hong Kong,Ethereum,2018-07-15 23:59:00,2018-06-20 00:00:00,4.8,Closed,ICO,2018-07-31 00:00:00,2018-07-15 23:59:00,15 days 00:01:00.000000000,25 days 23:59:00.000000000,0.0,0.0,0.0,0.0,0,473,0.114466,1.0220226815043993e-07,0
1499, HyperQuant,HQT,"91,411",0.000971,"192,430",-0.2,-2.61,-31.76,Estonia,Ethereum,2018-08-08 23:59:00,2018-07-30 00:00:00,5.0,Closed,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,9 days 23:59:00.000000000,0.2263,0.006,0.0,0.9940000000000001,1,779,0.756409,6.75461026706244e-07,0
1500, BLOC.MONEY,BLOC,"90,375",0.007295,69,-0.2,-2.45,0.24,China,Own Blockchain,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,ICO,2018-10-18 04:00:00,2018-10-11 04:00:00,7 days 00:00:00.000000000,0 days 00:00:00.000000000,0.678585714,0.09157142900000001,0.035714286,0.8727142859999999,7,394,2.8742300000000003,2.566687252871825e-06,0
1503, Bonpay,BON,"89,232",0.007903,"1,758",-1.28,1.1,-5.13,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Closed,ICO,2017-11-28 14:00:00,2017-10-31 14:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0091,0.0625,0.865,0.0725,2,718,5.674354,5.067213947675433e-06,0
1504, BitClave,CAT,"88,615",0.000177,0,0.0,0.0,-23.07,Canada,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-08-15 03:00:00,2017-07-15 23:00:00,30 days 04:00:00.000000000,0 days 00:00:00.000000000,0.30603529399999996,0.069784314,0.04172549,0.8884901959999999,51,823,0.145671,1.3006851104230707e-07,0
1511, EveriToken,EVT,"86,680",0.011952,"42,228",-9.83,-32.99,-46.49,Gibraltar,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Closed,ICO,2018-06-15 00:00:00,2018-05-15 00:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9758,0.059000000000000004,0.008,0.932,1,519,6.203088,5.539376423855163e-06,0
1514, BitRewards,BIT,"85,892",0.000251,"5,481",-0.13,1.72,6.95,Singapore,Ethereum,2018-03-31 00:00:00,2018-01-12 00:00:00,4.8,Closed,ICO,2018-05-31 00:00:00,2018-04-09 00:00:00,52 days 00:00:00.000000000,78 days 00:00:00.000000000,0.571607,0.09175,0.0371,0.8611,100,534,0.134034,1.1967660370269296e-07,0
1517, Adelphoi,ADL,"84,588",0.004082,192,0.09,-1.22,13.22,Czech Republic,Nxt,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,ICO,2017-05-31 12:00:00,2017-05-01 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.0915,0.019,0.9665,0.013999999999999999,2,899,3.6697179999999996,3.277062571749107e-06,0
1523, IP Exchange,IPSX,"83,180",0.000088,0,0.0,0.0,88.23,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2018-03-05 00:00:00,2018-02-28 15:00:00,4 days 09:00:00.000000000,0 days 00:00:00.000000000,0.762493,0.03286,0.86203,0.10505999999999999,100,621,0.054648,4.878445314304663e-08,0
1527, Alt.Estate token,ALT,"81,764",0.000113,78,0.58,-1.49,-17.07,Russia,Ethereum,2018-05-13 00:00:00,2018-04-30 00:00:00,4.3,Closed,ICO,2018-08-31 00:00:00,2018-06-15 00:00:00,77 days 00:00:00.000000000,13 days 00:00:00.000000000,0.5242100000000001,0.08438,0.03098,0.88466,100,442,0.04994599999999999,4.458554033812564e-08,0
1529, Bee Token,BEE,"81,594",0.000345,0,0.0,0.0,-7.91,United States of America,Ethereum,2018-01-19 00:00:00,2018-01-02 00:00:00,4.6,Trading,ICO,2018-02-19 12:00:00,2018-01-31 12:00:00,19 days 00:00:00.000000000,17 days 00:00:00.000000000,0.975333333,0.047,0.833333333,0.11966666699999999,3,635,0.219075,1.9561870150007393e-07,0
1532, Bitcoin Fast,BTCF,"80,793",0.007337,0,-1.0,-2.75,-15.5,,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.6,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.746359,0.12187,0.04071,0.83734,100,779,5.715523,5.103978099369561e-06,0
1534, GoByte,GBX,"80,585",0.022128,"8,249",0.0,-0.3,-22.81,Gibraltar,Ethereum,2018-02-09 00:00:00,2018-01-10 00:00:00,4.8,Closed,ICO,2018-03-12 00:00:00,2018-02-10 00:00:00,30 days 00:00:00.000000000,30 days 00:00:00.000000000,0.261485714,0.013142856999999999,0.9692857140000001,0.017714286,7,614,13.586591999999998,1.2132887587356925e-05,0
1536, Obsidian,ODN,"79,353",0.001125,0,0.0,0.0,0.0,United Kingdom,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,ICO,2017-08-19 12:00:00,2017-08-12 12:00:00,7 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.465025,0.07,0.86175,0.0685,4,819,0.9213749999999999,8.227766051359749e-07,0
1538, Fabric Token,FT,"78,154",0.003178,0,0.0,0.0,0.0,Estonia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,ICO,2018-04-01 10:00:00,2018-02-15 10:00:00,45 days 00:00:00.000000000,0 days 00:00:00.000000000,0.473249,0.0243,0.90195,0.07375,100,594,1.887732,1.6857389150945088e-06,0
1543, Social Activi...,SAT,"77,191",0.000608,6,-0.2,15.07,20.73,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Closed,ICO,2018-04-09 21:00:00,2018-02-12 21:00:00,56 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6028399999999999,0.043769231,0.868415385,0.0878,65,586,0.356288,3.181506927169227e-07,0
1547, Worldcore,WRC,"76,398",0.000429,519,-0.18,-7.48,155.29,Czech Republic,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,ICO,2017-12-15 12:00:00,2017-10-14 12:00:00,62 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.5719,0.023,0.97,0.006999999999999999,1,701,0.300729,2.685361889890187e-07,0
1548, Signals Network,SGN,"75,740",0.000859,0,0.0,-0.59,-40.76,Czech Republic,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,ICO,2018-04-30 14:00:00,2018-03-12 14:00:00,49 days 00:00:00.000000000,0 days 00:00:00.000000000,0.615841,0.0315,0.8784700000000001,0.08996,100,565,0.48533499999999996,4.3339039938145653e-07,0
1550, AdHive,ADH,"75,362",0.000574,138,-0.13,-6.08,0.98,Estonia,Ethereum,2018-02-06 12:00:00,2018-01-31 15:00:00,4.3,Trading,ICO,2018-03-07 00:00:00,2018-02-07 00:00:00,28 days 00:00:00.000000000,5 days 21:00:00.000000000,0.555266667,0.01,0.969666667,0.020333333000000002,3,619,0.35530599999999996,3.1727376111878734e-07,0
1554, Daneel,DAN,"73,628",0.003637,223,-0.24,-2.17,40.62,Estonia,Ethereum,2017-12-08 00:00:00,2017-12-04 12:00:00,5.0,Trading,ICO,2018-02-26 00:00:00,2018-01-29 12:00:00,27 days 12:00:00.000000000,3 days 12:00:00.000000000,0.46190126600000003,0.039620253,0.8727088609999999,0.08767088599999999,79,628,2.284036,2.0396406463240716e-06,0
1561, Leadcoin,LDC,"71,247",0.000091,0,0.0,0.0,-8.84,,,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2018-03-01 02:40:00,2018-03-01 01:00:00,0 days 01:40:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,625,0.056875,5.0773176838614264e-08,0
1570, Patron,PAT,"68,343",0.000173,119,-0.21,-2.03,21.92,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,ICO,2018-04-25 15:00:00,2018-02-28 12:00:00,56 days 03:00:00.000000000,0 days 00:00:00.000000000,0.299624,0.06468,0.84916,0.08628,25,570,0.09861,8.804276975936654e-08,0
1573, MicroMoney,AMM,"67,359",0.004269,"10,091",12.4,2.72,-1.16,Cambodia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-11-16 15:00:00,2017-10-14 15:00:00,33 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.7096,0.021,0.9740000000000001,0.005,1,730,3.1163700000000003,2.782919653251146e-06,0
1574, InvestFeed,IFT,"67,280",0.000352,0,0.0,0.0,26.76,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-08-07 09:00:00,2017-07-23 09:00:00,15 days 00:00:00.000000000,0 days 00:00:00.000000000,0.22107631600000002,0.074105263,0.043210526,0.882736842,38,831,0.292512,2.6119836114596555e-07,0
1579, ClearCoin,XCLR,"65,687",0.000124,0,0.0,-0.95,36.97,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,ICO,2018-03-31 00:00:00,2017-11-18 00:00:00,133 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.147854545,0.076545455,0.843818182,0.079545455,11,595,0.07378,6.586943820977317e-08,0
1580, CDX Network,CDX,"65,013",0.001998,239,-0.2,-1.16,-9.96,Gibraltar,Ethereum,2018-03-17 10:00:00,2018-03-16 10:00:00,4.4,Closed,ICO,2018-04-14 10:00:00,2018-03-17 10:00:00,28 days 00:00:00.000000000,1 days 00:00:00.000000000,0.682602,0.09464,0.03562,0.86977,100,581,1.160838,1.036618429254391e-06,0
1582, Fire Lotto,FLOT,"64,671",0.002353,259,0.08,-3.24,26.83,Cyprus,Ethereum,2018-02-15 00:00:00,2018-01-15 00:00:00,4.8,Closed,ICO,2018-04-15 00:00:00,2018-03-15 12:00:00,30 days 12:00:00.000000000,31 days 00:00:00.000000000,0.7338,0.1733,0.0391,0.7875,10,580,1.36474,1.2187040776484784e-06,0
1583, Save Environm...,SET,"64,424",0.067011,0,0.0,148.61,402.11,United States of America,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,2.6,Closed,ICO,2018-05-31 00:00:00,2017-11-01 00:00:00,211 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6562359999999999,0.045110000000000004,0.84915,0.10569,100,534,35.783874,3.1955186954486236e-05,0
1585, FundRequest,FND,"63,795",0.001335,0,0.0,0.0,0.0,Belgium,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-12-01 12:00:00,2017-11-20 12:00:00,11 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9972,0.171,0.05,0.779,1,715,0.9545250000000001,8.523797441157986e-07,0
1586, Exosis,EXO,"63,311",0.215862,"24,702",-0.12,-3.77,-23.66,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,ICO,2018-10-10 10:00:00,2018-09-10 10:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.4939,0.008,0.016,0.975,1,402,86.776524,7.749191410077589e-05,0
1587, Emphy,EPY,"62,742",0.007927,380,-0.13,35.41,-18.69,Estonia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Trading,ICO,2017-11-05 12:00:00,2017-10-07 12:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000,0.3612,0.015,0.006999999999999999,0.978,1,741,5.873907,5.245415914276963e-06,0
1588, Hurify,HUR,"62,728",0.000260,0,0.0,92.03,21.05,Canada,Ethereum,2017-12-25 00:00:00,2017-12-15 00:00:00,3.9,Closed,ICO,2018-02-28 00:00:00,2018-02-01 00:00:00,27 days 00:00:00.000000000,10 days 00:00:00.000000000,0.309,0.02,0.917,0.0635,2,626,0.16276,1.4532908546240376e-07,0
1600, BitNautic Token,BTNT,"59,205",0.003648,3,-0.2,-1.29,-9.99,Switzerland,Ethereum,2018-05-31 00:00:00,2018-05-01 00:00:00,5.0,Closed,ICO,2018-09-15 00:00:00,2018-07-11 00:00:00,66 days 00:00:00.000000000,30 days 00:00:00.000000000,0.5183439999999999,0.08056,0.030080000000000003,0.88939,100,427,1.5576960000000002,1.3910148856421691e-06,0
1602, Spectiv,SIG,"58,150",0.000196,"9,802",-0.19,-27.88,-44.48,United States of America,Ethereum,2017-12-21 00:00:00,2017-12-08 00:00:00,4.8,Trading,ICO,2017-12-28 00:00:00,2017-12-21 00:00:00,7 days 00:00:00.000000000,13 days 00:00:00.000000000,0.7107189190000001,0.036189189,0.8651621620000001,0.09851351400000001,37,688,0.134848,1.2040351034310252e-07,0
1607, International...,INCX,"57,210",0.000133,"40,928",-1.07,-2.04,-3.88,Singapore,Ethereum,2018-05-21 00:00:00,2018-05-14 01:00:00,3.7,Closed,ICO,2018-07-11 00:00:00,2018-06-11 00:00:00,30 days 00:00:00.000000000,6 days 23:00:00.000000000,0.63237,0.10515999999999999,0.04333,0.8514799999999999,100,493,0.065569,5.853696840092456e-08,0
1609, Datarius Credit,DTRC,"56,771",0.000444,66,-0.32,-0.57,-9.16,Costa Rica,Ethereum,2017-12-31 12:12:00,2017-12-12 12:12:00,5.0,Trading,ICO,2018-04-05 00:00:00,2018-03-05 00:00:00,31 days 00:00:00.000000000,19 days 00:00:00.000000000,0.782884,0.11692999999999999,0.03714,0.84591,100,590,0.26196,2.3391525097668743e-07,0
1619, Asura Coin,ASA,"53,670",0.000243,40,-0.45,143.88,144.5,New Zealand,NEO,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2018-07-31 00:00:00,2018-06-02 00:00:00,59 days 00:00:00.000000000,0 days 00:00:00.000000000,0.537909,0.09639,0.04199,0.86159,100,473,0.114939,1.0262465984689413e-07,0
1622, BEAT,BEAT,"52,706",0.000425,0,0.0,0.0,0.0,Germany,Ethereum,2018-02-20 00:00:00,2018-01-23 00:00:00,4.8,Closed,ICO,2018-07-15 00:00:00,2018-02-20 00:00:00,145 days 00:00:00.000000000,28 days 00:00:00.000000000,0.61388,0.05682,0.8328899999999999,0.11027,100,489,0.20782499999999998,1.8557238736664964e-07,0
1623, Bitcoin Zero,BZX,"52,559",0.002309,"1,961",-0.52,18.16,-15.42,United States of America,Ethereum,2018-08-14 00:00:00,2018-05-01 00:00:00,4.3,Closed,ICO,2018-09-07 00:00:00,2018-08-31 00:00:00,7 days 00:00:00.000000000,105 days 00:00:00.000000000,0.5236569999999999,0.10984000000000001,0.053520000000000005,0.83668,100,435,1.004415,8.969317985261575e-07,0
1627, CYCLEAN,CCL,"51,597",0.000076,0,0.0,0.0,-11.81,Singapore,Ethereum,2018-06-18 00:00:00,2018-06-01 00:00:00,4.6,Closed,ICO,2018-08-21 00:00:00,2018-06-27 00:00:00,55 days 00:00:00.000000000,17 days 00:00:00.000000000,-0.3336,0.051666667,0.068333333,0.88,3,452,0.034352,3.066000944064844e-08,0
1630, Decimated,DIO,"51,118",0.000930,207,-0.17,-17.71,-51.8,Malta,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Ongoing,ICO,2017-09-28 03:00:00,2018-02-01 00:00:00,-126 days +03:00:00.000000000,0 days 00:00:00.000000000,-0.242433333,0.021444444,0.037777778,0.941,9,779,0.7244700000000001,6.469393176300272e-07,0
1634, Helpico,HELP,"50,883",2.15,"36,045",-0.2,21.99,-33.25,Romania,Ethereum,2018-02-23 00:00:00,2018-01-26 00:00:00,5.0,Closed,ICO,2018-04-24 20:00:00,2018-02-24 20:00:00,59 days 00:00:00.000000000,28 days 00:00:00.000000000,0.702627,0.10586,0.04059,0.8535299999999999,100,571,1227.6499999999999,0.0010962984320019053,0
1636, ATBCoin,ATB,"50,617",0.001204,"50,969",-3.95,-6.46,-11.27,United States of America,Blockchain,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,ICO,2017-09-15 13:00:00,2017-06-12 03:00:00,95 days 10:00:00.000000000,0 days 00:00:00.000000000,0.383569,0.031330000000000004,0.89444,0.07422999999999999,100,792,0.9535679999999999,8.515251376601818e-07,0
1661, BitRent,RNTB,"44,186",0.000052,1,-0.17,11.83,12.01,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2018-03-31 00:00:00,2017-12-01 00:00:00,120 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,595,0.030939999999999995,2.761307398969344e-08,0
1663, BitCoen,BEN,"44,136",0.006305,193,-0.19,2.36,28.16,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Closed,ICO,2018-02-15 14:59:00,2017-12-20 14:59:00,57 days 00:00:00.000000000,0 days 00:00:00.000000000,0.686586538,0.088980769,0.034134615,0.876961538,52,639,4.0288949999999994,3.5978096803269688e-06,0
1683, ConnectJob,CJT,"39,854",0.000353,0,0.0,0.0,-4.48,Gibraltar,Ethereum,2018-02-11 12:00:00,2017-12-01 12:00:00,4.3,Closed,ICO,2018-04-30 00:00:00,2018-02-12 00:00:00,77 days 00:00:00.000000000,72 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,565,0.199445,1.7808899959437448e-07,0
1689, Blocklancer,LNC,"39,095",0.000325,262,-0.2,51.44,48.96,Austria,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,ICO,2018-03-01 11:32:00,2018-01-16 12:00:00,43 days 23:32:00.000000000,0 days 00:00:00.000000000,0.555266667,0.01,0.969666667,0.020333333000000002,3,625,0.20312499999999997,1.8137526057313014e-07,0
1695, Knekted,KNT,"37,697",0.000038,11,-0.82,1.15,-4.67,Hong Kong,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,ICO,2018-06-01 00:00:00,2018-04-23 00:00:00,39 days 00:00:00.000000000,0 days 00:00:00.000000000,0.620953,0.03162,0.87697,0.09134,100,533,0.020254,1.8070415071491482e-08,0
1699, SHPING,SHPING,"36,786",0.000045,25,-0.13,-35.09,-35.96,Australia,Ethereum,2018-01-31 00:00:00,2018-01-22 00:00:00,5.0,Closed,ICO,2018-03-23 00:00:00,2018-02-22 00:00:00,29 days 00:00:00.000000000,9 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,603,0.027135,2.4215187298344157e-08,0
1703, CrowdWiz,WIZ,"35,631",0.010281,565,-0.19,4.21,-2.91,Bulgaria,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2017-12-20 12:00:00,2017-11-20 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9999,0.027999999999999997,0.789,0.183,1,696,7.155576,6.389953637750011e-06,0
1714, Peerguess,GUESS,"31,746",0.000524,0,0.0,-0.65,89.09,Turkey,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.485109,0.09946,0.05915,0.84144,100,779,0.40819600000000006,3.645048326313929e-07,0
1722, Ether Kingdom...,IMP,"30,733",0.004594,"10,195",1.63,1.61,6.76,Russia,Ethereum,2018-12-16 05:00:00,2018-10-01 05:00:00,5.0,Closed,ICO,2019-02-10 05:00:00,2019-01-14 05:00:00,27 days 00:00:00.000000000,76 days 00:00:00.000000000,0.5562357139999999,0.112214286,0.041714286,0.8460714290000001,70,279,1.281726,1.1445721024065153e-06,0
1723, ARAW,ARAW,"30,157",0.000009,58,-0.87,-19.99,-18.16,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,ICO,2019-02-15 23:59:00,2018-09-10 00:00:00,158 days 23:59:00.000000000,0 days 00:00:00.000000000,-0.20565555600000002,0.094,0.091555556,0.814555556,9,274,0.0024660000000000003,2.185629666571352e-09,0
1731, Absolute,ABS,"28,722",0.002223,"2,095",6.24,6.5,-25.82,Taiwan,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Closed,ICO,2017-08-04 23:59:59,2017-07-14 00:00:00,21 days 23:59:59.000000000,0 days 00:00:00.000000000,0.642155,0.07952999999999999,0.04264,0.87777,100,834,1.8539820000000002,1.655599972694236e-06,0
1737, Datacoin,DTC,"27,577",0.000694,15,-0.25,12.74,-62.82,Belize,Ethereum,2017-12-29 00:00:00,2017-11-29 00:00:00,5.0,Closed,ICO,2018-05-30 00:00:00,2018-03-30 00:00:00,61 days 00:00:00.000000000,30 days 00:00:00.000000000,0.41295,0.013000000000000001,0.937125,0.05,8,535,0.37128999999999995,3.3154756423955657e-07,0
1738, Intelligent T...,ITT,"27,563",0.002808,80,-0.13,-48.31,-56.54,Czech Republic,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-09-10 08:00:00,2017-08-18 12:00:00,22 days 20:00:00.000000000,0 days 00:00:00.000000000,0.31197600000000003,0.05567999999999999,0.026810000000000004,0.9175399999999999,100,797,2.237976,1.998508803747581e-06,0
1740, bitJob,STU,"27,426",0.000312,109,-1.04,-5.04,66.13,Israel,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-10-12 15:00:00,2017-09-12 21:00:00,29 days 18:00:00.000000000,0 days 00:00:00.000000000,0.53855,0.017,0.9229999999999999,0.06,2,765,0.23868,2.131260782632547e-07,0
1748, Creditbit,CRB,"26,422",0.001563,187,-0.23,-1.29,-27.25,Hong Kong,Stellar,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Upcoming,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.1027,0.0,0.004,0.996,1,779,1.2175770000000001,1.087286679709179e-06,0
1752, Fox Trading,FOXT,"26,113",0.002868,"64,003",3.09,4.41,-11.06,Spain,Ethereum,2018-05-23 15:00:00,2018-05-16 15:00:00,4.8,Closed,ICO,2018-06-08 15:00:00,2018-05-23 15:00:00,16 days 00:00:00.000000000,7 days 00:00:00.000000000,0.46398900000000004,0.028089999999999997,0.8980299999999999,0.07382999999999999,100,526,1.508568,1.3471433015757806e-06,0
1753, Advanced Inte...,AIB,"25,741",0.000784,0,0.0,0.0,-65.2,Switzerland,Ethereum,2019-05-15 00:00:00,2019-04-01 00:00:00,3.5,Closed,ICO,2019-09-01 00:00:00,2019-06-01 00:00:00,92 days 00:00:00.000000000,44 days 00:00:00.000000000,0.9509,0.059000000000000004,0.049,0.892,1,76,0.059584,5.319232928194284e-08,0
1760, BitGuild PLAT,PLAT,"25,088",0.000421,"15,161",5.02,-6.68,-3.48,Cayman Islands,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,ICO,2018-04-06 06:59:59,2018-03-16 00:33:33,21 days 06:26:26.000000000,0 days 00:00:00.000000000,0.321057143,0.011142856999999999,0.952857143,0.036000000000000004,7,589,0.247969,2.2142120821751054e-07,0
