rank_cnc,Name,Ticker,market_cap,price,volume24,pct1h,pct24h,pct7d,country,platform,pre_ico_end,pre_ico_start,rating,status,type,End,Start,Duration,pre_Duration,compound,negative,neutral,positive,no_of_posts,Longevity,custom_index,custom_index_scaled,success
425, BABB,BAX,"5,726,211",0.000174,"286,494",-0.55,82.87,66.36,United Kingdom,Ethereum,2018-02-15 00:00:00,2018-01-15 00:00:00,4.6,Trading,ICO,2018-03-06 00:00:00,2018-02-06 00:00:00,28 days 00:00:00.000000000,31 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,620,0.10788,9.632093260530816e-08,0
427, ChainX,PCX,"5,694,430",2.30,"615,603",-0.47,-6.86,-10.15,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2018-07-31 10:59:00,2018-04-30 23:00:00,91 days 11:59:00.000000000,0 days 00:00:00.000000000,0.7862,0.0,0.997,0.003,1,473,1087.8999999999999,0.0009715008853222568,0
429, DMarket,DMT,"5,669,178",0.099596,"1,786,635",-0.98,9.81,4.16,Mexico,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Closed,ICO,2018-05-12 00:00:00,2018-03-17 00:00:00,56 days 00:00:00.000000000,0 days 00:00:00.000000000,0.45367142899999996,0.062142857,0.8757142859999999,0.062,7,553,55.076588,4.918369053940294e-05,0
430, Metronome,MET,"5,569,146",0.574195,"439,045",-3.12,-5.45,-4.53,Russia,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Closed,ICO,2018-04-25 12:00:00,2017-07-25 12:00:00,274 days 00:00:00.000000000,0 days 00:00:00.000000000,0.571553,0.042789999999999995,0.83662,0.12052,100,570,327.29115,0.0002922728462322479,0
433, Monetha,MTH,"5,529,077",0.013740,"143,996",0.07,-1.03,-4.73,Lithuania,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-08-31 15:18:00,2017-08-31 15:00:00,0 days 00:18:00.000000000,0 days 00:00:00.000000000,0.0772,0.015,0.97,0.016,1,807,11.08818,9.901791428537649e-06,0
434, Digix Gold Token,DGX,"5,504,180",46.45,"28,102",-0.14,-0.75,-2.11,Canada,Ethereum,2018-04-30 22:59:59,2018-03-21 00:00:00,3.7,Closed,ICO,2018-05-31 22:59:59,2018-05-01 00:00:00,30 days 22:59:59.000000000,40 days 22:59:59.000000000,0.659622388,0.100776119,0.043880597,0.8552388059999999,67,534,24804.300000000003,0.022150381286561733,1
435, Dock,DOCK,"5,480,505",0.009909,"1,325,798",-0.97,-1.89,-6.92,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2018-02-21 00:00:00,2018-02-08 00:00:00,13 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9914666670000001,0.11333333300000001,0.042,0.844666667,3,633,6.272397,5.601269755968363e-06,0
437, Odyssey,OCN,"5,406,679",0.000809,"376,062",-0.31,0.79,-2.6,Malta,Stellar,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2019-03-24 00:00:00,2019-02-16 12:00:00,35 days 12:00:00.000000000,0 days 00:00:00.000000000,0.578818,0.03027,0.8849600000000001,0.0848,100,237,0.19173300000000001,1.7120213963019953e-07,0
440, Flash,FLASH,"5,382,910",0.005981,45,-0.21,89.44,56.25,Liechtenstein,,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2016-12-23 00:00:00,2016-11-27 00:00:00,26 days 00:00:00.000000000,0 days 00:00:00.000000000,0.16627162199999998,0.075459459,0.049689189,0.874878378,74,1058,6.327898,5.650832465365624e-06,0
444, SONM,SNM,"5,289,508",0.014709,"441,483",-7.66,-0.26,11.94,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-07-25 12:00:00,2017-06-25 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.190466667,0.092444444,0.811777778,0.09577777800000001,9,844,12.414395999999998,1.1086109876961954e-05,0
446, DAO.Casino,BET,"5,285,590",0.031599,"19,212",0.68,-6.79,-11.04,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Trading,ICO,2017-07-26 16:00:00,2017-06-29 16:00:00,27 days 00:00:00.000000000,0 days 00:00:00.000000000,0.670543,0.11032,0.0448,0.84483,100,843,26.637957,2.378783093491064e-05,0
447, DeepBrain Chain,DBC,"5,270,656",0.001647,"141,224",-1.08,-5.29,-5.34,Denmark,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Closed,ICO,2018-10-24 00:00:00,2017-10-24 00:00:00,365 days 00:00:00.000000000,0 days 00:00:00.000000000,0.343957,0.03457,0.01329,0.95214,100,388,0.639036,5.70646268592252e-07,0
452, Genesis Vision,GVT,"5,185,473",1.17,"623,106",-0.16,1.54,4.73,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-11-15 12:00:00,2017-10-15 12:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000,0.881761,0.02632,0.84867,0.12507000000000001,100,731,855.27,0.0007637609691570575,0
454, doc.com Token,MTC,"5,132,595",0.007106,"25,712",-1.13,-5.64,-15.21,Mexico,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,ICO,2018-02-28 00:00:00,2018-01-29 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5352571429999999,0.062571429,0.823321429,0.11425,28,626,4.448356,3.972390744568773e-06,0
458, SwissBorg,CHSB,"5,067,946",0.008801,"31,154",-0.38,-0.26,-6.95,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Trading,ICO,2018-01-10 00:00:00,2017-12-07 00:00:00,34 days 00:00:00.000000000,0 days 00:00:00.000000000,0.14555,0.0105,0.9775,0.012,2,675,5.940675000000001,5.305040118904562e-06,0
460, ContentBox,BOX,"4,937,648",0.005329,"136,983",2.15,-9.24,-7.87,Japan,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Closed,ICO,2018-05-15 06:00:00,2018-03-20 06:00:00,56 days 00:00:00.000000000,0 days 00:00:00.000000000,0.504947,0.08211,0.031089999999999996,0.88684,100,550,2.93095,2.6173385362182985e-06,0
480, WePower,WPR,"4,452,659",0.007321,"1,785,926",0.42,-2.71,-5.54,Gibraltar,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,ICO,2018-02-02 00:00:00,2018-02-01 00:00:00,1 days 00:00:00.000000000,0 days 00:00:00.000000000,0.2263,0.0,0.9940000000000001,0.006,1,652,4.773292,4.262560444947293e-06,0
483, Jibrel Network,JNT,"4,440,744",0.026110,"7,272",18.1,9.8,2.14,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-12-27 00:00:00,2017-11-27 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.615841,0.0315,0.8784700000000001,0.08996,100,689,17.98979,1.6064968502882758e-05,0
485, Travala.com,AVA,"4,415,366",0.099662,"2,587,477",-0.14,-3.61,-14.65,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,ICO,2017-09-15 03:00:00,2017-08-25 03:00:00,21 days 00:00:00.000000000,0 days 00:00:00.000000000,0.768,0.10300000000000001,0.07400000000000001,0.823,1,792,78.93230399999999,7.048698092284793e-05,0
487, GET Protocol,GET,"4,413,198",0.387522,"4,956",-0.32,4.26,5.89,Netherlands,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-12-13 12:00:00,2017-11-15 12:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.501901,0.08831,0.041089999999999995,0.8705799999999999,100,703,272.42796599999997,0.00024327971015901604,0
488, Sense,SENSE,"4,413,188",0.008673,0,0.0,0.0,0.0,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-11-30 22:00:00,2017-11-07 13:00:00,23 days 09:00:00.000000000,0 days 00:00:00.000000000,0.548934,0.05754,0.8377100000000001,0.10474000000000001,100,716,6.209868,5.54543100250624e-06,0
492, IPChain,IPC,"4,367,795",0.055245,"267,879",-1.79,-3.13,-20.36,Germany,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,ICO,2018-04-02 13:00:00,2018-03-03 13:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.061844,0.0334,0.9323600000000001,0.03428,25,593,32.760285,2.9255104740764798e-05,0
493, Cashaa,CAS,"4,327,995",0.005718,331,-0.38,-5.39,-13.26,,Ethereum,2017-10-30 00:00:00,2017-10-20 00:00:00,3.7,Trading,ICO,2017-10-30 00:00:00,2017-10-20 00:00:00,10 days 00:00:00.000000000,10 days 00:00:00.000000000,0.856938462,0.094230769,0.025615385,0.880128205,39,747,4.271346,3.814319805479223e-06,0
497, Emercoin,EMC,"4,277,910",0.095700,"7,678",-0.7,-2.93,22.14,,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.0,Closed,ICO,2017-12-24 00:00:00,2017-11-13 00:00:00,41 days 00:00:00.000000000,0 days 00:00:00.000000000,0.45168333299999996,0.06333333299999999,0.032666667,0.903833333,6,692,66.2244,5.913875020627912e-05,0
503, Krios,KRI,"4,142,855",0.023260,"84,562",-0.78,16.82,43.17,Australia,Ethereum,2017-11-30 12:00:00,2017-11-17 12:00:00,4.3,Closed,ICO,2018-05-15 12:00:00,2018-01-08 12:00:00,127 days 00:00:00.000000000,13 days 00:00:00.000000000,0.0878,0.016,0.968,0.016,2,550,12.793,1.1424205407288264e-05,0
510, BOLT,BOLT,"4,022,053",0.009748,"1,469,679",1.94,7.6,8.65,United Kingdom,NEO,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Closed,ICO,2018-09-15 00:00:00,2018-09-11 00:00:00,4 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4349875,0.115375,0.0579375,0.82675,16,427,4.162396,3.7170268343826385e-06,0
512, SIRIN LABS Token,SRN,"4,003,976",0.008141,"65,358",-0.07,-3.39,-5.59,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Trading,ICO,2017-12-25 12:00:00,2017-12-12 12:00:00,13 days 00:00:00.000000000,0 days 00:00:00.000000000,0.7803125,0.0319375,0.8685,0.0996875,16,691,5.625431000000001,5.023525429777698e-06,0
516, Lympo,LYM,"3,929,878",0.004754,"26,704",-0.46,0.58,-6.98,Estonia,Ethereum,2018-01-30 00:00:00,2018-01-23 12:00:00,5.0,Trading,ICO,2018-02-28 13:00:00,2018-02-17 11:00:00,11 days 02:00:00.000000000,6 days 12:00:00.000000000,0.34,0.0,0.9890000000000001,0.011000000000000001,1,626,2.9760040000000005,2.6575720150598365e-06,0
517, Agrello,DLT,"3,926,091",0.045663,"146,007",-1.35,1.7,5.36,Estonia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-08-17 14:59:59,2017-07-16 16:00:00,31 days 22:59:59.000000000,0 days 00:00:00.000000000,0.598152174,0.054782609,0.83826087,0.107,46,821,37.489323000000006,3.3478162633822635e-05,0
518, DATA,DTA,"3,908,359",0.000400,"892,525",-0.09,5.66,0.81,Sweden,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,ICO,2018-04-26 12:00:00,2018-03-15 12:00:00,42 days 00:00:00.000000000,0 days 00:00:00.000000000,0.655192,0.09294,0.03731,0.86979,100,569,0.22760000000000002,2.0323157509895772e-07,0
522, Edge,DADI,"3,851,044",0.054196,"7,801",0.01,0.51,0.61,United Kingdom,Ethereum,2018-01-28 00:00:00,2018-01-22 00:00:00,5.0,Trading,ICO,2018-03-01 00:00:00,2018-01-29 00:00:00,31 days 00:00:00.000000000,6 days 00:00:00.000000000,0.09505,0.01,0.976,0.013999999999999999,2,625,33.8725,3.0248319076223155e-05,0
523, BitMart Token,BMX,"3,848,613",0.023153,"335,910",0.02,-2.82,4.89,Cayman Islands,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Closed,ICO,2018-01-15 03:00:00,2017-12-28 03:00:00,18 days 00:00:00.000000000,0 days 00:00:00.000000000,0.504947,0.08211,0.031089999999999996,0.88684,100,670,15.51251,1.3852743340531707e-05,0
527, district0x,DNT,"3,764,929",0.006275,"124,990",-0.55,-2.08,-5.27,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Trading,ICO,2017-08-01 19:00:00,2017-07-18 18:00:00,14 days 01:00:00.000000000,0 days 00:00:00.000000000,0.99845,0.023,0.8235,0.1535,2,837,5.252175,4.690205693938994e-06,0
529, Aeon,AEON,"3,741,123",0.236309,787,-0.21,-1.93,-4.55,,,2017-09-28 03:00:00,2017-09-28 03:00:00,0.7,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.198425,0.01425,0.01625,0.96925,8,779,184.084711,0.00016438867982130877,0
530, Neumark,NEU,"3,721,069",0.094844,254,-0.09,4.97,1.79,,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.2,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,779,73.883476,6.597834873674763e-05,0
534, Infinitus Token,INF,"3,671,063",0.280326,61,-0.08,0.05,2.6,Singapore,Ethereum,2018-07-16 00:00:00,2018-02-01 00:00:00,4.3,Closed,ICO,2018-08-15 00:00:00,2018-07-30 00:00:00,16 days 00:00:00.000000000,165 days 00:00:00.000000000,0.525727,0.08254,0.03355,0.8839600000000001,100,458,128.38930800000003,0.0001146523674368055,0
540, Aeron,ARN,"3,610,459",0.180631,"775,852",-0.72,-1.93,-4.94,Belize,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-10-31 06:00:00,2017-09-19 03:00:00,42 days 03:00:00.000000000,0 days 00:00:00.000000000,0.39973333299999997,0.008666667,0.917666667,0.073666667,3,746,134.75072600000001,0.00012033314997565169,0
541, AirSwap,AST,"3,579,012",0.023860,"2,770,251",-0.54,-3.42,-2.62,United Arab Emirates,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,ICO,2017-10-26 12:00:00,2017-09-26 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.620953,0.03162,0.87697,0.09134,100,751,17.91886,1.6001627608528646e-05,0
545, AppCoins,APPC,"3,553,690",0.035518,"47,483",-0.59,-2.33,-5.93,Singapore,Ethereum,2017-11-20 00:00:00,2017-11-06 00:00:00,5.0,Trading,ICO,2018-01-15 00:00:00,2017-12-13 00:00:00,33 days 00:00:00.000000000,14 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,670,23.797060000000002,2.12508937186704e-05,0
546, DAOstack,GEN,"3,518,178",0.085196,"1,607",-1.42,2.13,9.08,Israel,Ethereum,2018-05-03 04:00:00,2018-05-01 04:00:00,4.8,Trading,ICO,2018-05-08 17:00:00,2018-05-08 04:00:00,0 days 13:00:00.000000000,2 days 00:00:00.000000000,0.413036585,0.11826829300000001,0.039780487999999996,0.84202439,41,557,47.45417199999999,4.237682959792387e-05,0
551, Blockmason Cr...,BCPT,"3,429,902",0.029528,"186,130",-0.61,-1.63,-4.03,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.3560875,0.079125,0.046875,0.874125,8,779,23.002312,2.054117922401167e-05,0
552, Refereum,RFR,"3,427,743",0.000790,"65,491",-0.84,-0.39,-6.47,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-12-13 00:00:00,2017-11-13 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,703,0.55537,4.959320536334007e-07,0
553, BLOCKv,VEE,"3,414,626",0.001283,330,-0.18,-1.42,-7.7,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-10-25 07:00:00,2017-10-19 18:00:00,5 days 13:00:00.000000000,0 days 00:00:00.000000000,0.66376,0.0384,0.8982,0.0634,5,752,0.9648160000000001,8.615696657822049e-07,0
557, AIDUS TOKEN,AID,"3,387,660",0.003754,"1,837",1.78,-2.62,4.22,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2018-02-01 00:00:00,2018-01-16 00:00:00,16 days 00:00:00.000000000,0 days 00:00:00.000000000,0.261839583,0.070229167,0.834625,0.0950625,48,653,2.451362,2.18906371820757e-06,0
558, Etherparty,FUEL,"3,386,968",0.003387,"188,534",-0.2,0.78,-3.45,Canada,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-10-29 03:00:00,2017-10-01 03:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.25910900000000003,0.08607000000000001,0.06327,0.8505299999999999,100,748,2.533476,2.262391988318859e-06,0
559, AMO Coin,AMO,"3,384,079",0.000256,"463,628",0.71,-4.89,-13.6,Romania,Ethereum,2018-02-28 23:59:59,2018-02-07 00:00:00,3.9,Closed,ICO,2018-03-22 23:59:59,2018-03-01 00:00:00,21 days 23:59:59.000000000,21 days 23:59:59.000000000,0.541983,0.09712,0.04135,0.8615,100,604,0.15462399999999998,1.380635910811113e-07,0
568, Ecobit,ECOB,"3,222,959",0.007252,0,0.0,-0.69,29.81,Malaysia,NEM,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2017-06-15 15:00:00,2017-04-09 15:00:00,67 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,884,6.410767999999999,5.724835847786678e-06,0
569, Credit Tag Chain,CTC,"3,222,435",0.053935,0,0.0,0.0,0.0,,,2017-09-28 03:00:00,2017-09-28 03:00:00,1.5,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.667177778,0.091333333,0.040888889,0.867888889,18,779,42.015365,3.751994394165125e-05,0
574, Endor Protocol,EDR,"3,168,226",0.003816,"1,397,958",0.24,-1.04,-1.67,Israel,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.723549,0.09997,0.028310000000000002,0.87174,100,779,2.972664,2.6545893760193348e-06,0
575, Game.com,GTC,"3,133,440",0.004115,"903,048",-0.59,-2.2,-3.97,China,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,ICO,2017-11-30 12:00:00,2017-10-10 12:00:00,51 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6977,0.10113,0.03742,0.8614,100,716,2.9463399999999997,2.6310818939528222e-06,0
576, BOScoin,BOS,"3,119,399",0.004500,"980,135",-0.28,-0.68,-12.76,South Korea,,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-05-10 20:00:00,2017-05-10 01:00:00,0 days 19:00:00.000000000,0 days 00:00:00.000000000,0.712566667,0.034166667000000005,0.844666667,0.121,6,920,4.14,3.6970270787086673e-06,0
579, INLOCK,ILK,"3,115,806",0.002868,"35,620",-0.08,-5.27,-1.14,Estonia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,ICO,2018-12-12 23:59:00,2018-09-15 00:00:00,88 days 23:59:00.000000000,0 days 00:00:00.000000000,0.706183333,0.093333333,0.038666667,0.867833333,6,339,0.972252,8.68210056172973e-07,0
580, Genaro Network,GNX,"3,084,517",0.012054,"354,922",0.06,-1.12,2.31,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-12-08 18:16:05,2017-11-17 00:00:00,21 days 18:16:05.000000000,0 days 00:00:00.000000000,0.626581,0.09287999999999999,0.037469999999999996,0.8696799999999999,100,708,8.534232000000001,7.621101305121586e-06,0
586, Etheroll,DICE,"3,001,811",0.428731,0,-0.21,-1.4,-5.3,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.0,Trading,ICO,2017-02-27 12:00:00,2017-02-13 12:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000,0.815923333,0.132566667,0.027533332999999997,0.839966667,30,992,425.301152,0.00037979633674865176,0
589, Bottos,BTO,"2,989,540",0.005475,"351,039",-0.44,-4.99,-7.15,,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.3934,0.006,0.0175,0.9765,2,779,4.2650250000000005,3.80867511644479e-06,0
591, Lykke,LKK,"2,953,964",0.009324,0,0.0,-0.59,3.94,,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.001566667,0.015333333000000001,0.970833333,0.013833333,6,779,7.263396000000001,6.486237512404751e-06,0
601, ShipChain,SHIP,"2,761,667",0.010575,234,-0.13,20.8,43.29,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.394429851,0.044343284000000004,0.851955224,0.103701493,67,779,8.237925,7.356497464949803e-06,0
603, Global Crypto...,GCC,"2,752,050",0.002171,5,-0.21,-5.07,2.12,Isle of Man,EOS,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Closed,ICO,2018-10-31 23:59:00,2018-10-18 00:00:00,13 days 23:59:00.000000000,0 days 00:00:00.000000000,0.435584211,0.069210526,0.032684211,0.898157895,19,381,0.8271510000000001,7.386340359886176e-07,0
608, Swarm,SWM,"2,712,388",0.034485,587,-3.62,7.28,-4.4,Liechtenstein,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,ICO,2017-10-27 12:00:00,2017-10-21 12:00:00,6 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5757,0.045860000000000005,0.84835,0.10575999999999999,100,750,25.863750000000003,2.3096459670350995e-05,0
615, Caspian,CSP,"2,655,421",0.005933,"107,409",-1.69,-3.16,9.89,Hong Kong,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Closed,ICO,2018-10-19 00:00:00,2018-10-17 00:00:00,2 days 00:00:00.000000000,0 days 00:00:00.000000000,0.72621875,0.1265625,0.025,0.8484375,16,393,2.3316689999999998,2.0821771868678405e-06,0
617, Change,CAG,"2,637,187",0.083261,966,-0.2,-1.0,-6.74,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-10-16 03:00:00,2017-09-16 15:00:00,29 days 12:00:00.000000000,0 days 00:00:00.000000000,0.7061109999999999,0.08549,0.03277,0.88175,100,761,63.361621,5.6582272239295094e-05,0
619, Chromia,CHR,"2,624,029",0.022652,"12,371,421",0.71,0.79,-4.35,Slovenia,Ethereum,2018-05-24 20:00:00,2018-05-15 20:00:00,5.0,Closed,ICO,2018-06-30 12:00:00,2018-06-15 12:00:00,15 days 00:00:00.000000000,9 days 00:00:00.000000000,0.5831,0.052000000000000005,0.010833333,0.937333333,6,504,11.416608,1.0195079504823186e-05,0
623, BitNewChain,BTN,"2,599,918",0.014468,4,-0.1,0.31,0.16,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.2,Closed,ICO,2017-09-30 12:00:00,2017-08-01 00:00:00,60 days 12:00:00.000000000,0 days 00:00:00.000000000,0.206135714,0.023857142999999997,0.016428571,0.959571429,14,777,11.241636,1.0038828511351762e-05,0
626, IQeon,IQN,"2,587,601",0.699551,"20,933",-1.21,-2.73,-4.38,Estonia,Ethereum,2017-12-24 00:00:00,2017-12-15 00:00:00,4.6,Closed,ICO,2018-03-13 00:00:00,2018-01-30 00:00:00,42 days 00:00:00.000000000,9 days 00:00:00.000000000,0.9578,0.10300000000000001,0.0,0.897,1,613,428.824763,0.0003829429414588731,0
628, Feathercoin,FTC,"2,571,253",0.009982,"3,357",-0.25,-2.45,-8.23,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.314018182,0.080272727,0.056454545,0.863363636,11,779,7.775978,6.943976160505985e-06,0
632, Peerplays,PPY,"2,550,900",0.566673,"101,400",2.18,13.99,24.92,Canada,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.0,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.1789,0.016666667,0.9640000000000001,0.019,3,779,441.438267,0.00039420687243729117,0
636, XYO,XYO,"2,531,873",0.000305,"2,716",-0.36,-1.18,-20.84,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Trading,ICO,2018-05-20 00:00:00,2018-03-20 00:00:00,61 days 00:00:00.000000000,0 days 00:00:00.000000000,0.615841,0.0315,0.8784700000000001,0.08996,100,545,0.16622499999999998,1.4842335021549845e-07,0
637, Gold Bits Coin,GBC,"2,528,757",0.023863,2,-0.2,4.13,-1.17,Australia,Ethereum,2018-01-31 12:00:00,2018-01-15 12:00:00,4.1,Closed,ICO,2018-05-31 12:00:00,2018-02-01 12:00:00,119 days 00:00:00.000000000,16 days 00:00:00.000000000,0.452244,0.0746,0.03561,0.88981,100,534,12.742842,1.1379414027350104e-05,0
639, Omnitude,ECOM,"2,522,185",0.038915,"6,710,309",-0.04,-0.68,-3.43,United Kingdom,Hyperledger,2018-02-16 00:00:00,2018-01-30 00:00:00,4.6,Closed,ICO,2018-05-31 12:00:00,2018-03-28 12:00:00,64 days 00:00:00.000000000,17 days 00:00:00.000000000,0.833814286,0.120285714,0.012142857,0.8677142859999999,7,534,20.78061,1.85571866726466e-05,0
645, Hubii Network,HBT,"2,481,428",0.163868,"5,405",15.02,-6.24,-7.85,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Trading,ICO,2017-09-07 14:00:00,2017-08-24 12:00:00,14 days 02:00:00.000000000,0 days 00:00:00.000000000,0.615841,0.0315,0.8784700000000001,0.08996,100,800,131.0944,0.00011706803001385552,0
647, BlockStamp,BST,"2,469,609",0.099878,"204,329",0.68,0.45,0.29,Seychelles,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.8,Closed,ICO,2017-12-15 16:00:00,2017-11-15 16:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.094142857,0.019428571000000002,0.030428571,0.95,7,701,70.014478,6.252331146656182e-05,0
649, Wings,WINGS,"2,460,206",0.025526,"280,415",0.02,-1.5,-5.57,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.399707692,0.047,0.869923077,0.083,13,779,19.884754,1.775718215759656e-05,0
