price,country,platform,End,Start,compound,negative,neutral,positive,no_of_posts,success
0.00,Poland,Ethereum,12/20/2017 15:00,11/29/2017 15:00,0.12925,0.01,0.977,0.0125,2,0
0.12,Singapore,Ethereum,6/25/2018 0:00,6/11/2018 0:00,0.471397,0.05956,0.82675,0.11367,100,0
0.01,Germany,Ethereum,5/20/2018 13:00,4/20/2018 13:00,0,0,0,0,0,0
0.01,United States of America,Ethereum,12/28/2017 15:00,11/28/2017 3:00,0.49565,0.005,0.8785,0.11625,4,0
0.00,United States of America,Ethereum,11/30/2018 0:00,11/1/2018 0:00,0.062768571,0.075114286,0.824171429,0.100714286,35,0
0.02,Belgium,Ethereum,6/30/2018 15:00,4/26/2018 15:00,0.420065,0.03505,0.90115,0.0638,20,0
0.00,Singapore,Ethereum,3/19/2018 0:00,1/15/2018 10:00,0.2604,0.090181818,0.056454545,0.853636364,11,0
0.03,United Kingdom,Ethereum,10/30/2017 12:00,10/2/2017 12:00,0.736066667,0.026666667,0.895666667,0.077666667,3,0
1.24,Singapore,Ethereum,1/31/2018 12:00,12/18/2017 12:00,0.59944,0.109,0.0366,0.8544,5,0
0.01,Singapore,Ethereum,10/22/2018 0:00,9/19/2018 0:00,0.82398,0.1127,0.03258,0.85473,100,0
0.00,United Kingdom,Ethereum,4/18/2018 11:00,4/15/2018 15:00,1,0.026,0.8245,0.1495,2,0
0.00,United Kingdom,Ethereum,12/28/2017 23:00,10/28/2017 0:00,0.92889,0.0867,0.0369,0.8765,10,0
0.12,United Kingdom,Ethereum,5/10/2018 0:00,1/22/2018 0:00,0.275869697,0.063636364,0.039030303,0.89730303,33,0
0.03,Russia,Bitshares,2/28/2018 0:00,1/10/2018 0:00,-0.4491,0.019,0.973888889,0.006888889,9,0
0.01,South Korea,Ethereum,5/27/2018 0:00,9/28/2017 3:00,-0.9652,0,0.03,0.97,1,0
1284.19,,Ethereum,6/27/2017 15:00,6/26/2017 3:00,0.3612,0.007,0.977,0.016,1,1
0.04,Virgin Islands (British),Ethereum,12/22/2018 0:00,12/1/2018 0:00,0,0,0,0,0,0
0.02,Germany,Ethereum,12/15/2017 23:59,12/1/2017 0:00,0.72074,0.03321,0.87024,0.09653,100,0
0.72,Singapore,Ethereum,9/28/2017 3:00,9/28/2017 3:00,-0.067966667,0.015333333,0.018666667,0.966,3,0
0.02,United Arab Emirates,Own Blockchain,11/30/2017 0:00,11/1/2017 0:00,-0.5719,0.005,0.019,0.976,1,0
0.04,Ukraine,Ethereum,5/19/2018 17:00,4/19/2018 17:00,0.711667,0.05104,0.82451,0.12442,100,0
0.00,Singapore,Ethereum,5/4/2018 13:02,5/4/2018 13:00,0.834936,0.02876,0.86782,0.10338,100,0
0.00,Malta,Ethereum,8/31/2018 17:00,8/1/2018 17:00,0.6044,0.0185,0,0.9815,2,0
0.06,France,Ethereum,4/20/2018 12:00,2/7/2018 11:00,0.174466667,0.014,0.969,0.017,3,0
0.02,United States of America,Ethereum,5/24/2017 16:00,4/25/2017 16:00,-0.62885,0.026,0.9605,0.013,2,0
0.03,Switzerland,,11/6/2016 0:00,9/11/2016 0:00,0.564376404,0.061348315,0.822921348,0.115685393,89,0
0.08,Gibraltar,Ethereum,1/15/2018 13:00,11/24/2017 13:00,0.131625,0.02225,0.95375,0.024,4,0
0.01,,Ethereum,4/30/2018 0:00,1/22/2018 0:00,0.203209804,0.026784314,0.934764706,0.038392157,51,0
0.04,Japan,Ethereum,9/29/2017 12:00,9/1/2017 2:00,0.430696,0.0714,0.04216,0.88656,25,0
0.00,Thailand,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.647041,0.04256,0.84583,0.11156,100,0
0.00,United Kingdom,Ethereum,4/15/2019 0:00,1/15/2019 0:00,-0.0664,0.0135,0.017,0.9695,2,0
0.01,Gibraltar,Ethereum,2/18/2018 0:00,2/14/2018 0:00,0.428092,0.04417,0.86326,0.09255,100,0
0.00,Switzerland,Ethereum,9/30/2018 14:00,5/21/2018 14:00,-0.0772,0.007,0.988,0.006,1,0
0.01,Singapore,Ethereum,9/30/2018 0:00,8/6/2018 0:00,0.549458,0.08134,0.03545,0.88322,100,0
0.00,Azerbaijan,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.5766,0.014,0.005,0.981,1,0
0.00,Russia,Ethereum,9/16/2017 21:00,8/29/2017 16:00,0.631373494,0.048168675,0.847096386,0.104746988,83,0
0.00,Singapore,Ethereum,7/30/2018 0:00,6/30/2018 0:00,0.585208772,0.054035088,0.845403509,0.100508772,57,0
0.03,United States of America,Ethereum,11/13/2017 12:00,10/30/2017 12:00,0.399916667,0.102291667,0.053416667,0.844208333,48,0
0.00,,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.482769,0.09684,0.05566,0.84748,100,0
0.00,Netherlands,Ethereum,12/15/2018 16:00,12/1/2018 16:00,-0.514595652,0.06026087,0.891826087,0.047913043,23,0
0.06,,,9/28/2017 3:00,9/28/2017 3:00,0.528088889,0.065555556,0.022444444,0.911777778,9,0
0.00,Singapore,Ethereum,10/31/2018 23:59,8/6/2018 0:00,0.746697183,0.025394366,0.892535211,0.082042254,71,0
0.00,United Kingdom,Ethereum,2/1/2018 0:00,2/1/2018 0:00,0.002,0.0495,0.868,0.0825,2,0
0.01,Gibraltar,DAG,6/14/2019 0:00,6/4/2019 0:00,-0.6486,0.026,0.962,0.011,1,0
0.00,,Ethereum,9/15/2018 0:00,9/9/2018 0:00,0.17251,0.0659,0.0423,0.8917,10,0
0.00,Virgin Islands (British),Ethereum,5/28/2018 0:00,4/19/2018 0:00,-0.2263,0.016,0.973,0.011,1,0
0.02,United States of America,,7/18/2017 0:00,6/1/2017 0:00,0.580780952,0.097619048,0.041428571,0.860952381,21,0
1.66,Australia,Ethereum,2/15/2017 12:00,12/15/2016 12:00,0.49553,0.04247,0.85557,0.10195,100,0
0.03,Hong Kong,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.254,0.051,0.0135,0.936,2,0
0.00,,Ethereum,1/26/2018 0:00,1/19/2018 0:00,0.885,0.048,0.025,0.927,1,0
0.00,Estonia,Ethereum,4/8/2019 0:00,2/8/2019 0:00,0.127433333,0.015,0.013,0.972,3,0
0.00,Switzerland,Ethereum,6/30/2019 0:00,12/1/2018 0:00,0.547588889,0.073222222,0.025888889,0.900666667,9,0
0.00,Virgin Islands (British),Ethereum,5/25/2018 0:00,5/24/2018 0:00,0.983733333,0.092,0.068,0.840166667,6,0
0.01,Lithuania,Ethereum,3/21/2017 0:00,2/28/2017 0:00,-0.0772,0.007,0.987,0.006,1,0
0.00,Switzerland,Ethereum,3/21/2018 0:00,3/1/2018 11:00,-0.5719,0.006,0.022,0.971,1,0
0.00,Virgin Islands (British),Ethereum,8/31/2018 0:00,7/21/2018 0:00,0.1451625,0.050125,0.8773125,0.07265625,32,0
0.00,Switzerland,Ethereum,11/29/2017 13:00,10/29/2017 13:00,0.317875,0.0860625,0.0478125,0.8660625,16,0
0.01,Saint Kitts and Nevis,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.425446,0.02942,0.8969,0.07367,100,0
0.04,United States of America,Ethereum,5/30/2017 23:00,5/30/2017 15:00,0,0,0,0,0,0
0.01,United Kingdom,Ethereum,4/30/2017 0:00,4/6/2017 0:00,0.0772,0.011,0.977,0.012,1,0
0.00,France,Ethereum,4/15/2018 8:00,3/19/2018 8:00,-0.451333333,0.067,0.869333333,0.063333333,3,0
0.01,Hong Kong,Ethereum,1/23/2018 14:07,1/23/2018 14:00,0.373833333,0.012333333,0.004,0.983666667,3,0
0.02,Canada,Ethereum,9/28/2017 3:00,9/28/2017 3:00,-0.027153333,0.052333333,0.0404,0.907066667,15,0
0.00,United Kingdom,Ethereum,6/6/2018 23:59,5/2/2018 0:00,-0.53855,0.0725,0.879,0.049,2,0
0.00,Hong Kong,Ethereum,1/28/2018 0:00,1/14/2018 0:00,0.19952,0.0536,0.8482,0.0982,5,0
0.00,Singapore,Ethereum,2/13/2018 5:00,2/1/2018 12:00,0.5011,0.076,0.07,0.854,1,0
0.00,Canada,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.604124,0.03769,0.88041,0.0819,100,0
0.00,Bahamas,Scrypt,5/29/2018 5:00,3/3/2018 5:00,0.49236875,0.10546875,0.05725,0.83734375,32,0
0.00,Slovenia,Ethereum,8/15/2017 0:00,7/3/2017 23:00,0.119041667,0.072166667,0.852833333,0.07475,12,0
0.01,Ireland,Own Blockchain,6/30/2018 23:59,1/30/2018 0:00,0.513558065,0.059532258,0.83966129,0.100725806,62,0
0.03,France,Ethereum,1/18/2018 12:00,12/21/2017 12:00,0.283373333,0.047833333,0.034166667,0.918066667,30,0
0.03,Laos,Ethereum,12/30/2017 0:00,11/29/2017 12:00,0.490766667,0.022666667,0.010333333,0.967,3,0
0.00,Panama,Ethereum,10/21/2017 12:00,9/23/2017 12:00,0.9261,0.134333333,0.024666667,0.840666667,3,0
0.01,Australia,Ethereum,12/26/2017 10:29,11/26/2017 10:29,0.52186,0.03694,0.86846,0.09452,100,0
0.15,United Kingdom,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.342030556,0.068694444,0.058944444,0.872027778,36,0
0.00,United Kingdom,Ethereum,7/23/2018 23:59,6/26/2018 18:00,0.620551,0.04668,0.85484,0.09848,100,0
0.01,Netherlands,Ethereum,2/28/2018 14:00,2/1/2018 14:00,0.0857,0.013,0.014,0.973,1,0
0.00,Switzerland,Ethereum,12/17/2017 14:00,12/7/2017 14:00,0.0696,0.024333333,0.936,0.039333333,3,0
0.01,Singapore,Ethereum,2/21/2018 19:00,2/7/2018 19:00,0.626581,0.09288,0.03747,0.86968,100,0
0.01,Gibraltar,Ethereum,8/4/2017 1:00,8/2/2017 17:00,0.68674,0.0162,0.9342,0.0496,5,0
0.00,Singapore,Ethereum,10/13/2018 7:00,10/4/2018 7:00,0,0,0,0,0,0
0.00,France,Ethereum,10/11/2017 8:00,9/12/2017 8:00,0.5719,0,0.985,0.015,1,0
0.11,United Kingdom,Ethereum,9/6/2017 15:07,9/6/2017 15:00,0.65645,0.0075,0.91725,0.07475,4,0
0.00,Hong Kong,Stellar,6/20/2018 0:00,5/11/2018 0:00,0.465742308,0.08875641,0.055346154,0.855961538,78,0
0.17,Germany,Ethereum,5/30/2018 23:00,4/15/2018 14:00,0.617532143,0.084464286,0.034285714,0.88125,28,0
0.00,United States of America,Ethereum,6/1/2018 11:00,5/31/2018 11:00,0.787571,0.11431,0.03112,0.8546,100,0
0.02,Russia,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.151975,0.00775,0.0035,0.98875,4,0
0.00,United Kingdom,Ethereum,5/15/2018 23:59,5/9/2018 0:00,-0.3235,0.088333333,0.845,0.067,3,0
0.00,,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.622341,0.10003,0.05103,0.84893,100,0
0.03,Luxembourg,Ethereum,12/26/2017 0:00,12/20/2017 0:00,0.962633333,0.1,0.057333333,0.843,3,0
0.01,United States of America,Ethereum,1/4/2018 19:00,12/4/2017 22:00,0,0,0,0,0,0
0.01,Malta,Ethereum,4/5/2018 0:00,3/5/2018 0:00,0.710751,0.03923,0.84974,0.111,100,0
0.00,Estonia,Ethereum,4/4/2018 0:00,3/4/2018 9:00,-0.1793875,0.072375,0.85025,0.077125,8,0
0.00,Switzerland,Ethereum,3/17/2018 0:00,2/24/2018 0:00,0.318328,0.05482,0.86141,0.08384,100,0
0.03,United States of America,,10/15/2017 0:00,9/15/2017 0:00,0.399923,0.03092,0.89473,0.07435,100,0
0.00,South Africa,Ethereum,3/30/2018 7:00,2/15/2018 7:00,0.548763,0.10548,0.05481,0.83966,100,0
0.00,South Korea,Ethereum,9/28/2017 3:00,9/28/2017 3:00,-0.5472,0.007,0.022571429,0.970142857,7,0
0.00,Malta,Ethereum,6/22/2019 0:00,4/18/2019 0:00,0.2263,0.006,0,0.994,1,0
0.10,Russia,Ethereum,11/30/2017 12:00,10/31/2017 12:00,0.484466667,0.0555,0.029666667,0.914666667,6,0
0.00,,,9/28/2017 3:00,9/28/2017 3:00,0.995125,0.1765,0.006,0.81725,4,0
0.06,,Waves,6/25/2017 3:20,5/25/2017 3:20,0.156617647,0.053098039,0.866313725,0.080686275,51,0
0.00,Russia,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.074533333,0.015,0.013333333,0.971833333,6,0
0.00,,Ethereum,12/20/2017 0:00,11/20/2017 0:00,0.990675,0.03225,0.823,0.144833333,12,0
0.00,Russia,Waves,10/31/2017 18:00,10/24/2017 18:00,0.9825,0.019,0.879,0.102,1,0
0.00,Hong Kong,Ethereum,2/11/2018 0:00,2/5/2018 0:00,-0.1531,0.066,0.088,0.846,1,0
0.00,Lithuania,Ethereum,12/31/2017 0:00,12/1/2017 0:00,0,0,0,0,0,0
0.00,Russia,Ethereum,7/20/2018 12:00,3/22/2018 12:00,-0.7365,0.066,0.9085,0.0255,2,0
0.01,Estonia,Ethereum,3/31/2019 0:00,1/1/2019 0:00,0.3775,0.0625,0.00475,0.933,4,0
0.00,Singapore,Ethereum,3/1/2018 23:59,2/23/2018 0:00,0,0,0,0,0,0
0.01,United Kingdom,Ethereum,7/13/2017 0:00,7/11/2017 0:00,0.0772,0.011,0.977,0.012,1,0
0.02,United States of America,Ethereum,9/10/2017 20:00,8/10/2017 21:00,0.594475,0.03,0.86975,0.10025,4,0
1.51,Singapore,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.247741,0.07163,0.03948,0.88894,100,0
0.00,Denmark,Ethereum,9/19/2018 0:00,8/14/2018 0:00,0.626581,0.09288,0.03747,0.86968,100,0
0.01,United States of America,Ethereum,6/3/2017 12:00,5/31/2017 12:00,0,0,0,0,0,0
0.00,,,9/28/2017 3:00,9/28/2017 3:00,0.533549,0.09685,0.05151,0.85171,100,0
0.00,Switzerland,Ethereum,6/29/2018 15:00,6/25/2018 15:00,0.8289625,0.023,0.903625,0.073375,8,0
0.01,Argentina,Ethereum,11/23/2017 14:00,10/24/2017 14:00,0.7531,0.026,0.015,0.959,1,0
0.01,United States of America,Ethereum,12/1/2017 4:00,11/3/2017 4:00,0.387852,0.05489,0.8475,0.09753,100,0
0.12,,,6/29/2017 15:00,6/1/2017 15:00,0.869152,0.12009,0.03116,0.84876,100,0
0.03,Austria,Ethereum,10/14/2017 14:00,9/14/2017 14:00,0.567548276,0.097517241,0.042793103,0.859862069,29,0
0.00,,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.527621739,0.118608696,0.05973913,0.821608696,23,0
0.07,,Bitcoin,6/13/2017 0:00,5/15/2017 0:00,0,0,0,0,0,0
0.00,Germany,Ethereum,7/24/2018 13:00,5/24/2018 13:00,0.423157143,0.062595238,0.827571429,0.109809524,42,0
0.00,Estonia,Ethereum,5/31/2018 13:00,3/1/2018 0:00,0.12525,0.060735294,0.842911765,0.096352941,34,0
0.00,Isle of Man,Ethereum,5/3/2018 3:30,5/3/2018 3:00,0.997466667,0.024666667,0.883,0.092333333,3,0
0.00,Germany,Ethereum,9/28/2017 3:00,9/28/2017 3:00,-0.5719,0.018,0.032,0.95,1,0
0.00,Russia,Ethereum,8/27/2018 23:59,4/2/2018 0:00,0.331668,0.03939,0.87735,0.08325,100,0
0.06,,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.473249,0.0243,0.90195,0.07375,100,0
0.00,Cayman Islands,Ethereum,6/30/2018 23:59,6/18/2018 0:00,-0.991,0.124,0.8035,0.0725,2,0
0.02,Russia,Ethereum,12/1/2017 8:00,11/1/2017 8:00,-0.3612,0.014,0.9805,0.006,2,0
0.01,Singapore,Ethereum,9/7/2017 0:00,8/8/2017 23:00,0.525727,0.08254,0.03355,0.88396,100,0
0.00,,,9/28/2017 3:00,9/28/2017 3:00,-0.0548,0.0155,0.0175,0.967,2,0
0.00,Singapore,Ethereum,3/6/2018 13:00,2/28/2018 6:00,0.5859,0,0.866,0.134,1,0
0.00,Czech Republic,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.997133333,0.110333333,0.005666667,0.884,3,0
0.25,United States of America,,1/15/2017 0:00,12/2/2016 0:00,-0.12369,0.0195,0.921,0.0595,10,0
0.00,,Ethereum,5/30/2018 0:00,4/30/2018 12:00,0.78725,0.038,0.9005,0.0615,2,0
0.02,Luxembourg,Ethereum,10/21/2017 18:00,9/28/2017 15:00,-0.527233333,0.019666667,0.972333333,0.007333333,3,0
0.00,,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.307370588,0.092941176,0.057294118,0.849470588,17,0
0.00,United Kingdom,Ethereum,2/26/2018 0:00,11/27/2017 0:00,0.5737,0.0025,0.9905,0.007,2,0
0.00,Cayman Islands,Ethereum,5/22/2019 23:59,4/28/2018 0:00,0.264089,0.05583,0.85284,0.09131,100,0
0.01,,Ethereum,1/10/2018 0:00,12/20/2017 0:00,0,0,0,1,1,0
0.00,United States of America,Ethereum,11/15/2017 12:00,10/11/2017 12:00,0.9998,0.12175,0.04025,0.8375,4,0
0.00,Gibraltar,Ethereum,2/28/2018 0:00,2/1/2018 0:00,0,0,0,0,0,0
0.00,Canada,Ethereum,1/21/2018 0:00,12/15/2017 0:00,0.532975,0.05225,0.01975,0.92775,4,0
0.00,Singapore,Ethereum,6/10/2018 10:00,5/28/2018 10:00,0.7744,0.041,0.011,0.948,1,0
0.00,Singapore,Ethereum,7/4/2018 1:00,6/27/2018 1:00,0.318343,0.06106,0.03199,0.90699,100,0
0.01,United States of America,Ethereum,11/30/2018 0:00,10/15/2018 0:00,0.501907,0.07946,0.03426,0.88633,100,0
0.00,Hong Kong,Ethereum,2/13/2018 23:00,12/5/2017 0:00,0,0,0,0,0,0
0.00,Singapore,NEO,9/28/2017 3:00,9/28/2017 3:00,0.253792857,0.074857143,0.044285714,0.880857143,14,0
0.00,Ukraine,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.099490909,0.037727273,0.891909091,0.070181818,11,0
0.02,Singapore,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.686567,0.10559,0.03859,0.85579,100,0
0.93,Portugal,Ethereum,9/15/2018 23:59,5/15/2018 0:00,0.514329,0.07951,0.03076,0.88978,100,0
0.00,,Ethereum,12/20/2017 0:00,11/30/2017 0:00,0.36085,0.02525,0.01375,0.961,4,0
0.00,Gibraltar,Ethereum,3/18/2018 0:00,2/19/2018 0:00,-0.3612,0.005,0.011,0.985,1,0
0.00,Taiwan,Ethereum,10/22/2017 0:00,9/13/2017 0:00,-0.053385714,0.013261905,0.974857143,0.011809524,42,0
0.00,United States of America,Ethereum,1/8/2018 21:00,12/8/2017 12:00,0.616991566,0.099409639,0.050915663,0.849710843,83,0
0.01,United Kingdom,Ethereum,4/11/2018 23:59,3/11/2018 0:00,0.548866,0.04374,0.84866,0.10752,100,0
0.00,Czech Republic,Own Blockchain,10/31/2018 23:00,9/1/2018 0:00,-0.35684,0.0166,0.9758,0.0072,5,0
0.00,,Ethereum,4/30/2018 23:59,2/27/2018 0:00,0.59156,0.0586,0.027,0.9142,5,0
0.01,Slovenia,Ethereum,3/22/2018 23:00,2/22/2018 0:00,0.500358,0.03485,0.88632,0.07871,100,0
0.18,Gibraltar,Ethereum,11/16/2017 14:00,10/19/2017 14:00,0.655616667,0.019166667,0.9085,0.072333333,6,0
0.02,United States of America,Ethereum,5/30/2018 23:59,3/30/2018 0:00,0.52895,0.0525,0.007,0.9405,2,0
0.00,,,2/18/2018 0:00,11/1/2017 0:00,0.515597368,0.068526316,0.035578947,0.895868421,38,0
0.00,Israel,Omni,10/18/2016 0:00,9/18/2016 0:00,0.479611111,0.050111111,0.864407407,0.085407407,27,0
0.78,Russia,Waves,8/11/2017 11:00,7/11/2017 11:00,0.64618,0.0089,0.9605,0.0307,10,0
0.03,Australia,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.295706383,0.041531915,0.878085106,0.080340426,47,0
0.00,United States of America,Ethereum,12/7/2017 12:00,11/7/2017 12:00,0.64282093,0.107697674,0.050883721,0.841534884,43,0
0.00,France,Ethereum,2/14/2018 13:00,2/7/2018 13:00,-0.18415,0.022,0.963,0.015,2,0
0.00,United Arab Emirates,Ethereum,6/30/2019 0:00,4/1/2019 0:00,0.7603,0.02,0.005,0.974,1,0
0.02,Finland,Ethereum,11/14/2017 12:00,9/27/2017 12:00,0.7862,0,0.997,0.003,1,0
0.01,United Kingdom,Ethereum,9/30/2018 12:00,8/15/2018 12:00,0.800425,0.03772,0.84951,0.11275,100,0
0.00,United States of America,Ethereum,9/28/2017 3:00,9/28/2017 3:00,-0.3334,0.015,0.025,0.9605,2,0
0.04,,,9/28/2017 3:00,9/28/2017 3:00,0.6645375,0.05475,0.005,0.94025,8,0
0.00,Hong Kong,Ethereum,5/12/2019 0:00,3/31/2019 0:00,0.15175,0.0055,0.9855,0.009,2,0
0.01,Thailand,Ethereum,3/30/2018 23:59,2/16/2018 0:00,0.244061,0.06775,0.0439,0.88834,100,0
0.03,Switzerland,Ethereum,3/2/2018 23:59,2/1/2018 0:00,0.592818,0.10232,0.03951,0.85807,100,0
0.00,United States of America,Ethereum,3/15/2018 0:00,1/1/2018 0:00,0.12925,0.01,0.9785,0.0115,2,0
0.00,Singapore,Ethereum,12/3/2017 0:00,10/3/2017 0:00,0,0,0,0,0,0
0.00,Japan,Ethereum,10/6/2017 14:00,9/18/2017 14:00,0.593061,0.04941,0.84323,0.1073,100,0
0.00,Russia,Waves,5/31/2017 12:00,4/24/2017 12:00,0.9998,0.019,0.869,0.112,1,0
0.00,Gibraltar,Ethereum,2/25/2018 23:00,2/5/2018 0:00,0.301354,0.09351,0.06786,0.83871,100,0
0.00,South Africa,NEM,8/28/2017 2:59,7/16/2017 3:00,-0.4505125,0.078,0.090125,0.832375,8,0
0.00,Marshall Islands,Ethereum,12/5/2017 0:00,11/6/2017 0:00,-0.2911,0.015,0.016,0.969,2,0
0.00,Australia,Ethereum,7/14/2018 0:00,5/28/2018 0:00,0.651689,0.0404,0.86156,0.09805,100,0
0.00,Israel,Ethereum,4/4/2017 0:00,4/2/2017 0:00,0.219175,0.0315,0.015,0.95375,4,0
0.00,Australia,Litecoin,1/31/2019 23:59,12/1/2018 0:00,-0.6908,0.007,0.02,0.973,1,0
0.01,Kenya,Ethereum,5/1/2018 0:00,12/1/2017 0:00,0.634915,0.09396,0.0403,0.86574,100,0
0.00,United States of America,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.200258,0.02852,0.93162,0.03973,100,0
0.00,Switzerland,Ethereum,6/25/2018 13:00,6/11/2018 13:00,0.562655,0.08367,0.03593,0.88039,100,0
0.00,Virgin Islands (British),Ethereum,1/8/2019 9:00,12/20/2018 9:00,0.9034,0.034,0.028,0.938,1,0
0.00,,NEO,12/7/2017 0:00,11/15/2017 0:00,-0.3612,0.016,0.024,0.959,1,0
0.00,Belarus,Graphene,2/11/2018 16:00,1/14/2018 16:00,0.00065,0.0365,0.908,0.0555,2,0
0.00,Malta,Ethereum,3/5/2018 17:00,2/12/2018 17:00,0.998,0.017,0.719,0.264,1,0
0.01,Singapore,Ethereum,11/22/2017 12:00,10/22/2017 12:00,-0.7096,0.022,0.973,0.005,1,0
0.00,Canada,Ethereum,10/14/2017 19:00,9/13/2017 19:00,0.123233333,0.009333333,0.979,0.011666667,3,0
0.00,United Kingdom,Ethereum,4/30/2018 0:00,3/1/2018 0:00,0.9987,0.025,0.872,0.103,1,0
0.00,Cayman Islands,Ethereum,2/20/2018 0:00,1/10/2018 0:00,0.61422,0.10008,0.05232,0.84752,25,0
0.00,British Indian Ocean Territory,Ethereum,3/11/2018 0:00,2/8/2018 0:00,0.91675,0.02975,0.88775,0.0825,4,0
0.13,United States of America,Ethereum,8/29/2017 3:00,8/28/2017 3:00,0.48702,0.07236,0.03165,0.89603,100,0
0.00,Belize,Ethereum,6/25/2018 0:00,6/17/2018 0:00,0.48246,0.05904,0.02371,0.91722,100,0
0.00,,,9/28/2017 3:00,9/28/2017 3:00,-0.2124,0.0415,0.9245,0.03375,4,0
0.00,Estonia,Ethereum,6/13/2018 18:00,5/10/2018 18:00,0,0,0,0,0,0
0.00,United States of America,Ethereum,3/1/2018 4:59,12/5/2017 0:00,0,0,0,0,0,0
0.00,United States of America,,9/28/2017 3:00,9/28/2017 3:00,0.69979,0.10849,0.03885,0.85257,100,0
0.00,United Arab Emirates,Ethereum,12/15/2017 0:00,10/14/2017 0:00,0.260686667,0.0436,0.034133333,0.9224,15,0
0.00,United States of America,Ethereum,10/15/2018 0:00,5/15/2018 0:00,0.133266667,0.079333333,0.063333333,0.857666667,3,0
0.00,Switzerland,Ethereum,6/3/2018 10:00,2/10/2018 10:00,0.66075,0.069,0.819,0.112,2,0
0.00,Switzerland,Ethereum,8/15/2017 13:49,7/17/2017 23:40,0,0,0,0,0,0
0.00,United States of America,Ethereum,10/29/2017 0:00,9/29/2017 0:00,-0.114465789,0.030710526,0.037921053,0.931368421,38,0
0.00,Hong Kong,Ethereum,7/31/2018 0:00,7/15/2018 23:59,0,0,0,0,0,0
0.00,Estonia,Ethereum,9/28/2017 3:00,9/28/2017 3:00,0.2263,0.006,0,0.994,1,0
0.01,China,Own Blockchain,10/18/2018 4:00,10/11/2018 4:00,0.678585714,0.091571429,0.035714286,0.872714286,7,0
0.01,United Kingdom,Ethereum,11/28/2017 14:00,10/31/2017 14:00,0.0091,0.0625,0.865,0.0725,2,0
0.00,Canada,Ethereum,8/15/2017 3:00,7/15/2017 23:00,0.306035294,0.069784314,0.04172549,0.888490196,51,0
0.01,Gibraltar,Ethereum,6/15/2018 0:00,5/15/2018 0:00,0.9758,0.059,0.008,0.932,1,0
0.00,Singapore,Ethereum,5/31/2018 0:00,4/9/2018 0:00,0.571607,0.09175,0.0371,0.8611,100,0
0.00,Czech Republic,Nxt,5/31/2017 12:00,5/1/2017 12:00,-0.0915,0.019,0.9665,0.014,2,0
0.00,Switzerland,Ethereum,3/5/2018 0:00,2/28/2018 15:00,0.762493,0.03286,0.86203,0.10506,100,0
0.00,Russia,Ethereum,8/31/2018 0:00,6/15/2018 0:00,0.52421,0.08438,0.03098,0.88466,100,0
0.00,United States of America,Ethereum,2/19/2018 12:00,1/31/2018 12:00,0.975333333,0.047,0.833333333,0.119666667,3,0
0.01,,,9/28/2017 3:00,9/28/2017 3:00,0.746359,0.12187,0.04071,0.83734,100,0
0.02,Gibraltar,Ethereum,3/12/2018 0:00,2/10/2018 0:00,0.261485714,0.013142857,0.969285714,0.017714286,7,0
0.00,United Kingdom,,8/19/2017 12:00,8/12/2017 12:00,-0.465025,0.07,0.86175,0.0685,4,0
0.00,Estonia,Ethereum,4/1/2018 10:00,2/15/2018 10:00,0.473249,0.0243,0.90195,0.07375,100,0
0.00,United Kingdom,Ethereum,4/9/2018 21:00,2/12/2018 21:00,0.60284,0.043769231,0.868415385,0.0878,65,0
0.00,Czech Republic,Ethereum,12/15/2017 12:00,10/14/2017 12:00,-0.5719,0.023,0.97,0.007,1,0
0.00,Czech Republic,Ethereum,4/30/2018 14:00,3/12/2018 14:00,0.615841,0.0315,0.87847,0.08996,100,0
0.00,Estonia,Ethereum,3/7/2018 0:00,2/7/2018 0:00,0.555266667,0.01,0.969666667,0.020333333,3,0
0.00,Estonia,Ethereum,2/26/2018 0:00,1/29/2018 12:00,0.461901266,0.039620253,0.872708861,0.087670886,79,0
0.00,,,3/1/2018 2:40,3/1/2018 1:00,0,0,0,0,0,0
0.00,Switzerland,Ethereum,4/25/2018 15:00,2/28/2018 12:00,0.299624,0.06468,0.84916,0.08628,25,0
0.00,Cambodia,Ethereum,11/16/2017 15:00,10/14/2017 15:00,-0.7096,0.021,0.974,0.005,1,0
