ticker,compound,negative,neutral,positive,no_of_posts
DSC,0.700689,0.09927,0.03887,0.86194,100
DT,0.515566,0.08071,0.03436,0.88498,100
DTA,0.655192,0.09294,0.03731,0.86979,100
DTEM,0.02495,0.016166667,0.018166667,0.966166667,6
DTRC,0.782884,0.11693,0.03714,0.84591,100
DUO,0.247741,0.07163,0.03948,0.88894,100
DUSK,0.684141,0.09542,0.0355,0.86912,100
DVP,0.776593,0.10766,0.03752,0.85486,100
DVT,0.998325,0.12075,0.01525,0.86375,4
DX,0.515566,0.08071,0.03436,0.88498,100
DXG,0.600258,0.0917,0.04277,0.86554,100
DXR,0.7862,0.003,0,0.997,1
DYN,0.702421978,0.107241758,0.033571429,0.859142857,91
DYNMT,1,0.188,0.029,0.784,1
E2C,0.449124,0.04777,0.01989,0.93237,100
EBASE,-0.005222222,0.011111111,0.010888889,0.978,9
EBC,0.5011,0.076,0.07,0.854,1
EC,0.1478,0.05875,0.036833333,0.9045,12
ECASH,0.700689,0.09927,0.03887,0.86194,100
ECC,0.285085714,0.0375,0.021571429,0.940785714,14
ECOM,0.833814286,0.120285714,0.012142857,0.867714286,7
ECOREAL,0.664895,0.09051,0.03416,0.87533,100
EDC,0.766647,0.09685,0.0342,0.869,100
EDN,0.983733333,0.092,0.068,0.840166667,6
EDR,0.723549,0.09997,0.02831,0.87174,100
EDRC,0.0098,0.018,0.016,0.966,2
EDS,0.1683,0.0265,0.0615,0.9125,2
EFL,-0.82675,0.006,0.03,0.964,2
EFX,0.880311765,0.134058824,0.044470588,0.821411765,17
EGCC,0.737289,0.1063,0.03582,0.85784,100
EGG,0.3315,0.105290909,0.071090909,0.823545455,55
EGT,0.9974,0.1355,0.0115,0.853,2
EKO,-0.3818,0.02,0.028,0.952,1
EKT,0.86685,0.082,0.0555,0.8625,2
EL,0.387530952,0.06447619,0.040809524,0.894928571,42
ELAC,0.549458,0.08134,0.03545,0.88322,100
ELD,0.5719,0.016,0,0.984,1
ELE,0.144157143,0.011285714,0.015,0.974142857,7
ELF,0.0402125,0.0515,0.043,0.90525,8
ELITE,0.42425,0.078153846,0.031038462,0.890846154,26
ELLA,0.213966667,0.0465,0.0235,0.930166667,6
ELLI,0.549458,0.08134,0.03545,0.88322,100
ELY,0.48246,0.05904,0.02371,0.91722,100
EM,0.462639286,0.070214286,0.024,0.905964286,28
EMB,0.988066667,0.119333333,0.074666667,0.806,3
EMC,0.451683333,0.063333333,0.032666667,0.903833333,6
EMC2,-0.270716667,0.007666667,0.014,0.978166667,6
EMD,0.440269,0.09532,0.05332,0.85133,100
EMPR,0.549458,0.08134,0.03545,0.88322,100
EMRX,0.505944,0.08121,0.0352,0.88363,100
EMT,-0.108,0.099769231,0.088153846,0.812153846,13
ENG,0.571433333,0.082583333,0.028333333,0.888875,24
ENGT,0.505944,0.08121,0.0352,0.88363,100
ENJ,0.549458,0.08134,0.03545,0.88322,100
ENQ,0.254,0.051,0.0135,0.936,2
ENT,0.6003,0.0645,0.040666667,0.894833333,12
ENTRC,-0.2431,0.0095,0.0165,0.974,2
ENTS,0.289316667,0.046166667,0.0405,0.913333333,6
EOSC,0.308221,0.08771,0.05938,0.8529,100
EOSDAC,0.363816667,0.014833333,0.008,0.977166667,6
EOST,0.764306,0.12542,0.04525,0.82933,100
EPY,0.3612,0.015,0.007,0.978,1
EQL,0.616991566,0.099409639,0.050915663,0.849710843,83
EQT,0.99495,0.112,0.0145,0.8735,2
EQUAD,-0.8271,0.011,0.037,0.952,1
ERC20,0.743162264,0.100849057,0.027849057,0.871377358,53
ERD,0,0,0,1,1
ERG,-0.9954,0.048,0.071,0.881,1
ERO,0.9998,0.12175,0.04025,0.8375,4
ERT,-0.5719,0.018,0.032,0.95,1
ESBC,-0.3407,0.010928571,0.026285714,0.962785714,14
ESCX,0.505944,0.08121,0.0352,0.88363,100
ESN,0.54825,0.022,0.015,0.964,2
ESP,0.500470588,0.055058824,0.037264706,0.907411765,34
EST,0.505944,0.08121,0.0352,0.88363,100
ETC,0.377329,0.07993,0.03785,0.88218,100
ETG,0.599048,0.10355,0.05054,0.84581,100
ETGP,0.599048,0.10355,0.05054,0.84581,100
ETH,0.46057,0.06116,0.02739,0.90151,100
ETHM,0.182728125,0.05790625,0.05103125,0.89109375,32
ETHO,0.699290323,0.083080645,0.034483871,0.882467742,62
ETHOS,0.57865,0.072166667,0.016666667,0.911333333,6
ETHPLO,-0.3612,0.018,0.026,0.956,1
ETN,0.73638,0.0738,0.0234,0.9026,5
ETP,0.750944,0.09368,0.01624,0.89008,25
ETX,0.7862,0.003,0,0.997,1
ETZ,0.523657,0.10984,0.05352,0.83668,100
EUC,-0.3182,0.008,0.011,0.981,1
EUNO,0.6548,0.021666667,0.005,0.973333333,3
EURS,0.596527,0.09478,0.04726,0.85792,100
EVE,0.307370588,0.092941176,0.057294118,0.849470588,17
EVED,0.0034,0.01,0.0115,0.9785,2
EVI,0.9966,0.13,0.05,0.82,1
EVIL,0.538211,0.08046,0.03515,0.88441,100
EVOS,-0.763233333,0.056666667,0.098166667,0.845083333,12
EVR,0.537475,0.056,0.015,0.92925,4
EVT,0.9758,0.059,0.008,0.932,1
EVX,0.6486,0.017,0.005,0.978,1
EVY,0.251266667,0.044333333,0.051333333,0.904333333,3
EXMR,0.52895,0.0525,0.007,0.9405,2
EXO,-0.4939,0.008,0.016,0.975,1
EXP,0.476426667,0.0596,0.024266667,0.916133333,15
EXRN,-0.6336,0.01,0.031,0.9595,2
EXT,0.505944,0.08121,0.0352,0.88363,100
EtLyteT,0.434235,0.09574,0.05415,0.85009,100
FAB,0.602391379,0.085431034,0.042275862,0.872258621,58
FACE,0.548763,0.10548,0.05481,0.83966,100
FAIR,0.522145,0.11521,0.05072,0.83398,100
FAT,0.446531579,0.091421053,0.062894737,0.845710526,38
FBN,-0.2375,0.011333333,0.019333333,0.969333333,3
FCT,0.46115,0.108,0.0755,0.8165,2
FDX,-0.2911,0.015,0.016,0.969,2
FDZ,-0.5719,0.006,0.022,0.971,1
FET,0.582416667,0.0835,0.04,0.876333333,6
FEX,0.5719,0.017,0,0.983,1
FKX,-0.3612,0.005,0.011,0.985,1
FLASH,0.166271622,0.075459459,0.049689189,0.874878378,74
FLC,-0.367,0.010666667,0.020666667,0.968666667,3
FLIXX,0.7531,0.026,0.015,0.959,1
FLO,0.99385,0.1305,0.024,0.845,2
FLOT,0.7338,0.1733,0.0391,0.7875,10
FNB,0.723011,0.09987,0.02867,0.87148,100
FND,0.9972,0.171,0.05,0.779,1
FO,0.478192308,0.115384615,0.055769231,0.829153846,13
FOR,0.500697,0.09031,0.05162,0.85802,100
FREE,0.503517,0.07589,0.03315,0.89097,100
FRM,0.626581,0.09288,0.03747,0.86968,100
FRN,0.968816667,0.096416667,0.024416667,0.879166667,12
FRST,0.9034,0.034,0.028,0.938,1
FST,-0.086042857,0.053285714,0.027714286,0.919,7
FTC,0.314018182,0.080272727,0.056454545,0.863363636,11
FTM,0.613927273,0.119181818,0.044363636,0.836363636,11
FTN,-0.511525,0.094,0.10025,0.80625,4
FTT,0.059482,0.01942,0.01546,0.96505,100
FTX,0.626581,0.09288,0.03747,0.86968,100
FUEL,0.259109,0.08607,0.06327,0.85053,100
FUN,0.600949,0.13309,0.05109,0.81579,100
FUZZ,0.59835,0.09125,0.071,0.838,4
FX,0.49666,0.07379,0.03997,0.88627,100
GALI,-0.46655,0.005,0.0135,0.9815,2
GAME,0.691617,0.11398,0.04155,0.84448,100
GAP,0.386172,0.07653,0.03713,0.88642,100
GARD,0.9998,0.096,0.055,0.849,1
GAS,0.4159075,0.0984125,0.0539625,0.8476125,80
GB,0.719189655,0.085862069,0.032586207,0.881482759,29
GBC,0.452244,0.0746,0.03561,0.88981,100
GBG,0.599048,0.10355,0.05054,0.84581,100
GBYTE,0.9477,0.178,0.018,0.804,1
GCC,0.435584211,0.069210526,0.032684211,0.898157895,19
GCN,0.503517,0.07589,0.03315,0.89097,100
GEM,0.527621739,0.118608696,0.05973913,0.821608696,23
GEN,0.413036585,0.118268293,0.039780488,0.84202439,41
GENE,0.2604,0.090181818,0.056454545,0.853636364,11
GEO,0.57095,0.053833333,0.018375,0.928,24
GET,0.501901,0.08831,0.04109,0.87058,100
GETX,0.153504,0.02584,0.01786,0.9563,100
GFUN,-0.6908,0.007,0.02,0.973,1
GIC,0.592818,0.10232,0.03951,0.85807,100
GIN,0.445228571,0.054285714,0.023142857,0.922714286,7
GIO,-0.8519,0.019,0.05,0.931,1
GLC,0.151975,0.00775,0.0035,0.98875,4
GMAT,-0.022866667,0.106666667,0.095,0.798333333,3
GMB,0.6044,0.0185,0,0.9815,2
GNX,0.626581,0.09288,0.03747,0.86968,100
GO,0.591584,0.10657,0.04569,0.84775,100
GOD,0.413833333,0.124307692,0.067025641,0.808717949,39
GOLD,0.505944,0.08121,0.0352,0.88363,100
GOLF,0.636657143,0.121809524,0.030238095,0.847809524,21
GOLOS,0.498866667,0.055666667,0.015833333,0.9285,6
GOS,0.969266667,0.022666667,0.004,0.973,3
GPKR,0.781381481,0.147666667,0.037888889,0.814425926,54
GPT,0.59156,0.0586,0.027,0.9142,5
GRC,-0.0351,0.129,0.0975,0.7735,2
GRFT,0.01135,0.118,0.073,0.809,2
GRID,0.399916667,0.102291667,0.053416667,0.844208333,48
GRIM,-0.107477778,0.094555556,0.081111111,0.824444444,9
GRIN,0.774256667,0.104666667,0.029333333,0.8662,30
GRS,0.9638,0.116,0.013,0.872,1
GRX,0.838164706,0.127294118,0.032411765,0.840470588,17
GSC,0.545805,0.0989,0.04603,0.85507,100
GSR,0.2263,0.007,0,0.993,1
GST,0.563262162,0.108378378,0.052567568,0.839,37
GT,0.505944,0.08121,0.0352,0.88363,100
GTC,0.6977,0.10113,0.03742,0.8614,100
GTM,0.994066667,0.057333333,0.016,0.926666667,3
GTO,0.2263,0.006,0,0.994,1
GUESS,0.485109,0.09946,0.05915,0.84144,100
GUP,0.219175,0.0315,0.015,0.95375,4
GUSD,0.392959,0.05848,0.0206,0.92095,100
GXC,-0.188866667,0.012666667,0.014333333,0.972666667,3
GXX,-0.4342,0.017,0.026,0.958,1
GZRO,0.82268,0.103,0.022,0.875,5
HALO,0.805278,0.11411,0.03291,0.85299,100
HAND,0.652472,0.1166,0.05052,0.8329,100
HB,0.95545,0.0945,0.025,0.8805,2
HBAR,0.75126,0.0854,0.0236,0.8912,5
HBX,-0.28555,0.007,0.0115,0.981,2
HC,0.42364,0.1049,0.0585,0.8364,10
HDAC,-0.9723,0.033,0.054,0.913,1
HEAT,0.614034375,0.10884375,0.06496875,0.82621875,32
HEDG,-0.115233333,0.022333333,0.029333333,0.948333333,3
HELP,0.702627,0.10586,0.04059,0.85353,100
HER,0.301354,0.09351,0.06786,0.83871,100
HERB,0.525717,0.08163,0.03348,0.88494,100
HERC,0.46135,0.064,0.023,0.913,2
HERO,0.567548276,0.097517241,0.042793103,0.859862069,29
HINT,0.746517333,0.087386667,0.048533333,0.864146667,75
HIT,0.325846,0.05098,0.02942,0.91964,100
HKN,0.484466667,0.0555,0.029666667,0.914666667,6
HLM,0.9897,0.053666667,0.024,0.922666667,3
HLT,-0.9434,0.014,0.025,0.961,1
HLX,0.9884,0.141,0.039,0.821,1
HMC,0.15846,0.035,0.0136,0.9512,5
HN,0.530355,0.09479,0.0485,0.85681,100
HNST,0.648629897,0.12985567,0.060402062,0.809814433,97
HOLD,0.622341,0.10003,0.05103,0.84893,100
HORSE,0.61422,0.10008,0.05232,0.84752,25
HORUS,-0.058266667,0.071333333,0.075,0.853333333,3
HOT,0.525717,0.08163,0.03348,0.88494,100
HPC,0.528088889,0.065555556,0.022444444,0.911777778,9
HPT,0.8728025,0.1232,0.02455,0.85215,40
HPY,0.662559,0.11469,0.04798,0.83729,100
HQT,0.2263,0.006,0,0.994,1
HSC,-0.0664,0.0135,0.017,0.9695,2
HSN,0.672982,0.103,0.0487,0.84828,100
HST,0.525717,0.08163,0.03348,0.88494,100
HT,0.525717,0.08163,0.03348,0.88494,100
HTML,0.306559,0.07665,0.04497,0.87837,100
HUSH,-0.35486,0.0184,0.027,0.9546,5
HVCO,-0.011733333,0.027333333,0.043666667,0.928833333,6
HWC,0.9941,0.047,0.009,0.944,1
HX,-0.265733333,0.048333333,0.038666667,0.912666667,3
HYDRO,0.34673,0.0834,0.0173,0.8994,10
HYN,-0.170011111,0.100444444,0.096,0.803555556,9
HYPE,0.525717,0.08163,0.03348,0.88494,100
IBANK,0.4648,0.019,0.011,0.969,1
ICHX,0.324033333,0.035,0.024333333,0.940333333,3
ICNQ,0.617532143,0.084464286,0.034285714,0.88125,28
ICON,0.691630526,0.100410526,0.041894737,0.857757895,95
ICOO,0.29620625,0.0289375,0.0200625,0.95125,16
ICR,0.1011,0.1455,0.045,0.809,2
ICT,0.86734,0.0908,0.03,0.8794,5
ICX,0.722051,0.10235,0.04306,0.85466,100
IDEAL,0.750398,0.12758,0.05184,0.8205,100
IDEX,0.089871,0.01627,0.01208,0.97159,100
IDRT,0.525717,0.08163,0.03348,0.88494,100
IDT,0.0454,0.025333333,0.021333333,0.953333333,3
IDXM,0.893218462,0.107615385,0.0264,0.865953846,65
IETH,0.43515,0.057,0.04725,0.89575,4
IFC,0.319733333,0.028666667,0.011333333,0.96,3
IFLT,-0.5719,0.005,0.016,0.979,1
IFOOD,0.343957,0.03457,0.01329,0.95214,100
IFT,0.221076316,0.074105263,0.043210526,0.882736842,38
IG,0.63905,0.0964,0.0422,0.8616,10
IGG,0.599048,0.10355,0.05054,0.84581,100
IGNIS,0.5719,0.015,0,0.985,1
IHF,0.625748,0.10293,0.05428,0.84281,100
IHT,1,0.168,0.05,0.782,2
IIC,0.54948,0.12174,0.04954,0.82868,100
ILC,-0.31094,0.0052,0.014,0.9808,5
ILK,0.706183333,0.093333333,0.038666667,0.867833333,6
IMG,0.465043478,0.045369565,0.0205,0.934086957,46
IMP,0.556235714,0.112214286,0.041714286,0.846071429,70
IMPL,0.2661,0.042875,0.021375,0.93575,8
IMS,0.536716,0.082,0.0377,0.88027,100
INB,0.343957,0.03457,0.01329,0.95214,100
INC,0.343957,0.03457,0.01329,0.95214,100
INCX,0.63237,0.10516,0.04333,0.85148,100
IND,0.525727,0.08254,0.03355,0.88396,100
INE,0.9967,0.108,0.041,0.851,1
INF,0.525727,0.08254,0.03355,0.88396,100
INK,0.92889,0.0867,0.0369,0.8765,10
INN,0.269806667,0.0834,0.066533333,0.850133333,15
INO,0.49927,0.07322,0.03137,0.89542,100
INSN,0.0516,0.008,0.005,0.986,2
INSTAR,0.617485,0.0931,0.03792,0.86901,100
INT,0.343957,0.03457,0.01329,0.95214,100
INVE,-0.9998,0.091,0.109,0.801,2
IOG,0.556366667,0.029666667,0,0.970333333,3
IOP,0.578516,0.09649,0.03602,0.86749,100
IOST,0.071365,0.01947,0.01516,0.9653,100
IOTX,0.6395,0.16325,0.0045,0.832,4
IOUX,0.87525,0.1336,0.0518,0.8147,10
IOV,0.791758,0.10011,0.03418,0.86574,100
IQ,0.048525,0.0781875,0.08825,0.8334375,16
IQN,0.9578,0.103,0,0.897,1
IRD,0.9951,0.091,0.057,0.852,1
IRIS,-0.198733333,0.039666667,0.042666667,0.917666667,3
ISR,-0.9652,0,0.03,0.97,1
ITC,0.343957,0.03457,0.01329,0.95214,100
ITI,-0.7937,0.1195,0.1255,0.755,2
ITL,0.58855,0.075125,0.0314375,0.893375,16
ITT,0.311976,0.05568,0.02681,0.91754,100
IVY,-0.499233333,0.033666667,0.041,0.925,3
IXC,0.9998,0.152,0.079,0.769,1
J,0.5139025,0.070225,0.0414875,0.8881125,80
JAR,0.253792857,0.074857143,0.044285714,0.880857143,14
JCT,0.643498,0.10632,0.03573,0.85802,100
