ticker,compound,negative,neutral,positive,no_of_posts
TKLN,0.615841,0.0315,0.87847,0.08996,100
TKN,0.503566667,0.009666667,0.972,0.018666667,3
TKS,-0.12369,0.0195,0.921,0.0595,10
TKT,0.660797,0.04083,0.85477,0.10439,100
TNS,0.9987,0.025,0.872,0.103,1
TOPIA,0,0,0,0,0
TPLAY,0,0,0,0,0
TRF,0.399923,0.03092,0.89473,0.07435,100
TRIL,0,0,0,0,0
TRW,0.12565,0.04,0.917,0.043,2
TRX,0.077598,0.02,0.95574,0.02426,100
TSR,0.6059,0.013,0.968,0.019,1
TT,0.616393,0.04331,0.85349,0.10311,100
TTV,0.423157143,0.062595238,0.827571429,0.109809524,42
TUT,0,0,0,0,0
TXO,0,0,0,0,0
TYPE,0.620551,0.04668,0.85484,0.09848,100
TZRO,-0.354495455,0.089136364,0.827045455,0.083818182,22
TrueCoin,0.631070707,0.054343434,0.83989899,0.105818182,99
UBC,0.331668,0.03939,0.87735,0.08325,100
UBEX,-0.0772,0.007,0.988,0.006,1
UBT,0,0,0,0,0
UCASH,0.604124,0.03769,0.88041,0.0819,100
UCN,0,0,0,0,0
UMC,0.38938,0.03104,0.89473,0.07423,100
UST,0,0,0,0,0
UTK,0.6707,0.011388889,0.906555556,0.082111111,18
UTS,0.0646,0.0042,0.9882,0.0078,5
VAD,0,0,0,0,0
VB,0.8996,0.046,0.857285714,0.096571429,7
VBEO,0,0,0,0,0
VEE,0.66376,0.0384,0.8982,0.0634,5
VEGA,0.939565909,0.029931818,0.851727273,0.118272727,88
VERI,-0.0379,0.0735,0.877,0.0495,2
VIC,-0.6006,0.0305,0.9655,0.003,2
VIEW,0.500358,0.03485,0.88632,0.07871,100
VIOLA,-0.4737,0.038,0.921,0.04,1
VIOX,0,0,0,0,0
VIT,0.9825,0.019,0.879,0.102,1
VITO,0,0,0,0,0
VIVA,-0.000825,0.07125,0.82375,0.1045,4
VLB,0,0,0,0,0
VLD,0.318328,0.05482,0.86141,0.08384,100
VLR,0.865825,0.02532,0.86877,0.10596,100
VLX,0,0,0,0,0
VNX,0.4992,0.015,0.963,0.0215,2
VOCO,-0.2263,0.016,0.972,0.012,1
VRF,0.564992,0.04569,0.85416,0.10014,100
VRN,0.995609091,0.059909091,0.812818182,0.127454545,11
VRP,0,0,0,0,0
VSLICE,0,0,0,0,0
VSM,0,0,0,0,0
VST,0.7862,0,0.997,0.003,1
VT,0.378185714,0.035428571,0.914,0.050571429,14
VTP,-0.9636,0.06,0.917,0.023,1
VZT,0.387852,0.05489,0.8475,0.09753,100
WAND,-0.7096,0.022,0.973,0.005,1
WATR,0,0,0,0,0
WAVES,0.637554,0.0394,0.85969,0.10093,100
WAX,0.3248625,0.038625,0.89,0.071125,8
WCO,0,0,0,0,0
WEE,0.07695,0.01725,0.92775,0.055,4
WEIS,0.649233333,0.058833333,0.856666667,0.0845,6
WELL,0.802191,0.04051,0.83975,0.11971,100
WEM,0,0,0,0,0
WGR,-0.8231,0.069,0.91,0.021,1
WIIX,0,0,0,0,0
WIKI,0.461101887,0.063264151,0.850377358,0.086433962,53
WIL,0.775551,0.02679,0.85828,0.1149,100
WILD,0.309612,0.05076,0.8623,0.08694,100
WIN,0.654916,0.04514,0.81814,0.13679,100
WINGS,0.399707692,0.047,0.869923077,0.083,13
WINS,0.654916,0.04514,0.81814,0.13679,100
WIZ,0.9999,0.028,0.789,0.183,1
WPR,0.2263,0,0.994,0.006,1
WPT,0.9967,0.0375,0.8565,0.106,2
WRC,-0.5719,0.023,0.97,0.007,1
WRT,0.676535,0.06325,0.84025,0.09665,20
WT,0.964,0.024666667,0.927,0.048333333,3
WTT,0.9667875,0.014375,0.877625,0.108,8
WZR,0,0,0,0,0
XAI,0,0,0,0,0
XCD,0,0,0,0,0
XCJ,0,0,0,0,0
XCLP,0,0,0,0,0
XCLR,-0.147854545,0.076545455,0.843818182,0.079545455,11
XCPO,0,0,0,0,0
XID,0,0,0,0,0
XLS,0.2957,0.034,0.925,0.042,1
XNT,0,0,0,0,0
XPR,0.620953,0.03162,0.87697,0.09134,100
XPST,0,0,0,0,0
XRED,0,0,0,0,0
XRK,0,0,0,0,0
XSE,0,0,0,0,0
XSO,0,0,0,0,0
XTO,0.615841,0.0315,0.87847,0.08996,100
XTZ,0.663938776,0.021938776,0.878857143,0.099326531,49
XYO,0.615841,0.0315,0.87847,0.08996,100
YOU,0.43523,0.05083,0.84577,0.10333,100
YOUtoken,0,0,0,0,0
YUM,0.659916667,0.028333333,0.8815,0.090333333,6
YUP,0.650928571,0.042142857,0.839190476,0.118619048,21
ZCN,0,0,0,0,0
ZET,0.099490909,0.037727273,0.891909091,0.070181818,11
ZFL,0,0,0,0,0
ZRC,0.26135,0.0225,0.919,0.0585,2
ZRX,0.729419608,0.017843137,0.904098039,0.078078431,51
eFIC,0.615841,0.0315,0.87847,0.08996,100
genEOS,0,0,0,0,0
iLT,0,0,0,0,0
iRMC,0,0,0,0,0
BTC,0.2263,0.006,0,0.994,1
1337,0.433033871,0.086241935,0.05083871,0.862741935,62
1SG,-0.067966667,0.015333333,0.018666667,0.966,3
1X2,0.541983,0.09712,0.04135,0.8615,100
3DC,-0.5719,0.005,0.019,0.976,1
42,0.426053,0.06068,0.03026,0.90899,100
777,0.416907692,0.096461538,0.018384615,0.885230769,13
7E,0.269566667,0.054333333,0.028333333,0.917333333,3
A,0.537502,0.08555,0.03007,0.88439,100
AAA,0.24016,0.0718,0.0354,0.8928,5
AAC,0.886880952,0.052809524,0.027,0.919761905,21
ABBC,0.541983,0.09712,0.04135,0.8615,100
ABDT,0.465742308,0.08875641,0.055346154,0.855961538,78
ABS,0.642155,0.07953,0.04264,0.87777,100
ABYSS,0.525304,0.08518,0.03059,0.88425,100
AC3,0.821,0.034,0.028333333,0.937666667,3
ACAT,0.8591,0.034,0.011,0.954,1
ACC,0.649933333,0.094,0.0355,0.87,6
ACDC,0.57108,0.0902,0.0474,0.8622,5
ACE,0.1621,0.016666667,0.013333333,0.969666667,3
ACED,-0.102163636,0.019818182,0.031727273,0.948636364,11
ACES,0.724076923,0.069384615,0.050846154,0.879923077,13
ACM,0.40811875,0.0380625,0.022375,0.9395,16
ACT,0.478156,0.10751,0.05809,0.83443,100
ACU,-0.9421,0.063,0.07,0.867,1
AD,0.349045455,0.090045455,0.061318182,0.848772727,22
ADA,0.589474194,0.098387097,0.032946237,0.868752688,93
ADB,0.532975,0.05225,0.01975,0.92775,4
ADC,-0.221783333,0.003333333,0.0125,0.984,6
ADI,0.36085,0.02525,0.01375,0.961,4
ADN,-0.0489,0.011285714,0.021142857,0.968285714,7
ADS,0.743054,0.12899,0.04344,0.82752,100
ADX,0.8224,0.162,0,0.838,3
ADZ,0.644925,0.05475,0.0095,0.93575,4
AEG,0.4767,0.018,0.011,0.972,1
AEN,-0.7964,0.005,0.027,0.968,1
AEON,-0.198425,0.01425,0.01625,0.96925,8
AERGO,0.8481,0.173,0,0.827,1
AFIN,0.834785,0.10294,0.02884,0.86821,100
AGI,0.96504,0.1178,0.0162,0.866,5
AGRS,0.525304,0.08518,0.03059,0.88425,100
AIB,0.9509,0.059,0.049,0.892,1
AIDOC,0.581669697,0.101939394,0.045606061,0.852575758,33
AION,0.1509,0.151,0.117,0.732,1
AIT,0.2987,0.02,0.013,0.967,2
AKA,0.273142857,0.092857143,0.074057143,0.833057143,35
ALC,-0.058116667,0.013888889,0.016444444,0.969611111,18
ALGO,0.538654902,0.062862745,0.040764706,0.896411765,51
ALI,0.525304,0.08518,0.03059,0.88425,100
ALIS,0.430696,0.0714,0.04216,0.88656,25
ALT,0.52421,0.08438,0.03098,0.88466,100
AMIO,0.682825,0.09694,0.03671,0.86637,100
AMO,0.541983,0.09712,0.04135,0.8615,100
AMON,0.48608,0.0994,0.0612,0.8396,5
AMPL,0.226466667,0.016666667,0.012333333,0.970666667,3
AMS,0.5194,0.0495,0.01375,0.9365,4
ANC,0.9933,0.079,0.045,0.876,2
ANCT,0.632043333,0.1093,0.045633333,0.845033333,30
ANKR,-0.28665,0.012,0.016,0.972,2
ANON,0.2373,0.119466667,0.0783,0.802333333,30
AOA,0.570903571,0.050928571,0.01175,0.937285714,28
APC,0.541983,0.09712,0.04135,0.8615,100
APH,-0.3612,0.016,0.024,0.959,1
APIS,0.659688,0.09493,0.02785,0.87723,100
APL,0.52823,0.09203,0.03798,0.86996,100
APR,0.541983,0.09712,0.04135,0.8615,100
ARAW,-0.205655556,0.094,0.091555556,0.814555556,9
ARB,0.094588889,0.038555556,0.043777778,0.917555556,9
ARC,0.69979,0.10849,0.03885,0.85257,100
ARCO,0.5207,0.016,0.008,0.9755,2
ARDR,-0.225380952,0.015666667,0.020095238,0.964190476,21
AREPA,0.15175,0.0115,0.0075,0.9805,2
ARGUS,-0.14815,0.04,0.045,0.9145,2
ARION,0.591617,0.11784,0.05239,0.82975,100
ARPA,0.343957,0.03457,0.01329,0.95214,100
ARQ,-0.9595,0.009,0.0405,0.9515,2
ARRR,0.343957,0.03457,0.01329,0.95214,100
ART,0.533544565,0.104597826,0.048445652,0.846923913,92
ARY,0.525719,0.07151,0.03833,0.89,100
ASA,0.537909,0.09639,0.04199,0.86159,100
ASAFE,0.144125,0.012,0.00825,0.97975,4
ASG,0.7603,0.02,0.005,0.974,1
AT,0.504947,0.08211,0.03109,0.88684,100
ATCC,0.549136,0.09701,0.04253,0.86043,100
ATH,0.475544444,0.090018519,0.040685185,0.869203704,54
ATLS,0.504947,0.08211,0.03109,0.88684,100
ATM,0.533549,0.09685,0.05151,0.85171,100
ATMI,-0.3334,0.015,0.025,0.9605,2
ATN,0.997133333,0.110333333,0.005666667,0.884,3
ATOM,0.340495522,0.060686567,0.023223881,0.91619403,67
ATP,0.723943,0.09956,0.02759,0.87287,100
ATS,0.58174,0.078,0.0152,0.9068,5
ATX,0.8153,0.08775,0.01675,0.895875,8
AUR,0.962633333,0.1,0.057333333,0.843,3
AUTO,0.508821,0.08414,0.04825,0.86755,100
AUX,0.600790909,0.053818182,0.021590909,0.924545455,22
AV,0.238872727,0.083954545,0.052772727,0.863272727,22
AVA,0.768,0.103,0.074,0.823,1
AVH,0.88335,0.09,0.0235,0.886,2
AWC,0.709494,0.11255,0.03623,0.85117,100
AXE,-0.166835714,0.039428571,0.043857143,0.916714286,14
AXIOM,0.0293,0.046666667,0.032666667,0.920666667,3
AYA,0.367233333,0.043333333,0.038666667,0.917666667,3
AZ,0.547588889,0.073222222,0.025888889,0.900666667,9
B2B,0.339255172,0.076896552,0.025931034,0.897103448,29
B2G,-0.22115,0.009,0.011,0.9795,2
B@,0.9807,0.09,0,0.91,1
BAAS,0.9865,0.1005,0,0.8995,2
BANCA,0.3612,0.016,0.007,0.977,1
BAND,0.723943,0.09956,0.02759,0.87287,100
BAY,0.2279,0.078738095,0.048571429,0.872714286,42
BBC,0.074533333,0.015,0.013333333,0.971833333,6
BBGC,0.6121,0.0516,0.0466,0.9012,5
BBK,-0.05187,0.0125,0.0149,0.9725,10
BBN,0.682825,0.09694,0.03671,0.86637,100
BBO,0.7744,0.041,0.011,0.948,1
BBP,0.9346,0.0995,0.02575,0.87475,4
BBR,-0.293857143,0.011,0.018571429,0.970142857,7
BBS,0.759166667,0.049,0.018666667,0.932666667,3
BCA,0.239231034,0.050396552,0.022413793,0.927293103,58
BCAC,0.59944,0.109,0.0366,0.8544,5
BCARD,-0.02696,0.014,0.014,0.972,5
BCD,0.340512821,0.060666667,0.030717949,0.908666667,39
BCDT,0.283373333,0.047833333,0.034166667,0.918066667,30
BCH,0.706593,0.10123,0.03823,0.86059,100
BCI,0.767869,0.11266,0.04143,0.84597,100
BCN,-0.3919,0.046692308,0.059538462,0.893538462,13
BCO,0.490766667,0.022666667,0.010333333,0.967,3
BCPT,0.3560875,0.079125,0.046875,0.874125,8
BCS,0.59944,0.109,0.0366,0.8544,5
BCV,0.0516,0.012,0.008,0.98,1
BCX,0.669966667,0.056333333,0.012,0.931666667,3
BCZ,0.716411111,0.070555556,0.027351852,0.902055556,54
BCZERO,0.549136,0.09701,0.04253,0.86043,100
BDX,0.63885,0.024,0.0095,0.9665,2
BEAM,0.749118182,0.124727273,0.061636364,0.813636364,11
BECN,0.361932143,0.068964286,0.037428571,0.893535714,28
BEET,0.549136,0.09701,0.04253,0.86043,100
BELA,0.9071,0.04,0.011,0.949,1
BEN,0.686586538,0.088980769,0.034134615,0.876961538,52
BENZ,0.985346667,0.112866667,0.015933333,0.871066667,15
BERN,0.99685,0.119,0.028,0.853,2
BEST,0.898144444,0.136444444,0.020277778,0.843333333,18
BET,0.670543,0.11032,0.0448,0.84483,100
BEZ,0,0,0,1,1
BF,0.504947,0.08211,0.03109,0.88684,100
BFT,0.995,0.078,0.042,0.88,1
BGBP,0.987616667,0.0865,0.018833333,0.894666667,6
BGG,0.504947,0.08211,0.03109,0.88684,100
BHD,0.7858,0.069,0.026,0.905,2
BHP,0.05225,0.0765,0.023,0.9005,2
BHT,0.504947,0.08211,0.03109,0.88684,100
BIA,0.504947,0.08211,0.03109,0.88684,100
BIFI,0.436038,0.07841,0.04563,0.87592,100
BIO,0.515597368,0.068526316,0.035578947,0.895868421,38
BIR,0.3775,0.0625,0.00475,0.933,4
BIS,0.275869697,0.063636364,0.039030303,0.89730303,33
BIT,0.571607,0.09175,0.0371,0.8611,100
BITB,0.706593,0.10123,0.03823,0.86059,100
BITG,0.5719,0.016,0,0.984,1
BITGOLD,1,0.152,0.046,0.802,1
BITS,0.634915,0.09396,0.0403,0.86574,100
BITX,0.318343,0.06106,0.03199,0.90699,100
BIX,0.504947,0.08211,0.03109,0.88684,100
BLACK,0.37654,0.0905,0.05407,0.85545,100
BLAST,0.161689474,0.117052632,0.048947368,0.834052632,19
BLC,-0.014744444,0.102666667,0.092888889,0.804444444,9
BLCR,0.563773,0.09667,0.04141,0.86189,100
BLINK,0.506018,0.11513,0.0267,0.85822,100
BLK,0.029955,0.0252,0.01895,0.95585,20
BLN,-0.639066667,0.0375,0.051,0.911333333,6
BLOC,0.678585714,0.091571429,0.035714286,0.872714286,7
BLOCK,0.487398,0.09358,0.04693,0.85948,100
BLT,-0.027153333,0.052333333,0.0404,0.907066667,15
BLTG,0.622407407,0.081962963,0.038037037,0.880148148,27
BLU,0.133266667,0.079333333,0.063333333,0.857666667,3
BLUE,0.723943,0.09956,0.02759,0.87287,100
BLZ,-0.5719,0.004,0.016,0.98,1
BMC,0.00495,0.074,0.071,0.8555,2
BMX,0.504947,0.08211,0.03109,0.88684,100
BNB,0.563773,0.09667,0.04141,0.86189,100
BNC,0.5181,0.052,0.049833333,0.898333333,6
BNK,0.3567,0.045666667,0.008333333,0.945666667,3
BNP,0.723943,0.09956,0.02759,0.87287,100
BNTY,0.995125,0.1765,0.006,0.81725,4
BNY,-0.0011,0.072,0.0945,0.8325,2
BOA,0.159666667,0.031,0.019666667,0.949833333,6
BOB,0.239294737,0.082105263,0.066921053,0.850973684,38
BOK,-0.0548,0.0155,0.0175,0.967,2
BOLI,0.5766,0.014,0.005,0.981,1
BOLT,0.4349875,0.115375,0.0579375,0.82675,16
BOLTT,0.563773,0.09667,0.04141,0.86189,100
BOMB,0.16425,0.112875,0.0835,0.803583333,24
BOOM,0.482769,0.09684,0.05566,0.84748,100
BOUTS,0.537155,0.07055,0.0442,0.8852,20
BOX,0.504947,0.08211,0.03109,0.88684,100
BPRO,0.613429,0.09581,0.04067,0.86348,100
BPT,0.0857,0.013,0.014,0.973,1
BQT,-0.9997,0.059,0.08,0.86,1
BQTX,-0.177866667,0.006333333,0.011333333,0.982333333,3
BRAT,0.220290323,0.094580645,0.08672043,0.818731183,93
BRC,0.343957,0.03457,0.01329,0.95214,100
BRD,0.5493,0.089666667,0.04675,0.863666667,24
BRDG,0.723549,0.09997,0.02831,0.87174,100
BRIA,0.5207,0.016,0.008,0.9755,2
BRO,0.227776744,0.094651163,0.076465116,0.828906977,43
BRZ,0.495383333,0.106375,0.0495,0.844166667,24
BSC,0.5766,0.014,0.005,0.981,1
BSD,0.392276471,0.038823529,0.024941176,0.936176471,17
BST,0.094142857,0.019428571,0.030428571,0.95,7
BSTN,-0.25,0.013,0.017,0.97,1
BSTY,-0.142933333,0.067,0.014333333,0.919,3
BSV,0.142218,0.02119,0.01539,0.96346,100
BTA,-0.5719,0.004,0.015,0.98,1
BTAD,0.807817,0.10544,0.04684,0.84768,100
BTB,0.76148,0.0548,0.0282,0.9168,5
BTC,0.573038,0.08689,0.04005,0.86301,100
BTC2,0.444686,0.0647,0.02818,0.90707,100
BTCB,-0.3032,0.1015,0.1015,0.797,2
BTCF,0.746359,0.12187,0.04071,0.83734,100
BTCL,0.42425,0.078153846,0.031038462,0.890846154,26
BTCN,0.34255,0.0145,0.004,0.9815,2
BTCONE,0.549015,0.08787,0.04007,0.87203,100
BTCP,0.660515,0.1032,0.03961,0.85718,100
BTCRED,0.468996,0.09435,0.04984,0.85583,100
BTCS,0.059255224,0.024671642,0.016164179,0.959149254,67
BTCZ,-0.19425,0.01975,0.024,0.956,4
BTDX,0.187333333,0.018,0.008333333,0.973666667,3
BTG,0.599048,0.10355,0.05054,0.84581,100
BTK,-0.095714286,0.055571429,0.042142857,0.902571429,7
BTM,-0.004284615,0.017102564,0.014564103,0.968410256,39
BTMX,0.518344,0.08056,0.03008,0.88939,100
BTN,0.206135714,0.023857143,0.016428571,0.959571429,14
BTNT,0.518344,0.08056,0.03008,0.88939,100
BTO,-0.3934,0.006,0.0175,0.9765,2
BTR,-0.1645,0.013,0.016,0.9715,2
BTRS,0.518895,0.1173,0.0551,0.82745,20
BTS,0.686135714,0.117571429,0.038928571,0.843714286,14
BTU,0.723549,0.09997,0.02831,0.87174,100
BTW,0.292253571,0.086642857,0.060321429,0.852928571,28
BTX,0.496657,0.07288,0.04004,0.88711,100
BU,0.64882,0.1086,0.054,0.8376,5
BUB,0.264516,0.08773,0.0618,0.85053,100
BUD,0.418968182,0.097272727,0.056045455,0.846636364,22
BURN,0.554319048,0.098452381,0.04327381,0.85827381,84
BURST,0.2672,0.084483871,0.070612903,0.844935484,31
BUSD,0.650214,0.09907,0.04223,0.85862,100
BUT,0.514329,0.07951,0.03076,0.88978,100
BUZZ,0.64282093,0.107697674,0.050883721,0.841534884,43
BWK,1,0.168,0.05,0.782,2
BWT,0.2263,0.006,0,0.994,1
BXC,0.127433333,0.015,0.013,0.972,3
BXK,0.733514,0.12577,0.04674,0.82746,100
BYT,0.514329,0.07951,0.03076,0.88978,100
BZ,0.514329,0.07951,0.03076,0.88978,100
BZE,-0.3612,0.019,0.028,0.954,1
BZX,0.523657,0.10984,0.05352,0.83668,100
C2,0.2283875,0.0565,0.038,0.90575,8
C20,0.42756,0.0416,0.019,0.9396,5
CAB,0.518422222,0.106555556,0.050111111,0.843444444,9
CAG,0.706111,0.08549,0.03277,0.88175,100
CAI,0.512838,0.07954,0.03121,0.8893,100
CANN,0.5766,0.014,0.005,0.981,1
CAR,0.595492,0.11073,0.05314,0.83617,100
CARBON,0.561888571,0.097571429,0.045942857,0.856485714,35
CARD,0.787571,0.11431,0.03112,0.8546,100
CARE,0.366981,0.10548,0.06741,0.82718,100
CAS,0.856938462,0.094230769,0.025615385,0.880128205,39
CAT,0.306035294,0.069784314,0.04172549,0.888490196,51
CATT,0.496803,0.07893,0.034,0.88712,100
CB,0.586326471,0.069558824,0.039294118,0.891088235,34
CBM,0.4588,0.021,0.007,0.972,1
CBT,0.126975,0.00925,0.0075,0.98325,4
CCC,0.560037,0.08676,0.03647,0.87675,100
CCCX,0.560037,0.08676,0.03647,0.87675,100
CCL,-0.3336,0.051666667,0.068333333,0.88,3
CCN,0.345463889,0.089055556,0.086111111,0.824916667,36
CCRB,-0.3527,0.009,0.019333333,0.971666667,3
CCT,0.546973,0.10286,0.05701,0.84004,100
CCX,0.342030556,0.068694444,0.058944444,0.872027778,36
CDC,0.655192,0.09294,0.03731,0.86979,100
CDM,0.98933,0.0973,0.0165,0.8863,10
CDX,0.682602,0.09464,0.03562,0.86977,100
CEDEX,0.560037,0.08676,0.03647,0.87675,100
CEL,0.641874074,0.109666667,0.016037037,0.87437037,27
CELR,0.682602,0.09464,0.03562,0.86977,100
CEN,0.5766,0.014,0.005,0.981,1
CENNZ,0.477786,0.09315,0.05218,0.8547,100
CENT,0.620784091,0.103352273,0.049943182,0.846704545,88
CET,0.501907,0.07946,0.03426,0.88633,100
CF,0.422836364,0.070454545,0.036636364,0.892818182,11
CFL,-0.3341,0.055,0.065,0.88,3
CHAT,0.597293,0.10344,0.04225,0.85436,100
CHE,0.242219231,0.079346154,0.045,0.875730769,26
CHEESE,-0.30698,0.0738,0.091666667,0.834466667,15
CHESS,0.720727273,0.094,0.035090909,0.871,11
CHEX,0.87635,0.0875,0.0055,0.907,2
CHP,0.885,0.048,0.025,0.927,1
CHR,0.5831,0.052,0.010833333,0.937333333,6
CHT,-0.1027,0,0.004,0.996,1
CIV,-0.2526,0.012533333,0.026,0.961466667,15
CJ,0.09015,0.0768,0.0775,0.8456,10
CKUSD,0.650214,0.09907,0.04223,0.85862,100
CL,0.260686667,0.0436,0.034133333,0.9224,15
CLAM,0.8709,0.072,0.054,0.874,1
CLO,0.682602,0.09464,0.03562,0.86977,100
CLOAK,0.208525,0.0489,0.0349,0.91605,20
CLR,0.82398,0.1127,0.03258,0.85473,100
CLUB,0.632376316,0.103960526,0.039684211,0.856328947,76
CMM,0.9864,0.019,0.003,0.978,3
CMT,0.68825,0.07825,0.04,0.8815,4
CNET,0.178857143,0.085714286,0.073714286,0.840571429,7
CNNC,0.61045,0.0565,0.0065,0.937,2
CNNS,0.563785714,0.11502381,0.05302381,0.831952381,42
CNUS,-0.5472,0.007,0.022571429,0.970142857,7
COAL,0.3934875,0.089125,0.0510625,0.8598125,16
COBRA,-0.26388,0.066,0.0624,0.8717,10
COFI,-0.1531,0.066,0.088,0.846,1
COLX,0.920166667,0.059333333,0.031333333,0.909,3
CON,0.552098551,0.110594203,0.047347826,0.842188406,69
CONST,0.475197,0.08177,0.048,0.87016,100
COS,0.445945455,0.060545455,0.036090909,0.903454545,11
COSM,0.558452,0.08409,0.03588,0.88002,100
COU,0.0516,0.012,0.008,0.98,1
COVA,-0.7964,0.006,0.036,0.957,1
CPC,0.501907,0.07946,0.03426,0.88633,100
CPU,0.260229,0.07796,0.05578,0.86618,100
CRAD,0.347961111,0.081444444,0.041055556,0.877777778,18
CRAVE,0.3929625,0.093375,0.04425,0.862375,8
CRB,-0.1027,0,0.004,0.996,1
CRC,0.6645375,0.05475,0.005,0.94025,8
CRE,-0.0689,0.016,0.016,0.968,3
CRED,0.686567,0.10559,0.03859,0.85579,100
CREDIT,0.782884,0.11693,0.03714,0.84591,100
CREX,0.501907,0.07946,0.03426,0.88633,100
CRM,0.767883333,0.093583333,0.027666667,0.878583333,12
CRO,0.558452,0.08409,0.03588,0.88002,100
CROAT,0.752492857,0.086785714,0.0175,0.895892857,28
CRON,0.321625,0.019,0.06725,0.91375,4
CRPT,0.3723,0.08675,0.04875,0.86425,4
CRW,0.314018519,0.070222222,0.051111111,0.878740741,27
CRYP,-0.1554,0.0158,0.0192,0.9648,5
CSC,-0.085433333,0.014,0.007333333,0.978666667,3
CSM,0.9034,0.034,0.028,0.938,1
CSP,0.72621875,0.1265625,0.025,0.8484375,16
CSPN,0.755745,0.11571,0.03032,0.85398,100
CSTL,0.643476923,0.086076923,0.034615385,0.879076923,13
CTC,0.667177778,0.091333333,0.040888889,0.867888889,18
CTL,0.889578571,0.071214286,0.023285714,0.905357143,14
CTX,-0.114465789,0.030710526,0.037921053,0.931368421,38
CTXC,0.085154545,0.076090909,0.055181818,0.868545455,11
CURE,0.478745455,0.103636364,0.087636364,0.809,11
CUST,0.501907,0.07946,0.03426,0.88633,100
CV,0.3776,0.100666667,0.026666667,0.872666667,3
CVCC,-0.3407,0.010928571,0.026285714,0.962785714,14
CVN,-0.642875,0.04725,0.06025,0.89325,4
CVNT,0.828683,0.11664,0.03613,0.84724,100
CVT,0.363816667,0.014833333,0.008,0.977166667,6
CWV,0.343957,0.03457,0.01329,0.95214,100
CXO,0.373833333,0.012333333,0.004,0.983666667,3
CYBR,0.501907,0.07946,0.03426,0.88633,100
CYL,0.501907,0.07946,0.03426,0.88633,100
D,0.495606,0.07262,0.03459,0.89273,100
DACC,0.38025,0.049,0.036,0.915,2
DACHX,0.562655,0.08367,0.03593,0.88039,100
DACS,0.5526375,0.055625,0.013875,0.93025,8
DAD,0.343957,0.03457,0.01329,0.95214,100
DAG,0.510636364,0.060909091,0.031272727,0.907818182,11
DAGT,0.860974,0.10992,0.02986,0.86027,100
DAI,0.807830137,0.116465753,0.024082192,0.859479452,73
DAPP,0.825433333,0.107095238,0.033968254,0.858888889,63
DAPPT,0.501907,0.07946,0.03426,0.88633,100
DAPS,0.501907,0.07946,0.03426,0.88633,100
DAR,-0.1912,0.050666667,0.053333333,0.895333333,3
DASH,0.663146,0.10277,0.0251,0.87211,100
DASHG,0.518782,0.08945,0.04415,0.86642,100
DAT,0.317875,0.0860625,0.0478125,0.8660625,16
DATA,0.7531,0.024,0.012,0.964,1
DATP,0.770926,0.10743,0.03836,0.85425,100
DAV,0.562655,0.08367,0.03593,0.88039,100
DAX,0.17251,0.0659,0.0423,0.8917,10
DAY,0.48702,0.07236,0.03165,0.89603,100
DBC,0.343957,0.03457,0.01329,0.95214,100
DBET,0.9261,0.134333333,0.024666667,0.840666667,3
DCR,0.5372125,0.077875,0.019208333,0.903125,24
DCTO,0.770926,0.10743,0.03836,0.85425,100
DEEP,0.716132,0.09313,0.02839,0.87833,100
DEFI,0.834070833,0.108347222,0.024819444,0.866847222,72
DELTA,0.876238961,0.105441558,0.022922078,0.871623377,77
DEM,-0.3182,0.008,0.011,0.981,1
DEV,0.244061,0.06775,0.0439,0.88834,100
DEX,0.389317526,0.065742268,0.026350515,0.907989691,97
DFS,0.755745,0.11571,0.03032,0.85398,100
DFT,-0.1318125,0.105125,0.099625,0.79525,8
DGB,0.839014286,0.0935,0.014285714,0.892214286,14
DGC,0.1763,0.0274,0.021,0.9514,5
DGTX,0.057109,0.0655,0.05192,0.88261,100
DGX,0.659622388,0.100776119,0.043880597,0.855238806,67
DICE,0.815923333,0.132566667,0.027533333,0.839966667,30
DIG,0.49236875,0.10546875,0.05725,0.83734375,32
DILI,0.533874,0.10115,0.03019,0.86873,100
DIM,-0.4505125,0.078,0.090125,0.832375,8
DIME,0.527579167,0.086375,0.048833333,0.864958333,24
DIN,0.594993333,0.0564,0.035466667,0.908333333,15
DIO,-0.242433333,0.021444444,0.037777778,0.941,9
DIVI,0.64183,0.1366,0.0196,0.8438,10
DLC,-0.761625,0.05225,0.0745,0.87325,4
DMB,0.535842,0.10876,0.06248,0.82874,100
DMD,0.340512821,0.060666667,0.030717949,0.908666667,39
DML,0.770926,0.10743,0.03836,0.85425,100
DNA,0.580780952,0.097619048,0.041428571,0.860952381,21
DOCK,0.991466667,0.113333333,0.042,0.844666667,3
DOGE,0.39613,0.08538,0.02994,0.88473,100
DOGEC,-0.3495,0.010923077,0.027076923,0.962,13
DOGET,0.515566,0.08071,0.03436,0.88498,100
DOPE,0.139733333,0.0715,0.0585,0.869833333,6
DOS,0.684141,0.09542,0.0355,0.86912,100
DOV,0.7859,0.062,0.012,0.926,2
DOW,0.464411364,0.092522727,0.047522727,0.859795455,44
DPY,-0.3612,0.007,0.015,0.978,1
DRA,0.9445,0.0508,0.0184,0.9306,5
DRAGON,0.784002,0.10657,0.03691,0.85652,100
DRM,-0.096826667,0.0269,0.034266667,0.938966667,30
DROP,0.507205,0.08938,0.05869,0.85185,100
DRPU,0.869152,0.12009,0.03116,0.84876,100
