rank_cnc,Name,Ticker,market_cap,price,volume24,pct1h,pct24h,pct7d,country,platform,pre_ico_end,pre_ico_start,rating,status,type,End,Start,Duration,pre_Duration,compound,negative,neutral,positive,no_of_posts,Longevity,success_PCA
776.0, DECENT,DCT,1517679,0.015177000000000001,911991,0.03,-4.62,-2.35,Switzerland,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2016-11-06 00:00:00,2016-09-11 00:00:00,29,0,-0.62885,0.026000000000000002,0.9605,0.013000000000000001,2.0,906.0,0
157.0, Arcblock,ABT,21546140,0.711845,9601,-0.11,-2.58,-7.94,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.8,Trading,ICO,2018-02-04 00:00:00,2018-02-03 23:00:00,0,0,0.466295455,0.032909091,0.9003636359999999,0.066772727,22.0,913.0,0
576.0, INLOCK,ILK,3119399,0.0045,980135,-0.28,-0.68,-12.76,Estonia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,ICO,2018-12-12 23:59:00,2018-09-15 00:00:00,0,0,0.712566667,0.034166667000000005,0.844666667,0.121,6.0,920.0,0
286.0, SingularityNET,AGI,11505575,0.364165,16200,-1.48,-4.04,7.82,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Closed,ICO,2018-01-30 17:00:00,2017-12-21 17:00:00,1,0,0.5035666670000001,0.009666667,0.972,0.018666666999999998,3.0,927.0,0
886.0, NeuroChain,NCC,1028115,0.005533,79422,-0.26,1.94,-10.34,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Closed,ICO,2018-04-15 08:00:00,2018-03-19 08:00:00,24,0,0.0772,0.011000000000000001,0.977,0.012,1.0,930.0,0
390.0, Bluzelle,BLZ,6573973,0.807018,431,-3.93,-4.25,-5.08,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,31,0,-0.0772,0.008,0.986,0.006999999999999999,1.0,933.0,0
672.0, MVL,MVL,2288363,0.99587,80089,0.21,-2.99,-5.54,Singapore,Ethereum,2018-05-11 21:00:00,2018-04-26 21:00:00,3.7,Closed,ICO,2018-05-24 21:00:00,2018-05-15 21:00:00,28,15,-0.3144,0.034666667000000005,0.933333333,0.032,3.0,933.0,0
176.0, CyberMiles,CMT,17292126,15.65,26756,-0.28,-1.62,-1.6,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-12-05 16:00:00,2017-11-21 16:00:00,0,0,0.6153333329999999,0.034111111,0.886777778,0.07922222200000001,9.0,946.0,0
82.0, Enjin Coin,ENJ,57487535,0.717959,793957,-0.16,-4.04,7.69,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,ICO,2017-10-31 23:00:00,2017-10-03 12:00:00,31,0,0.72845,0.0125,0.9585,0.028999999999999998,2.0,948.0,0
19.0, Dash,DASH,760265147,3.99,147439544,-1.62,1.29,2.14,,,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0,0,0.34049552200000005,0.060686567000000004,0.023223881000000002,0.91619403,67.0,954.0,0
1399.0, GoldFund,GFUN,143304,0.001911,136,1.1,-2.59,-16.9,Australia,Litecoin,2018-11-30 23:59:00,2018-10-01 00:00:00,4.1,Closed,ICO,2019-01-31 23:59:00,2018-12-01 00:00:00,2,60,0.219175,0.0315,0.015,0.95375,4.0,956.0,0
34.0, HedgeTrade,HEDG,224670479,2.34,348323741,-0.52,0.08,5.38,Canada,Ethereum,2018-08-31 00:00:00,2018-08-01 00:00:00,4.1,Closed,ICO,2018-11-17 00:00:00,2018-10-17 00:00:00,5,30,0.6787735290000001,0.021088235,0.9135588240000001,0.065382353,34.0,970.0,0
857.0, Friendz,FDZ,1134043,0.009689,2765,-0.2,1.66,-8.22,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,ICO,2018-03-21 00:00:00,2018-03-01 11:00:00,21,0,-0.0772,0.006999999999999999,0.987,0.006,1.0,970.0,0
586.0, Bottos,BTO,3001811,0.42873100000000003,0,-0.21,-1.4,-5.3,,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.0,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,14,0,0.815923333,0.132566667,0.027533332999999997,0.839966667,30.0,992.0,0
844.0, Enecuum,ENQ,1179016,1.66,28794,0.52,2.89,-5.24,Hong Kong,Ethereum,2018-12-31 00:00:00,2018-07-22 00:00:00,4.1,Closed,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,62,162,0.49553,0.04247,0.85557,0.10195,100.0,1004.0,0
1196.0, CoTrader,COT,324510,0.245286,0,0.0,39.52,-14.13,,Ethereum,2018-04-09 12:00:00,2018-03-26 12:00:00,3.0,Closed,ICO,2018-05-30 00:00:00,2018-04-30 12:00:00,44,14,-0.12369000000000001,0.0195,0.9209999999999999,0.0595,10.0,1035.0,0
387.0, CyberVein,CVT,6636038,0.14420999999999998,12590,-0.46,-1.44,-5.4,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Closed,ICO,2018-02-20 00:00:00,2018-01-30 00:00:00,95,0,-0.46455,0.027000000000000003,0.9665,0.0065,2.0,1046.0,0
13.0, Huobi Token,HT,1105888653,0.042654000000000004,53437224,-0.5,-1.72,-2.12,Seychelles,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,0.0,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,488,0,0.589474194,0.09838709699999999,0.032946237,0.8687526879999999,93.0,1049.0,1
440.0, SONM,SNM,5382910,0.005981,45,-0.21,89.44,56.25,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-07-25 12:00:00,2017-06-25 12:00:00,26,0,0.16627162199999998,0.075459459,0.049689189,0.874878378,74.0,1058.0,0
51.0, Lisk,LSK,105369052,0.9011379999999999,6085548,-0.92,-3.26,28.05,Germany,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.4,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,32,0,0.721508333,0.010666667,0.88525,0.10391666699999999,12.0,1095.0,0
94.0, Crypterium,CRPT,44557248,0.045464,4200621,0.14,-0.19,1.17,Estonia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2018-01-13 03:59:59,2017-10-31 14:00:00,1,0,0.9066,0.0256,0.852,0.1226,5.0,1097.0,0
780.0, Covesting,COV,1488509,0.029012,198,-0.21,-5.15,-0.89,Gibraltar,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,ICO,2018-01-15 13:00:00,2017-11-24 13:00:00,56,0,0.564376404,0.061348315,0.8229213479999999,0.11568539300000001,89.0,1105.0,0
1332.0, Suretly,SUR,182785,0.0018149999999999998,0,0.0,-0.75,-21.49,Russia,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2017-08-11 11:00:00,2017-07-11 11:00:00,30,0,0.47961111100000003,0.05011111099999999,0.8644074070000001,0.08540740699999999,27.0,1124.0,0
419.0, Restart Energ...,MWAT,5789081,0.009648,39477,-0.2,-3.49,1.34,Romania,Ethereum,2018-01-28 00:00:00,2018-01-15 00:00:00,3.5,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,1,13,0.0,0.0,0.0,0.0,0.0,1139.0,0
312.0, Storm,STORM,9841794,0.11503,893,0.03,0.9,-6.84,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2017-11-27 12:00:00,2017-11-07 12:00:00,1,0,0.260376,0.028189999999999996,0.92276,0.04911,100.0,1146.0,0
69.0, BitShares,BTS,77132769,0.768753,24543025,-0.15,-2.04,-5.61,,Bitshares,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,49,0,0.637554,0.0394,0.85969,0.10092999999999999,100.0,1264.0,0
145.0, Gatechain Token,GT,24526675,12.26,356819,-0.28,-0.88,-6.81,United States of America,Ethereum,2018-08-31 00:00:00,2018-05-01 00:00:00,3.3,Closed,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,1,122,0.42006499999999997,0.03505,0.90115,0.0638,20.0,1326.0,0
47.0, Algorand,ALGO,122772944,11.16,9187231,-1.84,-3.8,-1.21,United Kingdom,Ethereum,2019-06-30 23:00:00,2019-06-20 00:00:00,4.4,Closed,STO,2019-08-16 23:00:00,2019-07-01 00:00:00,45,10,0.645049231,0.029615385,0.8837384620000001,0.086723077,65.0,1507.0,0
