country,platform,pre_ico_end,pre_ico_start,rating,status,Name,type,End,Start,Duration,pre_Duration
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.9,Unknown,Genesis World,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Turkey,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Trading,peerguess,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,RigoBlock,ICO,2019-01-18 00:00:00,2018-12-18 00:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Closed,Goodwill Protocol,ICO,2018-10-01 00:00:00,2017-10-01 00:00:00,365 days 00:00:00.000000000,0 days 00:00:00.000000000
Chile,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,Godzillion,ICO,2017-09-24 22:00:00,2017-08-25 22:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Closed,Global Metrology Project,ICO,2018-06-04 00:00:00,2018-05-07 00:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,Global Jobcoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Georgia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,Golden Fleece,ICO,2018-03-31 00:00:00,2018-02-15 00:00:00,44 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.5,Unknown,Global Business System,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,FansUnite,ICO,2018-08-01 00:00:00,2018-07-01 00:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.1,Unknown,Fupoof Coin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.0,Trading,FaceCoin,ICO,2017-09-15 12:00:00,2017-08-15 12:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-07-31 00:00:00,2018-05-01 00:00:00,5.0,Closed,EVO,ICO,2018-09-15 00:00:00,2018-08-15 00:00:00,31 days 00:00:00.000000000,91 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Unknown,Metaverse,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.0,Unknown,Etch,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.1,Unknown,ETCWin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Hong Kong,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Trading,Storiqa,ICO,2018-02-13 23:00:00,2017-12-05 00:00:00,70 days 23:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.1,Unknown,CryptoSlots,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,SandCoin,ICO,2017-10-18 03:00:00,2017-09-18 03:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Unknown,Cove Identity,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.6,Unknown,Seratio Platform,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.1,Unknown,Salt Coin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,Robomed Network,ICO,2017-12-20 00:00:00,2017-11-20 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,QTUM,ICO,2017-03-21 12:00:00,2017-03-16 12:00:00,5 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.9,Unknown,Prizm,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.9,Unknown,Ponsumer,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Australia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,ClearPoll,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.3,Unknown,Chain of Points,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,0.7,Unknown,NWA,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,Natcoin,ICO,2017-09-20 12:00:00,2017-08-20 00:00:00,31 days 12:00:00.000000000,0 days 00:00:00.000000000
Netherlands,Ethereum,2017-10-30 00:00:00,2017-09-18 00:00:00,3.5,Closed,Nocta,ICO,2018-03-23 00:00:00,2018-02-23 00:00:00,28 days 00:00:00.000000000,42 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.7,Unknown,Matrexa,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Trading,Mothership,ICO,2017-07-26 15:00:00,2017-07-05 15:00:00,21 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.0,Unknown,Moosecoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,Mirocana,ICO,2017-12-19 12:00:00,2017-11-19 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,0.4,Unknown,Meta Exchange,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-09-25 12:00:00,2017-08-14 00:00:00,1.9,Closed,Luxico,ICO,2017-09-25 12:00:00,2017-08-14 00:00:00,42 days 12:00:00.000000000,42 days 12:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.0,Unknown,Lescoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.4,Trading,Ethereum.link,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Closed,Kairos,ICO,2017-08-27 17:00:00,2017-07-27 08:00:00,31 days 09:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.9,Unknown,BlockStarter,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,Open Longevity,ICO,2017-12-10 23:00:00,2017-10-10 00:00:00,61 days 23:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.5,Unknown,Airporn,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.5,Trading,Tao Network,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Czech Republic,2017-12-15T12:00:00Z,2017-10-21 09:00:00,2017-09-21 17:00:00,3.1,Closed,XRONOS,ICO,2017-12-21 09:00:00,2017-11-21 09:00:00,30 days 00:00:00.000000000,29 days 16:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.9,Unknown,XRED,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Unknown,Index Coin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.8,Closed,DigitalNote,ICO,2017-06-30 13:00:00,2017-06-09 13:00:00,21 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.7,Unknown,WWAM,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Germany,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.6,Closed,WETEN,ICO,2017-11-13 00:00:00,2017-10-13 00:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,0.0,Unknown,WesterosToken,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,WORDCOIN,ICO,2017-11-07 12:00:00,2017-10-10 12:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.7,Unknown,WITCOIN,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Moldova,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Closed,Viuly,ICO,2017-11-20 17:00:00,2017-11-10 17:00:00,10 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.4,Unknown,Ventured Network,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,Upfiring,ICO,2017-10-31 00:00:00,2017-10-03 00:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,VerifyUnion,ICO,2017-12-03 00:00:00,2017-10-03 00:00:00,61 days 00:00:00.000000000,0 days 00:00:00.000000000
Canada,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,Tap Project,ICO,2017-12-05 12:00:00,2017-11-05 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,0.0,Closed,TerraMiner,ICO,2018-03-31 00:00:00,2018-02-01 00:00:00,58 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.3,Closed,Tremissis,ICO,2018-09-30 00:00:00,2017-08-01 00:00:00,425 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,TriForce Tokens,ICO,2018-11-11 12:00:00,2018-10-08 12:00:00,34 days 00:00:00.000000000,0 days 00:00:00.000000000
Thailand,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,Selfpay,ICO,2018-10-28 06:00:00,2018-09-28 06:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.5,Unknown,Star Wars Coin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,Substratum,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Bulgaria,Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,2.6,Unknown,Aether United,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Canada,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,BlockCAT,ICO,2017-08-15 03:00:00,2017-07-15 23:00:00,30 days 04:00:00.000000000,0 days 00:00:00.000000000
Latvia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,Hash Rush,ICO,2017-10-20 20:00:00,2017-09-20 20:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Trading,BitClave,ICO,2017-11-29 00:00:00,2017-11-29 12:00:00,-1 days +12:00:00.000000000,0 days 00:00:00.000000000
Israel,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,Snip,ICO,2017-10-28 23:00:00,2017-09-29 23:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,Streamr,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,1.5,Unknown,TransActive Grid,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,Agrello,ICO,2017-08-17 14:59:59,2017-07-16 16:00:00,31 days 22:59:59.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,Blockchain Capital Fund,STO,2017-04-10 23:59:59,2017-04-10 00:00:00,0 days 23:59:59.000000000,0 days 00:00:00.000000000
Luxembourg,Ethereum,2017-12-03 00:00:00,2017-11-29 12:00:00,4.6,Closed,CyberTrust,ICO,2018-01-05 00:00:00,2017-12-05 00:00:00,31 days 00:00:00.000000000,3 days 12:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,1.9,Unknown,Bugu,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Canada,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,1.3,Unknown,Boardroom,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.3,Unknown,Share Estate,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Hong Kong,Ethereum,2017-09-08 00:00:00,2017-08-25 00:00:00,3.9,Trading,AirSwap,ICO,2017-10-11 09:00:00,2017-10-10 10:10:10,0 days 22:49:50.000000000,14 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,Sharpe Capital,ICO,2018-02-04 03:00:00,2017-11-13 14:00:00,82 days 13:00:00.000000000,0 days 00:00:00.000000000
Japan,Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Trading,COMSA,ICO,2017-11-06 05:00:00,2017-10-02 05:00:00,35 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Unknown,Vega,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,Datum,ICO,2017-11-29 13:00:00,2017-10-29 13:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
United Arab Emirates,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,Farad,ICO,2017-10-31 23:00:00,2017-10-01 00:00:00,30 days 23:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.7,Unknown,Hong Coin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,0.9,Unknown,Zephyr,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.5,Unknown,Horyzon,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Belize,Ethereum,2017-10-24 00:00:00,2017-10-17 00:00:00,5.0,Closed,Zenome,ICO,2018-09-17 01:00:00,2018-09-03 01:00:00,14 days 00:00:00.000000000,7 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,Zloadr,ICO,2017-10-31 12:00:00,2017-09-30 12:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,1.5,Unknown,CruCoins,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Trading,Dragonchain,ICO,2017-11-01 12:00:00,2017-10-02 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.9,Trading,RegalCoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.1,Unknown,Planes Cloud,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,2.6,Trading,ZrCoin,ICO,2017-06-09 12:00:00,2017-05-11 12:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Closed,FundCoin,ICO,2017-11-30 12:00:00,2017-10-30 03:00:00,31 days 09:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Bitcoin,2017-12-15 12:00:00,2017-12-15 12:00:00,1.1,Unknown,Git Money,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Trading,Wagerr,ICO,2017-06-25 12:00:00,2017-06-01 12:00:00,24 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.8,Closed,LangPie,ICO,2017-11-02 17:00:00,2017-09-28 12:00:00,35 days 05:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Trading,BioCoin,ICO,2018-02-18 00:00:00,2017-11-01 00:00:00,109 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Unknown,TrueBit,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Cayman Islands,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,Ripio Credit Network,ICO,2017-11-05 12:00:00,2017-10-17 12:00:00,19 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,Ahoolee,ICO,2017-09-11 10:00:00,2017-08-28 10:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Closed,ARNA Panacea,ICO,2018-02-10 12:00:00,2017-12-15 12:00:00,57 days 00:00:00.000000000,0 days 00:00:00.000000000
Australia,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Trading,Incent,ICO,2017-01-04 15:00:00,2016-10-01 04:00:00,95 days 11:00:00.000000000,0 days 00:00:00.000000000
India,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,Bitindia,ICO,2017-12-11 12:00:00,2017-10-11 12:00:00,61 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Trading,Maecenas,ICO,2017-10-07 23:59:59,2017-09-05 00:00:00,32 days 23:59:59.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.1,Unknown,SwishCoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Ukraine,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Closed,DMarket,ICO,2017-11-28 19:00:00,2017-11-14 19:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Trading,Wings,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Malaysia,NEM,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Trading,EcoBit,ICO,2017-06-15 15:00:00,2017-04-09 15:00:00,67 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Bitcoin,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Unknown,Hivemind,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Trading,MobileGo,ICO,2017-05-24 16:00:00,2017-04-25 16:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,1.7,Unknown,Liberstad,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Own Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,2.4,Unknown,sexService.io,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Trading,Cybermiles,ICO,2017-12-05 16:00:00,2017-11-21 16:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,Mavin,ICO,2018-09-15 00:00:00,2018-02-12 00:00:00,215 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Trading,Bibox,ICO,2017-10-31 22:00:00,2017-10-01 22:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Closed,DropDeck,ICO,2017-12-21 00:00:00,2017-11-21 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,Genaro,ICO,2017-12-08 18:16:05,2017-11-17 00:00:00,21 days 18:16:05.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-11-30 06:00:00,2017-10-22 06:00:00,5.0,Closed,HealthHeart,ICO,2017-12-31 06:00:00,2017-12-01 06:00:00,30 days 00:00:00.000000000,39 days 00:00:00.000000000
