rank_cnc,Name,Ticker,market_cap,price,volume24,pct1h,pct24h,pct7d,country,platform,pre_ico_end,pre_ico_start,rating,status,Name_y,type,End,Start,Duration,pre_Duration,compound,negative,neutral,positive,no_of_posts
1523, IP Exchange,IPSX,"83,180",0.000088,0,0.0,0.0,88.23,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,IP Exchange,ICO,2018-03-05 00:00:00,2018-02-28 15:00:00,4 days 09:00:00.000000000,0 days 00:00:00.000000000,0.7624929999999998,0.03285999999999998,0.8620300000000001,0.10505999999999999,100
1527, Alt.Estate token,ALT,"81,764",0.000113,78,0.58,-1.49,-17.07,Russia,Ethereum,2018-05-13 00:00:00,2018-04-30 00:00:00,4.3,Closed,Altair VR,ICO,2018-08-31 00:00:00,2018-06-15 00:00:00,77 days 00:00:00.000000000,13 days 00:00:00.000000000,0.5242100000000002,0.08437999999999997,0.030979999999999976,0.8846600000000002,100
1529, Bee Token,BEE,"81,594",0.000345,0,0.0,0.0,-7.91,United States of America,Ethereum,2018-01-19 00:00:00,2018-01-02 00:00:00,4.6,Trading,The Bee Token,ICO,2018-02-19 12:00:00,2018-01-31 12:00:00,19 days 00:00:00.000000000,17 days 00:00:00.000000000,0.9753333333333334,0.047000000000000014,0.8333333333333334,0.11966666666666664,3
1534, GoByte,GBX,"80,585",0.022128,"8,249",0.0,-0.3,-22.81,Gibraltar,Ethereum,2018-02-09 00:00:00,2018-01-10 00:00:00,4.8,Closed,Globitex,ICO,2018-03-12 00:00:00,2018-02-10 00:00:00,30 days 00:00:00.000000000,30 days 00:00:00.000000000,0.2614857142857143,0.013142857142857142,0.9692857142857144,0.017714285714285714,7
1536, Obsidian,ODN,"79,353",0.001125,0,0.0,0.0,0.0,United Kingdom,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,Obsidian Platform,ICO,2017-08-19 12:00:00,2017-08-12 12:00:00,7 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.465025,0.06999999999999999,0.86175,0.0685,4
1538, Fabric Token,FT,"78,154",0.003178,0,0.0,0.0,0.0,Estonia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,Fabric Token,ICO,2018-04-01 10:00:00,2018-02-15 10:00:00,45 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4732490000000002,0.024299999999999992,0.90195,0.07374999999999997,100
1543, Social Activi...,SAT,"77,191",0.000608,6,-0.2,15.07,20.73,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Closed,Sphere Social Network,ICO,2018-04-09 21:00:00,2018-02-12 21:00:00,56 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6028399999999999,0.04376923076923076,0.8684153846153843,0.08779999999999996,65
1547, Worldcore,WRC,"76,398",0.000429,519,-0.18,-7.48,155.29,Czech Republic,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,WorldCore,ICO,2017-12-15 12:00:00,2017-10-14 12:00:00,62 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.5719,0.023,0.97,0.006999999999999999,1
1548, Signals Network,SGN,"75,740",0.000859,0,0.0,-0.59,-40.76,Czech Republic,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,Signals,ICO,2018-04-30 14:00:00,2018-03-12 14:00:00,49 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6158409999999997,0.03149999999999998,0.8784699999999998,0.08996,100
1550, AdHive,ADH,"75,362",0.000574,138,-0.13,-6.08,0.98,Estonia,Ethereum,2018-02-06 12:00:00,2018-01-31 15:00:00,4.3,Trading,AdHive,ICO,2018-03-07 00:00:00,2018-02-07 00:00:00,28 days 00:00:00.000000000,5 days 21:00:00.000000000,0.5552666666666667,0.010000000000000002,0.9696666666666668,0.020333333333333342,3
1554, Daneel,DAN,"73,628",0.003637,223,-0.24,-2.17,40.62,Estonia,Ethereum,2017-12-08 00:00:00,2017-12-04 12:00:00,5.0,Trading,Daneel,ICO,2018-02-26 00:00:00,2018-01-29 12:00:00,27 days 12:00:00.000000000,3 days 12:00:00.000000000,0.4619012658227847,0.03962025316455698,0.8727088607594937,0.08767088607594939,79
1561, Leadcoin,LDC,"71,247",0.000091,0,0.0,0.0,-8.84,,,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,LeadCoin,ICO,2018-03-01 02:40:00,2018-03-01 01:00:00,0 days 01:40:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1570, Patron,PAT,"68,343",0.000173,119,-0.21,-2.03,21.92,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,Pangea,ICO,2018-04-25 15:00:00,2018-02-28 12:00:00,56 days 03:00:00.000000000,0 days 00:00:00.000000000,0.29962399999999983,0.06468,0.8491599999999998,0.08628,25
1573, MicroMoney,AMM,"67,359",0.004269,"10,091",12.4,2.72,-1.16,Cambodia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,MicroMoney,ICO,2017-11-16 15:00:00,2017-10-14 15:00:00,33 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.7096,0.021,0.974,0.005,1
1579, ClearCoin,XCLR,"65,687",0.000124,0,0.0,-0.95,36.97,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,ClearCoin,ICO,2018-03-31 00:00:00,2017-11-18 00:00:00,133 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.14785454545454546,0.07654545454545454,0.8438181818181818,0.07954545454545453,11
1583, Save Environm...,SET,"64,424",0.067011,0,0.0,148.61,402.11,United States of America,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,2.6,Closed,Setcoin,ICO,2018-05-31 00:00:00,2017-11-01 00:00:00,211 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6562360000000003,0.04510999999999999,0.8491500000000002,0.10568999999999998,100
1588, Hurify,HUR,"62,728",0.000260,0,0.0,92.03,21.05,Canada,Ethereum,2017-12-25 00:00:00,2017-12-15 00:00:00,3.9,Closed,Hurify,ICO,2018-02-28 00:00:00,2018-02-01 00:00:00,27 days 00:00:00.000000000,10 days 00:00:00.000000000,0.30900000000000005,0.02,0.917,0.0635,2
1602, Spectiv,SIG,"58,150",0.000196,"9,802",-0.19,-27.88,-44.48,United States of America,Ethereum,2017-12-21 00:00:00,2017-12-08 00:00:00,4.8,Trading,Spectiv,ICO,2017-12-28 00:00:00,2017-12-21 00:00:00,7 days 00:00:00.000000000,13 days 00:00:00.000000000,0.7107189189189188,0.03618918918918918,0.8651621621621619,0.09851351351351352,37
1619, Asura Coin,ASA,"53,670",0.000243,40,-0.45,143.88,144.5,New Zealand,NEO,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,Asura Coin,ICO,2018-07-31 00:00:00,2018-06-02 00:00:00,59 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5379090000000001,0.09639000000000003,0.041989999999999986,0.8615900000000001,100
1622, BEAT,BEAT,"52,706",0.000425,0,0.0,0.0,0.0,Germany,Ethereum,2018-02-20 00:00:00,2018-01-23 00:00:00,4.8,Closed,BEAT,ICO,2018-07-15 00:00:00,2018-02-20 00:00:00,145 days 00:00:00.000000000,28 days 00:00:00.000000000,0.6138799999999999,0.056819999999999975,0.8328900000000001,0.11027,100
1636, ATBCoin,ATB,"50,617",0.001204,"50,969",-3.95,-6.46,-11.27,United States of America,Blockchain,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,ATB coin,ICO,2017-09-15 13:00:00,2017-06-12 03:00:00,95 days 10:00:00.000000000,0 days 00:00:00.000000000,0.3835690000000001,0.03132999999999999,0.8944399999999996,0.07422999999999998,100
1661, BitRent,RNTB,"44,186",0.000052,1,-0.17,11.83,12.01,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,BitRent,ICO,2018-03-31 00:00:00,2017-12-01 00:00:00,120 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1663, BitCoen,BEN,"44,136",0.006305,193,-0.19,2.36,28.16,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Closed,BitCoen,ICO,2018-02-15 14:59:00,2017-12-20 14:59:00,57 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6865865384615384,0.08898076923076928,0.03413461538461538,0.8769615384615381,52
1683, ConnectJob,CJT,"39,854",0.000353,0,0.0,0.0,-4.48,Gibraltar,Ethereum,2018-02-11 12:00:00,2017-12-01 12:00:00,4.3,Closed,ConnectJob,ICO,2018-04-30 00:00:00,2018-02-12 00:00:00,77 days 00:00:00.000000000,72 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1689, Blocklancer,LNC,"39,095",0.000325,262,-0.2,51.44,48.96,Austria,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,Blocklancer,ICO,2018-03-01 11:32:00,2018-01-16 12:00:00,43 days 23:32:00.000000000,0 days 00:00:00.000000000,0.5552666666666667,0.010000000000000002,0.9696666666666668,0.020333333333333342,3
1695, Knekted,KNT,"37,697",0.000038,11,-0.82,1.15,-4.67,Hong Kong,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,Kora,ICO,2018-06-01 00:00:00,2018-04-23 00:00:00,39 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6209529999999996,0.03161999999999998,0.8769699999999999,0.09134,100
1699, SHPING,SHPING,"36,786",0.000045,25,-0.13,-35.09,-35.96,Australia,Ethereum,2018-01-31 00:00:00,2018-01-22 00:00:00,5.0,Closed,Shping,ICO,2018-03-23 00:00:00,2018-02-22 00:00:00,29 days 00:00:00.000000000,9 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1703, CrowdWiz,WIZ,"35,631",0.010281,565,-0.19,4.21,-2.91,Bulgaria,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,CrowdWiz,ICO,2017-12-20 12:00:00,2017-11-20 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9999,0.028,0.789,0.183,1
1723, ARAW,ARAW,"30,157",0.000009,58,-0.87,-19.99,-18.16,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,ARAW Token,ICO,2019-02-15 23:59:00,2018-09-10 00:00:00,158 days 23:59:00.000000000,0 days 00:00:00.000000000,-0.2056555555555556,0.094,0.09155555555555556,0.8145555555555557,9
1731, Absolute,ABS,"28,722",0.002223,"2,095",6.24,6.5,-25.82,Taiwan,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Closed,CryptoABS,ICO,2017-08-04 23:59:59,2017-07-14 00:00:00,21 days 23:59:59.000000000,0 days 00:00:00.000000000,0.6421549999999998,0.07952999999999999,0.04263999999999999,0.8777699999999998,100
1737, Datacoin,DTC,"27,577",0.000694,15,-0.25,12.74,-62.82,Belize,Ethereum,2017-12-29 00:00:00,2017-11-29 00:00:00,5.0,Closed,DateCoin,ICO,2018-05-30 00:00:00,2018-03-30 00:00:00,61 days 00:00:00.000000000,30 days 00:00:00.000000000,0.41295,0.013000000000000001,0.937125,0.05,8
1740, bitJob,STU,"27,426",0.000312,109,-1.04,-5.04,66.13,Israel,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,bitJob,ICO,2017-10-12 15:00:00,2017-09-12 21:00:00,29 days 18:00:00.000000000,0 days 00:00:00.000000000,0.53855,0.017,0.9229999999999999,0.06,2
1752, Fox Trading,FOXT,"26,113",0.002868,"64,003",3.09,4.41,-11.06,Spain,Ethereum,2018-05-23 15:00:00,2018-05-16 15:00:00,4.8,Closed,Fox Trading,ICO,2018-06-08 15:00:00,2018-05-23 15:00:00,16 days 00:00:00.000000000,7 days 00:00:00.000000000,0.4639890000000002,0.028089999999999997,0.8980299999999999,0.07382999999999998,100
1753, Advanced Inte...,AIB,"25,741",0.000784,0,0.0,0.0,-65.2,Switzerland,Ethereum,2019-05-15 00:00:00,2019-04-01 00:00:00,3.5,Closed,AI Bank,ICO,2019-09-01 00:00:00,2019-06-01 00:00:00,92 days 00:00:00.000000000,44 days 00:00:00.000000000,0.9509,0.059000000000000004,0.049,0.892,1
1760, BitGuild PLAT,PLAT,"25,088",0.000421,"15,161",5.02,-6.68,-3.48,Cayman Islands,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,BitGuild,ICO,2018-04-06 06:59:59,2018-03-16 00:33:33,21 days 06:26:26.000000000,0 days 00:00:00.000000000,0.3210571428571429,0.011142857142857144,0.9528571428571428,0.036000000000000004,7
1801, Bankcoin,B@,"19,674",0.001912,0,0.0,0.0,-4.07,Mexico,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,2.4,Trading,Bankcoin,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9807,0.09,0.0,0.91,1
1804, ALAX,ALX,"19,233",0.000927,0,0.0,-1.39,-1.16,United States of America,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.6,Closed,Algebraix Data,ICO,2018-06-01 00:00:00,2018-03-26 00:00:00,67 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9083285714285714,0.006857142857142856,0.9402857142857144,0.053000000000000005,7
1808, Origami,ORI,"18,667",0.004417,0,0.0,0.0,0.0,France,Ethereum,2018-02-20 00:00:00,2018-02-13 00:00:00,3.9,Trading,Origami Network,ICO,2018-03-23 00:00:00,2018-02-23 00:00:00,28 days 00:00:00.000000000,7 days 00:00:00.000000000,0.6158409999999997,0.03149999999999998,0.8784699999999998,0.08996,100
1821, Ccore,CCO,"17,522",0.010307,6,-0.13,3.8,-7.06,Armenia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ccore,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.25,0.012,0.979,0.009000000000000001,1
1842, Cashcoin,CASH,"13,989",0.000262,0,0.0,-0.87,-40.07,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,Cash Poker Pro,ICO,2017-11-18 12:00:00,2017-10-26 12:00:00,23 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5803,0.024,0.941,0.035,1
1865, Alpha Coin,APC,"10,833",0.000334,"21,294",0.29,3.43,3.24,Singapore,Ethereum,2018-08-15 04:00:00,2018-07-16 04:00:00,4.8,Closed,Astoria,ICO,2018-10-14 04:00:00,2018-09-14 04:00:00,30 days 00:00:00.000000000,30 days 00:00:00.000000000,0.5419830000000001,0.09712000000000004,0.04134999999999999,0.8615,100
1884, Atheios,ATH,"9,142",0.000521,16,-0.2,-1.28,-7.32,Hong Kong,Ethereum,2017-09-28 03:00:00,2018-04-07 00:00:00,3.7,Pre-Sale,Ethereum Anonymizer,ICO,2018-07-17 00:00:00,2018-06-17 00:00:00,30 days 00:00:00.000000000,-191 days +03:00:00.000000000,0.4755444444444446,0.09001851851851853,0.04068518518518518,0.8692037037037038,54
1892, Authorship,ATS,"8,490",0.000085,2,-0.31,0.65,7.0,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.8,Trading,Authorship,ICO,2017-08-29 23:59:59,2017-08-15 00:00:00,14 days 23:59:59.000000000,0 days 00:00:00.000000000,0.5817400000000001,0.078,0.0152,0.9068,5
1903, Sharpe Platfo...,SHP,"8,007",0.000460,0,0.0,0.0,0.0,,,2017-09-28 03:00:00,2017-09-28 03:00:00,1.7,Unknown,Shopeo,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6364120000000001,0.043189999999999985,0.8511299999999996,0.10565999999999998,100
1905, Aigang,AIX,"7,907",0.000270,0,0.0,-0.44,6.43,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,Aigang,ICO,2017-12-15 12:00:00,2017-11-15 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6158409999999997,0.03149999999999998,0.8784699999999998,0.08996,100
1906, Desire,DSR,"7,837",0.000782,1,-0.2,-25.95,-37.18,Kyrgyzstan,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,0.0,Unknown,Daseron,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.98975,0.023,0.8640000000000001,0.1125,2
1912, e-Chat,ECHT,"7,454",0.000389,"9,360",-0.01,-0.91,-4.47,Hong Kong,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Closed,eChat,ICO,2018-03-01 00:00:00,2018-01-08 00:00:00,52 days 00:00:00.000000000,0 days 00:00:00.000000000,0.2532862068965517,0.05579310344827587,0.8600689655172411,0.08420689655172414,29
1917, Crowdholding,YUP,"7,145",0.000035,0,0.0,0.0,-72.2,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,Crowdholding,ICO,2018-03-18 00:00:00,2017-11-01 00:00:00,137 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6509285714285715,0.04214285714285715,0.8391904761904763,0.11861904761904762,21
1938, BunnyToken,BUNNY,"5,900",0.000024,182,-0.12,0.87,-11.32,Seychelles,Ethereum,2018-04-24 00:00:00,2018-03-13 00:00:00,4.4,Closed,BunnyToken,ICO,2018-05-25 00:00:00,2018-04-25 00:00:00,30 days 00:00:00.000000000,42 days 00:00:00.000000000,0.5634,0.027250000000000003,0.88775,0.085,4
1992, Bolenum,BLN,"1,658",6.63e-8,0,0.0,0.0,0.0,Nigeria,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.6,Trading,Bolenum,ICO,2017-08-14 23:59:59,2017-07-15 00:00:00,30 days 23:59:59.000000000,0 days 00:00:00.000000000,-0.6390666666666668,0.0375,0.051,0.9113333333333332,6
2014, Provoco Token,VOCO,259,6.90e-7,"10,917",-0.03,5.83,-26.09,Lithuania,Ethereum,2018-03-31 23:59:59,2018-02-01 00:00:00,5.0,Closed,Provoco,ICO,2018-10-01 23:59:59,2018-04-01 00:00:00,183 days 23:59:59.000000000,58 days 23:59:59.000000000,-0.2263,0.016,0.972,0.012,1
2027, Whole Network,NODE,0,0.009788,"24,787,018",0.75,-1.41,-25.48,Latvia,Ethereum,2018-02-14 23:59:00,2017-12-07 10:00:00,4.3,Closed,Node,ICO,2018-04-16 10:00:00,2018-02-15 00:00:00,60 days 10:00:00.000000000,69 days 13:59:00.000000000,0.3647750000000001,0.04169999999999999,0.8714600000000003,0.08678999999999998,100
2041, Boltt Coin,BOLTT,0,0.017405,"5,544,789",-8.97,24.99,-47.44,Estonia,Ethereum,2018-06-20 09:00:00,2018-05-20 09:00:00,4.8,Closed,BolttCoin,ICO,2018-08-30 09:00:00,2018-07-15 09:00:00,46 days 00:00:00.000000000,31 days 00:00:00.000000000,0.5637730000000001,0.09667000000000003,0.04140999999999999,0.8618899999999999,100
2046, Filecoin [Fut...,FIL,0,5.71,"4,101,921",11.87,-3.3,-8.93,United States of America,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Trading,Filecoin,ICO,2017-09-07 22:00:00,2017-08-10 22:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4786,0.0435,0.8905000000000001,0.06575,4
2066, StarChain,STC,0,0.004044,"1,466,981",-1.92,-13.39,-21.77,,Ethereum,2018-03-31 08:00:00,2018-01-22 08:00:00,4.3,Closed,Smarter Than Crypto,ICO,2018-07-17 08:00:00,2018-06-17 08:00:00,30 days 00:00:00.000000000,68 days 00:00:00.000000000,0.7153829999999998,0.03412,0.8649899999999999,0.10086,100
2096, Tesra,TSR,0,0.061987,"340,382",-0.07,-0.54,-10.03,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,TransCrypt,ICO,2018-05-28 00:00:00,2018-03-05 00:00:00,84 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6059,0.013,0.968,0.019,1
2122, ChronoCoin,CRN,0,0.016527,"131,484",-0.08,-1.14,-9.32,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Unknown,CareerXon,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9937,0.0435,0.8545,0.102,2
2157, M2O,M2O,0,0.000379,"38,378",-0.06,1.61,-8.77,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,M2O,ICO,2018-11-23 07:00:00,2018-10-29 07:00:00,25 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
2159, FundToken,FUNDZ,0,0.005298,"35,596",-0.2,-5.91,-10.45,Israel,Ethereum,2018-02-25 23:59:59,2018-01-20 00:00:00,4.6,Closed,FundFantasy,ICO,2018-03-25 23:59:59,2018-02-25 00:00:00,28 days 23:59:59.000000000,36 days 23:59:59.000000000,0.0,0.0,0.0,0.0,0
2192, EduCoin,EDU,0,0.000138,"13,956",-0.32,-1.29,-0.15,Bulgaria,Ethereum,2017-12-31 00:00:00,2017-11-20 00:00:00,4.8,Closed,Open Source University,ICO,2018-07-01 12:00:00,2018-06-04 12:00:00,27 days 00:00:00.000000000,41 days 00:00:00.000000000,0.5331321428571429,0.044678571428571436,0.8708214285714285,0.0845357142857143,28
2202, Twinkle,TKT,0,0.002345,"9,286",-0.72,-14.03,-7.11,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Closed,Crypto.tickets,ICO,2017-11-05 12:00:00,2017-10-05 12:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6607970000000001,0.040829999999999984,0.8547699999999998,0.10439000000000004,100
2211, Atlas Token,ATLS,0,0.010660,"7,749",-0.08,-18.83,-28.73,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,Atlas Network,ICO,2018-08-31 00:00:00,2018-08-06 00:00:00,25 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5049470000000003,0.08211,0.031089999999999982,0.8868400000000003,100
2252, BiNGO.Fun,777,0,0.000172,851,0.2,11.61,296.55,Singapore,Ethereum,2018-05-01 00:00:00,2018-03-01 00:00:00,3.3,Closed,777.Bingo,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,61 days 00:00:00.000000000,0.4169076923076923,0.09646153846153846,0.018384615384615388,0.8852307692307692,13
2265, eosBLACK,BLACK,0,0.000515,474,17.71,-30.51,-80.51,New Caledonia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Closed,Blackfolio,ICO,2018-05-31 00:00:00,2018-03-25 00:00:00,67 days 00:00:00.000000000,0 days 00:00:00.000000000,0.3765399999999998,0.09049999999999997,0.054070000000000014,0.8554500000000003,100
2327, Lendroid Supp...,LST,0,0.000316,0,0.0,-1.09,-28.52,,,2017-09-28 03:00:00,2017-09-28 03:00:00,1.9,Unknown,LendingStar,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
2331, WeToken,WT,0,0.000101,0,0.0,0.0,0.0,Singapore,Ethereum,2018-04-16 00:00:00,2017-11-27 00:00:00,5.0,Closed,WORLD WIFI,ICO,2018-05-18 00:00:00,2018-04-18 00:00:00,30 days 00:00:00.000000000,140 days 00:00:00.000000000,0.9640000000000001,0.02466666666666667,0.927,0.04833333333333334,3
2338, Hybrid Block,HYB,0,0.000380,0,0.0,0.0,0.0,United Kingdom,Ethereum,2018-06-08 12:00:00,2018-04-03 12:00:00,4.6,Closed,Hybrid Betting,ICO,2018-08-15 12:00:00,2018-06-14 12:00:00,62 days 00:00:00.000000000,66 days 00:00:00.000000000,0.7366559999999999,0.04556,0.8407100000000001,0.11363999999999998,100
2348, Gamblica,GMBC,0,0.000212,0,0.0,0.0,0.0,,Ethereum,2018-02-28 00:00:00,2018-02-08 00:00:00,4.6,Closed,Gamblica,ICO,2018-09-01 00:00:00,2018-03-01 00:00:00,184 days 00:00:00.000000000,20 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
2362, ALLCOIN,ALC,0,0.000572,0,0.0,0.0,0.0,,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Closed,Alicoin,ICO,2018-08-31 00:00:00,2018-06-15 00:00:00,77 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.05811666666666668,0.013888888888888888,0.016444444444444446,0.9696111111111112,18
