FIPS,year,population,poverty-rate,median-household-income,median-property-value,evictions,eviction-rate,Urban,LATracts_half,LATracts1,LATracts10,LATracts20,Pct_in_100yr,Zip,Rating,Socioeconomic,Housing - Disability,Minority Status - Language,Housing - Transportation,SVI INDEX
48201221400,2016.0,6125.0,51.81,24163.0,90600.0,54.0,5.3,1.0,1.0,0.0,0.0,0.0,0.0,77076.0,3.0,0.9325,0.3669,0.9487,0.8664,0.8902
48201221500,2016.0,9214.0,41.89,26620.0,84500.0,56.0,3.24,1.0,1.0,0.0,0.0,0.0,0.0,77076.0,3.0,0.9534,0.5068,0.9778,0.9898,0.9781
48201221600,2016.0,10062.0,22.25,46236.0,94300.0,27.0,3.83,1.0,1.0,1.0,0.0,0.0,0.283668731,77037.0,6.0,0.8262,0.6302,0.9416,0.4546,0.7683
48201221700,2016.0,8555.0,28.12,34617.0,71500.0,8.0,0.95,1.0,1.0,1.0,0.0,0.0,0.7169559409999999,77076.0,3.0,0.8164,0.4913,0.9445,0.3466,0.7052
48201221800,2016.0,3842.0,29.19,34089.0,75300.0,8.0,1.54,1.0,1.0,0.0,0.0,0.0,0.223880597,,,0.8166,0.54,0.955,0.6613,0.8106
48201221900,2016.0,4284.0,27.68,39336.0,74300.0,12.0,2.53,1.0,1.0,0.0,0.0,0.0,0.528005975,,,0.8628,0.7814,0.9585,0.6504,0.8712
48201222000,2016.0,2565.0,21.34,38542.0,77400.0,2.0,1.09,1.0,0.0,0.0,0.0,0.0,1.0,77093.0,5.0,0.836,0.1947,0.8754,0.7413,0.7455
48201222100,2016.0,5321.0,27.14,33036.0,71400.0,8.0,1.54,1.0,1.0,0.0,0.0,0.0,0.626162019,77093.0,3.0,0.9618,0.6279,0.8869,0.8741,0.9307
48201222200,2016.0,3951.0,31.94,40513.0,85800.0,2.0,0.38,1.0,1.0,0.0,0.0,0.0,0.0,,,0.94,0.3167,0.9577,0.7252,0.8409
48201222300,2016.0,4803.0,33.33,33879.0,77400.0,18.0,4.77,1.0,1.0,1.0,0.0,0.0,0.083932854,77039.0,3.0,0.9204,0.3129,0.9122,0.7862,0.8399
48201222401,2016.0,3112.0,40.88,28941.0,73000.0,12.0,2.51,1.0,1.0,1.0,0.0,0.0,0.6809701490000001,,,0.7171,0.4438,0.9476,0.8444,0.8098
48201222402,2016.0,6743.0,35.85,35566.0,78500.0,15.0,2.82,1.0,1.0,1.0,0.0,0.0,0.37377451,77060.0,6.0,0.9495,0.3158,0.9323,0.5496,0.7929
48201222501,2016.0,4052.0,38.51,25795.0,94800.0,14.0,2.58,1.0,1.0,0.0,0.0,0.0,0.0,77060.0,3.0,0.7949,0.5685,0.987,0.8718,0.8839
48201222502,2016.0,3930.0,27.19,41176.0,95000.0,9.0,3.2,1.0,1.0,1.0,0.0,0.0,0.29455217,,,0.9238,0.4623,0.9321,0.7534,0.8647
48201222503,2016.0,7789.0,42.66,29401.0,87000.0,24.0,2.26,1.0,1.0,0.0,0.0,0.0,0.0,77060.0,5.0,0.9772,0.5861,0.9659,0.9751,0.9785
48201222600,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.000470146,,,0.9561,0.5315,0.9855,0.6891,0.8875
48201222700,2016.0,5521.0,47.88,15972.0,86500.0,105.0,5.38,1.0,1.0,1.0,0.0,0.0,0.046895936,77032.0,3.0,0.9616,0.9174,0.7495,0.7317,0.9228
48201222800,2016.0,2940.0,27.23,38786.0,80000.0,7.0,1.73,1.0,1.0,1.0,0.0,0.0,0.255670103,77039.0,6.0,0.8849,0.6039,0.9273,0.659,0.843
48201222900,2016.0,9040.0,23.63,43937.0,91300.0,17.0,2.74,1.0,1.0,1.0,0.0,0.0,0.336818182,,,0.7974,0.4627,0.9726,0.493,0.7472
48201223001,2016.0,4409.0,42.65,41806.0,83900.0,16.0,4.64,1.0,1.0,0.0,0.0,0.0,0.00094518,,,0.8187,0.5164,0.9723,0.522,0.7726
48201223002,2016.0,4106.0,46.7,24497.0,91800.0,37.0,5.83,1.0,1.0,0.0,0.0,0.0,0.0,77039.0,5.0,0.8322,0.7429,0.9966,0.8221,0.9121
48201223100,2016.0,1961.0,34.08,37981.0,87500.0,3.0,1.76,1.0,1.0,0.0,0.0,0.0,0.06869009599999999,,,0.785,0.7432,0.7966,0.5438,0.7656
48201230100,2016.0,1249.0,41.34,26638.0,86800.0,14.0,3.45,1.0,1.0,0.0,0.0,0.0,0.29796511600000003,,,0.8249,0.6164,0.8106,0.7521,0.8225
48201230200,2016.0,4730.0,38.64,25430.0,75200.0,52.0,5.74,1.0,1.0,1.0,0.0,0.0,0.305555556,77028.0,3.0,0.8703,0.926,0.7874,0.9029,0.9478
48201230300,2016.0,1768.0,30.28,23153.0,74300.0,23.0,6.63,1.0,1.0,1.0,0.0,0.0,0.0,,,0.8862,0.8444,0.8316,0.4032,0.8042
48201230400,2016.0,3099.0,19.47,31990.0,53800.0,45.0,6.22,1.0,1.0,1.0,0.0,0.0,0.0,77016.0,2.0,0.8389,0.5141,0.9085,0.4932,0.757
48201230500,2016.0,3576.0,30.16,38094.0,74800.0,15.0,2.94,1.0,1.0,0.0,0.0,0.0,0.16626506,77093.0,4.0,0.8887,0.7164,0.9214,0.7287,0.8827
48201230600,2016.0,2724.0,25.91,24759.0,71800.0,10.0,3.02,1.0,1.0,0.0,0.0,0.0,0.0,,,0.9542,0.9647,0.8664,0.1422,0.8004
48201230700,2016.0,2618.0,31.44,25313.0,71500.0,48.0,9.09,1.0,1.0,0.0,0.0,0.0,0.055021834000000006,77016.0,5.0,0.9029,0.9705,0.8138,0.8488,0.9578
48201230800,2016.0,2590.0,12.29,30595.0,59600.0,7.0,2.57,1.0,1.0,1.0,0.0,0.0,0.0,,,0.8059,0.862,0.8712,0.4375,0.7952
48201230900,2016.0,3674.0,27.5,26989.0,46200.0,11.0,1.5,1.0,1.0,1.0,0.0,0.0,0.0,77028.0,3.0,0.9187,0.8933,0.7455,0.6233,0.8708
48201231000,2016.0,3773.0,16.96,34511.0,51800.0,14.0,3.06,1.0,1.0,1.0,0.0,0.0,0.013342228,77028.0,2.0,0.8277,0.7032,0.8031,0.8561,0.8704
48201231100,2016.0,4907.0,22.4,35719.0,65100.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,0.053979239000000005,,,0.9235,0.6015,0.8791,0.6724,0.8534
48201231200,2016.0,7791.0,28.93,30375.0,71800.0,27.0,2.17,1.0,1.0,1.0,0.0,0.0,0.0076301619999999985,,,0.9121,0.8916,0.8088,0.9002,0.9514
48201231300,2016.0,4218.0,24.37,27181.0,76400.0,30.0,4.97,1.0,1.0,1.0,0.0,0.0,0.036240786,,,0.8439,0.8469,0.7179,0.7001,0.8440000000000001
48201231400,2016.0,2597.0,9.94,37885.0,65600.0,2.0,1.06,1.0,1.0,0.0,0.0,0.0,0.033402923,,,0.7796,0.9523,0.6676,0.2738,0.7125
48201231500,2016.0,2898.0,26.34,31910.0,56600.0,11.0,3.3,1.0,1.0,0.0,0.0,0.0,0.015813953999999998,,,0.8751,0.9897,0.7172,0.8129,0.9434
48201231600,2016.0,2821.0,14.51,36600.0,66200.0,8.0,3.01,1.0,1.0,0.0,0.0,0.0,0.084636615,,,0.7232,0.5698,0.7354,0.3708,0.6334
48201231700,2016.0,3417.0,27.54,35955.0,68700.0,6.0,1.29,1.0,1.0,0.0,0.0,0.0,0.461191336,,,0.8331,0.5089,0.9711,0.4826,0.7647
48201231800,2016.0,2591.0,23.2,31875.0,67300.0,7.0,2.66,1.0,1.0,0.0,0.0,0.0,0.0,,,0.8312,0.7913,0.8595,0.8033,0.8869
48201231900,2016.0,6570.0,28.23,36794.0,61400.0,6.0,0.91,1.0,1.0,1.0,0.0,0.0,0.109107304,,,0.7917,0.8013,0.6764,0.3412,0.6929
48201232000,2016.0,3826.0,12.0,50302.0,70900.0,7.0,1.73,0.0,0.0,0.0,0.0,0.0,0.096923077,77050.0,3.0,0.6829,0.6062,0.8905,0.3729,0.6597
48201232100,2016.0,3022.0,27.72,33466.0,53800.0,11.0,2.23,1.0,1.0,0.0,0.0,0.0,0.221513218,77039.0,5.0,0.7905,0.5562,0.9715,0.9516,0.9111
48201232200,2016.0,14186.0,12.27,59212.0,238500.0,52.0,2.42,1.0,1.0,1.0,0.0,0.0,0.03926771,,,0.2758,0.2359,0.7,0.5189,0.4046
48201232301,2016.0,9806.0,22.97,41125.0,89500.0,52.0,4.81,0.0,0.0,0.0,0.0,0.0,0.030615878,77044.0,3.0,0.882,0.7457,0.8142,0.6926,0.8557
48201232302,2016.0,11232.0,12.96,61099.0,100800.0,17.0,2.46,1.0,1.0,1.0,0.0,0.0,0.0,77044.0,3.6666666666666665,0.6992,0.3807,0.8456,0.3738,0.6152
48201232401,2016.0,8810.0,16.09,53709.0,121400.0,9.0,1.91,1.0,1.0,1.0,0.0,0.0,0.076753419,77049.0,6.0,0.7688,0.4487,0.7889,0.4907,0.6856
48201232402,2016.0,3963.0,21.75,41689.0,83300.0,6.0,1.08,1.0,1.0,0.0,0.0,0.0,0.07950116900000001,77049.0,6.0,0.8034,0.7011,0.8617,0.4137,0.7426
48201232403,2016.0,4261.0,13.41,37141.0,76400.0,6.0,1.02,1.0,1.0,1.0,0.0,0.0,0.0,,,0.8247,0.6331,0.8894,0.6133,0.8029
48201232500,2016.0,3812.0,7.5,42305.0,81900.0,20.0,6.39,1.0,1.0,1.0,0.0,0.0,0.004624278,,,0.7827,0.6494,0.7903,0.8482,0.8390000000000001
48201232600,2016.0,2995.0,7.23,55774.0,89200.0,3.0,1.49,1.0,1.0,0.0,0.0,0.0,0.150054765,77013.0,5.0,0.769,0.4489,0.8463,0.0958,0.5445
48201232701,2016.0,8909.0,28.6,35747.0,83100.0,62.0,3.82,1.0,1.0,1.0,0.0,0.0,0.100038625,,,0.8836,0.3733,0.9797,0.9987,0.9645
48201232702,2016.0,6327.0,31.57,33144.0,102000.0,53.0,3.32,1.0,1.0,0.0,0.0,0.0,0.042936288,77013.0,3.0,0.9146,0.7178,0.9355,0.8542,0.9276
48201232800,2016.0,5843.0,12.73,42603.0,117600.0,30.0,2.15,1.0,1.0,0.0,0.0,0.0,0.0,,,0.5622,0.5539,0.7099,0.3496,0.552
48201232900,2016.0,7588.0,14.16,50607.0,117400.0,28.0,1.57,1.0,1.0,0.0,0.0,0.0,0.050198151,77049.0,5.0,0.6426,0.3016,0.7269,0.8737,0.7017
48201233001,2016.0,3470.0,17.59,40292.0,97500.0,36.0,5.67,1.0,0.0,0.0,0.0,0.0,0.0,,,0.7307,0.7172,0.6759,0.6331,0.7274
48201233002,2016.0,4209.0,8.59,71023.0,119900.0,1.0,0.95,1.0,1.0,0.0,0.0,0.0,0.0,77049.0,5.0,0.4941,0.2594,0.7044,0.0288,0.2635
48201233003,2016.0,2385.0,3.67,70938.0,106200.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,77015.0,6.0,0.4157,0.3598,0.6634,0.0472,0.271
48201233101,2016.0,4347.0,26.8,37346.0,75500.0,12.0,1.74,1.0,1.0,0.0,0.0,0.0,0.0,77015.0,5.0,0.9417,0.6773,0.8452,0.9246,0.9405
48201233102,2016.0,7273.0,36.12,34893.0,60400.0,12.0,1.2,1.0,1.0,0.0,0.0,0.0,0.0,,,0.977,0.5746,0.9267,0.8188,0.9221
48201233103,2016.0,5477.0,36.11,28750.0,63000.0,11.0,1.2,1.0,1.0,0.0,0.0,0.0,0.0,77015.0,5.0,0.9735,0.5815,0.9508,0.9129,0.9522
48201233200,2016.0,5584.0,9.75,53760.0,79600.0,3.0,0.72,1.0,1.0,0.0,0.0,0.0,0.156914894,77015.0,6.0,0.7138,0.6752,0.7935,0.2121,0.6098
48201233300,2016.0,5147.0,18.56,43513.0,58500.0,21.0,3.64,1.0,1.0,1.0,0.0,0.0,0.003762227,77015.0,5.0,0.8396,0.6785,0.9558,0.7611,0.8714
48201233400,2016.0,2752.0,32.31,22692.0,80200.0,16.0,2.78,1.0,0.0,0.0,0.0,0.0,0.0,,,0.8494,0.4737,0.8976,0.5936,0.7783
48201233500,2016.0,7999.0,35.45,27438.0,72900.0,9.0,1.17,1.0,1.0,0.0,0.0,0.0,0.0,77029.0,7.0,0.966,0.3487,0.9022,0.904,0.9073
48201233600,2016.0,1995.0,41.99,31056.0,60900.0,13.0,4.01,1.0,1.0,1.0,0.0,0.0,0.0,,,0.7529,0.6708,0.9258,0.5820000000000001,0.7752
48201233701,2016.0,5455.0,19.11,42955.0,64200.0,5.0,0.97,1.0,1.0,0.0,0.0,0.0,0.0,,,0.7343,0.6016,0.8794,0.2228,0.629
48201233702,2016.0,3119.0,15.59,40288.0,64600.0,5.0,1.28,1.0,1.0,0.0,0.0,0.0,0.0,,,0.8661,0.4108,0.9026,0.5204,0.7555
48201233703,2016.0,2506.0,15.68,44875.0,71300.0,7.0,3.24,1.0,1.0,1.0,0.0,0.0,0.0,,,0.8799,0.6352,0.885,0.2512,0.7113
48201240100,2016.0,4456.0,41.5,24866.0,90900.0,85.0,5.89,1.0,0.0,0.0,0.0,0.0,0.947187141,,,0.7713,0.4325,0.9147,0.8426,0.8226
48201240400,2016.0,7086.0,21.35,52484.0,116400.0,38.0,5.24,1.0,1.0,1.0,0.0,0.0,0.390632319,77052.5,4.0,0.6202,0.5292,0.7907,0.4337,0.6142
48201240501,2016.0,6339.0,40.64,25101.0,96300.0,256.0,13.64,1.0,1.0,0.0,0.0,0.0,0.40407332,77060.0,4.0,0.9004,0.4595,0.9707,0.4903,0.79
48201240502,2016.0,5460.0,46.37,19893.0,70500.0,166.0,7.72,1.0,1.0,0.0,0.0,0.0,1.0,,,0.9858,0.84,0.9633,0.6369,0.9367
48201240600,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.89640411,,,0.9167,0.4752,0.9765,0.5402,0.818
48201240701,2016.0,15940.0,7.73,64802.0,106600.0,88.0,6.3,1.0,1.0,1.0,0.0,0.0,0.06973468,77073.0,4.0,0.5962,0.479,0.8102,0.3665,0.5814
48201240702,2016.0,12893.0,16.92,54964.0,92200.0,65.0,5.96,1.0,1.0,1.0,0.0,0.0,0.0,,,0.6812,0.5597,0.8511,0.3354,0.6294
48201240801,2016.0,7050.0,27.96,39451.0,124000.0,118.0,5.53,1.0,1.0,1.0,0.0,0.0,0.000345901,,,0.6979,0.6632,0.7644,0.5087,0.6923
48201240802,2016.0,4462.0,8.51,46972.0,112200.0,81.0,12.37,1.0,1.0,1.0,0.0,0.0,0.17839374600000002,,,0.6309,0.8988,0.7047,0.5082,0.7046
48201240901,2016.0,9820.0,9.39,65837.0,98900.0,27.0,2.81,1.0,1.0,1.0,0.0,0.0,0.003802281,,,0.4341,0.2497,0.5547,0.5289,0.4424
48201240902,2016.0,12984.0,9.08,56762.0,110300.0,39.0,3.29,1.0,1.0,1.0,0.0,0.0,0.007611098,,,0.521,0.5352,0.6263,0.1802,0.4405
48201241000,2016.0,8429.0,12.41,60421.0,91800.0,33.0,3.63,1.0,1.0,1.0,0.0,0.0,0.075368277,,,0.3812,0.6789,0.4885,0.1449,0.3511
48201241101,2016.0,5190.0,8.88,62064.0,94600.0,12.0,3.28,1.0,1.0,1.0,0.0,0.0,0.0,,,0.4424,0.7737,0.4920000000000001,0.3007,0.4733
48201241102,2016.0,12123.0,11.81,62847.0,99200.0,54.0,5.17,1.0,1.0,1.0,0.0,0.0,0.0,,,0.5701,0.439,0.536,0.1188,0.3775
48201241103,2016.0,3926.0,14.73,49211.0,87600.0,37.0,4.27,1.0,1.0,0.0,0.0,0.0,0.273746313,,,0.4922,0.4541,0.505,0.6759,0.5543
48201241200,2016.0,7094.0,11.25,55437.0,100800.0,69.0,7.53,1.0,1.0,0.0,0.0,0.0,0.15372036,,,0.475,0.6327,0.5716,0.1253,0.3937
48201241300,2016.0,11928.0,6.04,86010.0,168800.0,19.0,2.52,1.0,1.0,1.0,0.0,0.0,0.092252803,,,0.1498,0.2106,0.4546,0.1902,0.1789
48201241400,2016.0,8252.0,3.51,74333.0,124100.0,16.0,2.14,1.0,1.0,1.0,0.0,0.0,0.043507589000000006,,,0.2916,0.2935,0.3571,0.2777,0.2631
48201241500,2016.0,9411.0,16.31,35525.0,74900.0,95.0,4.06,1.0,1.0,1.0,0.0,0.0,0.092330827,,,0.8203,0.622,0.8094,0.9981,0.952
48201250100,2016.0,8648.0,5.72,59069.0,113500.0,25.0,3.81,1.0,1.0,1.0,0.0,0.0,0.139039504,,,0.5458,0.5114,0.6244,0.5201,0.5681
48201250200,2016.0,8936.0,13.81,53889.0,88800.0,30.0,2.61,1.0,1.0,1.0,0.0,0.0,0.037555228,,,0.6014,0.7839,0.8215,0.5176,0.6916
48201250301,2016.0,8419.0,2.49,62598.0,110900.0,21.0,2.46,1.0,1.0,1.0,0.0,0.0,0.191246432,,,0.4122,0.2112,0.6315,0.6745,0.4846
48201250302,2016.0,10719.0,5.25,76688.0,145600.0,16.0,2.59,1.0,1.0,0.0,0.0,0.0,0.0,,,0.1851,0.3432,0.4945,0.1466,0.2111
48201250401,2016.0,12217.0,4.89,86549.0,146000.0,19.0,4.45,1.0,1.0,0.0,0.0,0.0,0.0,,,0.2026,0.4371,0.3982,0.0735,0.1733
48201250402,2016.0,17659.0,5.52,103661.0,185400.0,33.0,2.22,1.0,1.0,1.0,0.0,0.0,0.000392465,,,0.0779,0.2554,0.3173,0.1192,0.1069
48201250500,2016.0,5545.0,7.98,67714.0,130500.0,20.0,2.57,1.0,1.0,1.0,0.0,0.0,0.0,,,0.3286,0.5752,0.2838,0.2911,0.3215
48201250600,2016.0,8296.0,25.44,35903.0,103800.0,62.0,2.75,1.0,1.0,1.0,0.0,0.0,0.0,,,0.7802,0.8251,0.774,0.8434,0.8687
48201250701,2016.0,5870.0,11.51,76049.0,120800.0,14.0,3.97,0.0,0.0,0.0,0.0,0.0,0.12566844900000002,,,0.306,0.4135,0.243,0.3805,0.3017
48201250702,2016.0,4903.0,5.18,101563.0,161900.0,3.0,1.95,1.0,1.0,0.0,0.0,0.0,0.0,,,0.2753,0.3117,0.2248,0.0129,0.0804
48201250800,2016.0,8425.0,2.2,113421.0,193700.0,5.0,1.59,1.0,1.0,1.0,0.0,0.0,0.08450704199999999,,,0.1022,0.3137,0.0668,0.0297,0.0399
48201250900,2016.0,10268.0,2.61,124814.0,344500.0,8.0,1.06,1.0,1.0,1.0,0.0,0.0,0.003652711,,,0.038,0.256,0.0432,0.5813,0.1701
48201251000,2016.0,3190.0,7.6,59073.0,466300.0,6.0,0.69,1.0,1.0,1.0,0.0,0.0,0.583897158,,,0.2914,0.2238,0.2893,0.4414,0.28
48201251100,2016.0,7578.0,2.6,74552.0,165900.0,5.0,0.84,1.0,1.0,1.0,0.0,0.0,0.08527131800000001,,,0.2519,0.3322,0.0848,0.1909,0.1739
48201251200,2016.0,6180.0,9.67,77839.0,140000.0,7.0,1.65,1.0,1.0,1.0,0.0,0.0,0.022371365,,,0.5141,0.3629,0.28800000000000003,0.1334,0.2916
48201251300,2016.0,7844.0,2.88,99603.0,172000.0,2.0,0.58,1.0,1.0,1.0,0.0,0.0,0.039774859,,,0.1092,0.1692,0.0325,0.1194,0.0557
48201251401,2016.0,2645.0,0.0,117292.0,166300.0,7.0,8.43,1.0,1.0,1.0,0.0,0.0,0.230215827,,,0.0159,0.0567,0.1854,0.071,0.0157
48201251402,2016.0,6062.0,4.63,64705.0,120500.0,12.0,1.69,1.0,1.0,1.0,0.0,0.0,0.187446989,,,0.0813,0.328,0.2017,0.2504,0.1518
48201251501,2016.0,5392.0,0.87,126468.0,242700.0,2.0,1.77,1.0,1.0,1.0,0.0,0.0,0.34372926299999995,,,0.0572,0.1412,0.1521,0.018000000000000002,0.0136
48201251502,2016.0,10028.0,2.99,119942.0,220800.0,3.0,0.62,1.0,1.0,1.0,0.0,0.0,0.14285714300000002,,,0.0748,0.3474,0.1039,0.0403,0.048
48201251503,2016.0,2198.0,0.96,104688.0,159100.0,2.0,3.08,1.0,1.0,0.0,0.0,0.0,0.047619048,,,0.1049,0.2941,0.0811,0.0743,0.0626
48201251600,2016.0,6190.0,3.67,85938.0,207700.0,3.0,1.14,0.0,0.0,0.0,0.0,0.0,0.027285783,,,0.1007,0.2901,0.0742,0.3124,0.1449
48201251700,2016.0,7727.0,5.17,65445.0,129700.0,19.0,2.2,1.0,1.0,1.0,0.0,0.0,0.171587927,,,0.2429,0.8318,0.2373,0.4395,0.3789
48201251800,2016.0,2214.0,3.07,83500.0,159300.0,2.0,1.55,0.0,0.0,0.0,0.0,0.0,0.054242003,,,0.3027,0.3397,0.3398,0.3454,0.2962
48201251901,2016.0,9535.0,4.29,74191.0,123400.0,16.0,2.86,0.0,0.0,0.0,0.0,0.0,0.07410636400000001,,,0.2973,0.3537,0.2235,0.1357,0.1988
48201251902,2016.0,5146.0,3.85,73250.0,138600.0,5.0,1.4,1.0,1.0,1.0,0.0,0.0,0.0016492579999999998,,,0.3067,0.4468,0.1253,0.1103,0.1883
