,RRI
177,3.3694829760403535
178,3.3102143757881466
179,1.9470365699873902
180,2.960907944514502
181,3.3518284993694833
182,4.569987389659521
183,3.426229508196721
184,7.503152585119798
185,5.617906683480454
186,2.098360655737705
187,2.4161412358133667
188,3.984867591424968
189,4.7528373266078185
190,4.343001261034049
191,3.2887767969735187
192,2.3102143757881466
193,3.977301387137453
194,4.303909205548551
195,5.442622950819672
196,4.730138713745271
197,4.894073139974779
198,5.82093316519546
199,2.708701134930643
200,3.655737704918033
201,3.889029003783102
202,4.837326607818412
203,7.1765447667087
204,3.660781841109709
205,3.0441361916771754
206,2.261034047919294
207,5.979823455233292
208,8.525851197982345
209,5.208070617906683
210,1.6948297604035312
211,2.146279949558638
212,5.228247162673393
213,6.957124842370743
214,3.635561160151324
215,3.793190416141236
216,4.837326607818412
217,2.8322824716267343
218,4.395964691046658
219,5.058007566204288
220,3.563682219419924
221,6.0529634300126105
222,6.505674653215637
223,5.332912988650694
224,4.335435056746532
225,6.781841109709963
226,3.4010088272383356
227,4.5346784363177814
228,3.3984867591424965
229,4.128625472887768
230,4.074401008827239
231,4.500630517023959
232,3.798234552332913
233,3.2900378310214378
234,2.9306431273644393
235,3.8247162673392183
236,1.7528373266078188
237,4.528373266078185
238,3.6090794451450185
239,5.1954602774274905
240,3.2395964691046664
241,4.645649432534678
242,6.882723833543506
243,3.904161412358133
244,4.266078184110971
245,5.088272383354351
246,2.987389659520807
247,4.030264817150063
248,3.9949558638083227
249,4.262295081967213
250,4.766708701134931
251,3.556116015132409
252,2.6998738965952085
253,2.5094577553593944
254,5.282471626733921
255,3.016393442622951
256,3.8650693568726355
257,3.575031525851198
258,4.486759142496847
259,5.691046658259774
260,4.5359394703657
261,6.818411097099622
262,4.085750315258513
263,2.1475409836065573
264,5.813366960907945
265,2.880201765447667
266,2.7641866330390927
267,3.687263556116015
268,2.230769230769231
269,4.85750315258512
270,5.506935687263557
271,3.7049180327868854
272,2.2812105926860022
273,2.457755359394704
274,3.563682219419925
275,3.9546027742749055
276,5.406052963430012
277,2.6469104665825975
278,1.4388398486759146
279,2.0706179066834807
280,1.7540983606557377
281,1.394703656998739
282,3.5044136191677175
283,2.382093316519546
284,2.8575031525851196
285,3.467843631778058
286,3.1475409836065573
287,3.194199243379571
288,1.6519546027742749
289,3.308953341740227
290,2.225725094577554
291,3.145018915510719
292,2.0958385876418664
293,2.983606557377049
294,2.9596469104665823
295,2.885245901639344
296,3.2925598991172764
297,3.8284993694829756
298,4.950819672131148
299,4.195460277427491
300,3.099621689785624
301,4.088272383354351
302,3.306431273644389
303,4.151324085750315
304,5.997477931904162
305,3.6052963430012617
306,4.627994955863808
307,6.045397225725094
308,5.112232030264817
309,5.5258511979823455
310,7.168978562421185
311,6.523329129886507
312,3.0214375788146284
313,4.263556116015133
314,7.528373266078184
315,6.860025220680958
316,7.558638083228248
317,7.1349306431273645
318,7.653215636822194
319,9.515762925598992
320,6.271122320302648
321,7.720050441361917
322,6.605296343001261
323,8.402269861286255
324,5.577553593947036
325,6.121059268600252
326,4.095838587641866
327,4.1740226986128635
328,6.249684741488021
329,4.131147540983607
330,5.109709962168978
331,6.389659520807062
332,6.485498108448928
333,6.680958385876418
334,5.7377049180327875
335,5.702395964691047
336,5.414880201765448
337,6.928121059268601
338,6.991172761664565
339,6.088272383354351
340,4.235813366960909
341,5.308953341740227
342,4.7894073139974775
343,6.005044136191677
344,5.32156368221942
345,6.829760403530896
346,6.065573770491803
347,5.881462799495587
348,6.650693568726356
349,6.573770491803279
350,5.9646910466582606
351,6.090794451450189
352,4.537200504413619
353,3.646910466582598
354,6.965952080706179
355,6.414880201765447
356,6.215636822194199
357,5.484237074401009
358,3.051702395964691
359,6.511979823455233
360,6.621689785624211
361,6.281210592686003
362,5.121059268600253
363,5.798234552332913
364,4.621689785624212
365,8.762925598991172
366,7.622950819672131
367,8.351828499369484
368,8.137452711223203
369,7.530895334174022
370,8.10718789407314
371,6.757881462799494
372,5.827238335435057
373,7.174022698612862
374,7.047919293820934
375,8.008827238335435
376,7.543505674653216
377,7.9621689785624215
378,7.537200504413619
379,9.03530895334174
380,7.823455233291298
381,7.215636822194199
382,8.05548549810845
383,7.069356872635561
384,7.076923076923076
385,8.805800756620428
386,8.045397225725095
387,6.353089533417402
388,8.564943253467844
389,7.949558638083228
390,9.779319041614125
391,7.915510718789409
392,8.649432534678436
393,7.313997477931904
394,8.03783102143758
395,7.128625472887768
396,8.804539722572509
397,7.755359394703658
398,6.548549810844892
399,7.899117276166457
400,7.530895334174024
401,3.9697351828499365
402,5.353089533417402
403,7.802017654476671
404,6.706179066834804
405,0.8272383354350566
406,6.796973518284995
407,9.479192938209332
408,8.794451450189156
409,8.093316519546027
410,8.128625472887768
411,5.48171500630517
412,6.005044136191676
413,5.784363177805801
414,4.378310214375788
415,3.4880201765447665
416,3.118537200504414
417,5.23203026481715
418,3.0580075662042874
419,5.552332912988651
420,3.201765447667087
421,6.34047919293821
422,5.745271122320303
423,8.068095838587642
424,7.233291298865069
425,4.090794451450189
426,2.983606557377049
427,2.663303909205548
428,4.890290037831021
429,3.783102143757882
430,3.250945775535939
431,3.3442622950819674
432,6.216897856242118
433,4.854981084489281
434,5.848675914249685
435,2.5006305170239598
436,2.3430012610340483
437,2.5069356872635558
438,2.8247162673392174
439,5.581336696090794
440,3.0920554854981086
441,4.269861286254729
442,3.673392181588903
443,4.582597730138714
444,6.110970996216897
445,6.82219419924338
446,4.37578814627995
447,5.634300126103405
448,6.070617906683481
449,8.21311475409836
450,8.02017654476671
451,6.631778058007565
452,7.997477931904162
453,6.972257250945775
454,7.78562421185372
455,6.684741488020177
456,7.50063051702396
457,5.2105926860025225
458,5.55359394703657
459,5.39344262295082
460,8.385876418663305
461,6.1046658259773015
462,8.82219419924338
463,6.010088272383355
464,7.6292559899117265
465,8.146279949558638
466,8.556116015132408
467,6.827238335435057
468,7.585119798234553
469,7.488020176544768
470,7.248423707440101
471,7.165195460277428
472,7.223203026481715
473,4.50189155107188
474,6.08953341740227
475,5.4678436317780585
476,4.814627994955865
477,3.0592686002522065
478,2.6330390920554856
479,4.625472887767969
480,3.4287515762925596
481,4.82093316519546
482,3.3694829760403535
483,2.3934426229508197
484,3.8738965952080706
485,3.475409836065574
486,4.524590163934426
487,5.191677175283733
488,2.5069356872635558
489,1.7994955863808322
490,3.673392181588903
491,6.039092055485498
492,5.490542244640605
493,4.69609079445145
494,4.582597730138714
495,3.0504413619167723
496,1.600252206809584
497,5.4073139974779325
498,8.488020176544767
499,7.976040353089533
500,5.011349306431274
501,6.032786885245902
502,6.152585119798235
503,7.960907944514501
504,7.069356872635561
505,6.53341740226986
506,5.508196721311475
507,8.039092055485499
508,4.41109709962169
509,4.725094577553594
510,6.030264817150064
511,7.989911727616646
512,5.754098360655737
513,7.16015132408575
514,5.185372005044137
515,6.721311475409836
516,6.897856242118536
517,6.568726355611602
518,4.852459016393443
519,5.994955863808324
520,5.4224464060529645
521,2.3984867591424974
522,7.297604035308953
523,4.701134930643127
524,5.257250945775536
525,4.965952080706179
526,4.848675914249685
527,3.969735182849937
528,3.6141235813366968
529,1.952080706179067
530,2.547288776796974
531,3.668348045397226
532,4.310214375788147
533,4.070617906683481
534,4.042875157629256
535,3.9558638083228246
536,2.472887767969735
537,1.996216897856242
538,3.0517023959646905
539,5.257250945775536
540,3.322824716267339
541,1.9104665825977303
542,4.421185372005044
543,4.366960907944515
544,3.9596469104665823
545,2.7187894073139978
546,3.6330390920554856
547,4.668348045397226
548,2.8083228247162673
549,5.941992433795713
550,5.902900378310215
551,5.441361916771752
552,5.351828499369484
553,4.341740226986129
554,5.563682219419924
555,7.139974779319042
556,6.615384615384616
557,6.557377049180327
558,7.882723833543506
559,6.332912988650694
560,6.476670870113493
561,7.369482976040354
562,5.591424968474149
563,6.4312736443883995
564,5.805800756620429
565,5.281210592686003
566,6.7742749054224465
567,7.633039092055486
568,8.559899117276167
569,7.460277427490541
570,6.967213114754098
571,7.669609079445145
572,7.7377049180327875
573,8.663303909205547
574,5.448928121059269
575,7.505674653215637
576,7.470365699873897
577,6.426229508196721
578,7.218158890290037
579,7.085750315258513
580,7.805800756620428
581,6.411097099621689
582,6.249684741488021
583,5.292559899117276
584,6.706179066834804
585,6.297604035308953
586,2.9432534678436317
587,1.9810844892812107
588,2.095838587641866
589,3.7137452711223204
590,4.346784363177806
591,6.675914249684742
592,4.6254728877679705
593,2.7894073139974784
594,3.0920554854981086
595,2.764186633039092
596,2.9558638083228246
597,4.983606557377049
598,4.28499369482976
599,1.2522068095838588
600,4.431273644388399
601,4.933165195460277
602,4.090794451450189
603,3.701134930643127
604,3.654476670870114
605,2.9281210592686002
606,5.216897856242118
607,4.794451450189155
608,5.2156368221942
609,4.132408575031525
610,8.069356872635561
611,3.566204287515763
612,6.712484237074401
613,2.484237074401009
614,2.670870113493064
615,3.780580075662043
616,2.4464060529634297
617,2.575031525851198
618,3.021437578814628
619,6.297604035308953
620,7.862547288776797
621,8.26481715006305
622,5.424968474148802
623,2.978562421185372
624,6.083228247162674
625,6.713745271122319
626,4.941992433795712
627,7.268600252206808
628,2.670870113493064
629,2.751576292559899
630,2.4653215636822194
631,7.324085750315258
632,3.0592686002522065
633,3.419924337957125
634,5.873896595208071
635,4.53720050441362
636,4.912988650693569
637,4.451450189155108
638,3.9899117276166463
639,4.348045397225725
640,4.235813366960907
641,3.962168978562422
642,0.9899117276166457
643,2.9609079445145015
644,3.088272383354351
645,2.5233291298865073
646,3.5939470365699875
647,3.1298865069356876
648,3.4955863808322825
649,2.9810844892812107
650,4.85750315258512
651,2.566204287515763
652,3.7540983606557377
653,2.8045397225725095
654,2.5825977301387133
655,2.863808322824716
656,4.418663303909206
657,4.355611601513241
658,4.186633039092055
659,4.638083228247163
660,6.658259773013872
661,4.968474148802018
662,7.2622950819672125
663,4.5863808322824715
664,5.317780580075662
665,6.148802017654477
666,6.827238335435057
667,4.557377049180327
668,5.490542244640606
669,4.484237074401009
670,7.148802017654477
671,6.406052963430012
672,4.802017654476671
673,6.102143757881462
674,6.297604035308954
675,6.85750315258512
676,8.438839848675913
677,4.960907944514503
678,8.949558638083229
679,6.33921815889029
680,5.941992433795713
681,7.194199243379572
682,6.905422446406054
683,5.344262295081968
684,5.435056746532156
685,4.757881462799496
686,7.209331651954602
687,5.960907944514502
688,4.649432534678437
689,4.638083228247163
690,5.440100882723835
691,5.306431273644388
692,5.476670870113493
693,5.329129886506935
694,6.278688524590164
695,7.76796973518285
696,6.237074401008828
697,5.841109709962169
698,5.783102143757882
699,7.228247162673393
700,7.041614123581337
701,5.326607818411097
702,5.051702395964691
703,4.058007566204288
704,1.515762925598991
705,2.1513240857503155
706,4.1588902900378315
707,4.023959646910467
708,1.5271122320302648
709,4.494325346784363
710,3.639344262295082
711,4.2837326607818405
712,5.660781841109711
713,5.139974779319042
714,4.807061790668348
715,4.824716267339218
716,3.5283732660781846
717,3.679697351828499
718,4.424968474148803
719,4.7894073139974775
720,6.075662042875157
721,5.838587641866331
722,4.110970996216897
723,3.8259773013871383
724,7.799495586380831
725,7.955863808322825
726,7.0744010088272375
727,7.538461538461538
728,5.394703656998739
729,6.3682219419924335
730,6.938209331651954
731,5.520807061790668
732,7.506935687263555
733,6.514501891551072
734,3.9243379571248425
735,6.287515762925599
736,4.645649432534678
737,5.505674653215637
738,6.093316519546027
739,4.604035308953343
740,5.707440100882724
741,6.906683480453973
742,6.891551071878941
743,6.203026481715006
744,6.518284993694829
745,5.751576292559899
746,5.684741488020177
747,2.7377049180327866
748,5.03656998738966
749,6.9079445145018905
750,7.248423707440101
751,7.488020176544767
752,6.290037831021438
753,5.931904161412358
754,5.745271122320302
755,6.366960907944515
756,5.220680958385876
757,6.747793190416141
758,6.566204287515762
759,7.634300126103405
760,7.66078184110971
761,6.638083228247163
762,6.549810844892811
763,7.853720050441362
764,7.552332912988651
765,7.045397225725094
766,6.527112232030265
767,6.401008827238336
768,6.861286254728879
769,8.049180327868852
770,7.065573770491804
771,7.673392181588904
772,5.485498108448928
773,5.936948297604035
774,5.853720050441362
775,6.8953341740226985
776,6.919293820933165
777,6.166456494325347
778,5.742749054224464
779,5.369482976040354
780,6.2774274905422445
781,6.615384615384616
782,6.576292559899118
783,4.55485498108449
784,3.679697351828499
785,5.783102143757882
786,5.791929382093317
787,5.912988650693569
788,6.790668348045396
789,6.854981084489282
790,5.011349306431273
791,5.430012610340479
792,4.300126103404792
